feature_name,feature_group,original_feature_group,modality,source,verified_status,unknown_feature_decision,notes
emg_lslshimmeremg_sampling_rate_estimate,physiological_features,physiological_features,emg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-001_dat.csv | source_column=time_dn,VERIFIED,,Verified from extraction long-table source file and source-column records.
emg_signal_iqr,physiological_features,physiological_features,emg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
emg_signal_kurtosis,physiological_features,physiological_features,emg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
emg_signal_mav,physiological_features,physiological_features,emg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
emg_signal_max,physiological_features,physiological_features,emg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
emg_signal_mean,physiological_features,physiological_features,emg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
emg_signal_median,physiological_features,physiological_features,emg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
emg_signal_min,physiological_features,physiological_features,emg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
emg_signal_missing_ratio,physiological_features,physiological_features,emg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
emg_signal_num_missing,physiological_features,physiological_features,emg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
emg_signal_range,physiological_features,physiological_features,emg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
emg_signal_rms,physiological_features,physiological_features,emg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
emg_signal_skew,physiological_features,physiological_features,emg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
emg_signal_slope,physiological_features,physiological_features,emg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
emg_signal_std,physiological_features,physiological_features,emg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
emg_signal_variance,physiological_features,physiological_features,emg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
emg_signal_zero_crossing_rate,physiological_features,physiological_features,emg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_gaze_iqr,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_gaze_kurtosis,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_gaze_max,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_gaze_mean,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_gaze_median,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_gaze_min,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_gaze_missing_ratio,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_gaze_num_missing,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_gaze_range,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_gaze_rms,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_gaze_skew,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_gaze_slope,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_gaze_std,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_mm_iqr,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_mm,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_mm_kurtosis,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_mm,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_mm_max,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_mm,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_mm_mean,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_mm,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_mm_median,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_mm,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_mm_min,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_mm,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_mm_missing_ratio,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_mm,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_mm_num_missing,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_mm,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_mm_range,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_mm,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_mm_rms,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_mm,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_mm_skew,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_mm,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_mm_slope,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_mm,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_mm_std,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_mm,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_validity_iqr,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_validity,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_validity_kurtosis,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_validity,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_validity_max,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_validity,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_validity_mean,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_validity,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_validity_median,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_validity,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_validity_min,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_validity,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_validity_missing_ratio,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_validity,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_validity_num_missing,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_validity,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_validity_range,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_validity,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_validity_rms,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_validity,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_validity_skew,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_validity,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_validity_slope,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_validity,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_convergence_distance_validity_std,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=convergence_distance_validity,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_duration,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=time_dn,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_eye_openness_l_iqr,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=eye_openness_l,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_eye_openness_l_kurtosis,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=eye_openness_l,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_eye_openness_l_max,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=eye_openness_l,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_eye_openness_l_mean,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=eye_openness_l,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_eye_openness_l_median,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=eye_openness_l,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_eye_openness_l_min,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=eye_openness_l,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_eye_openness_l_missing_ratio,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=eye_openness_l,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_eye_openness_l_num_missing,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=eye_openness_l,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_eye_openness_l_range,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=eye_openness_l,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_eye_openness_l_rms,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=eye_openness_l,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_eye_openness_l_skew,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=eye_openness_l,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_eye_openness_l_slope,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=eye_openness_l,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_eye_openness_l_std,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=eye_openness_l,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_eye_openness_r_iqr,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=eye_openness_r,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_eye_openness_r_kurtosis,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=eye_openness_r,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_eye_openness_r_max,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=eye_openness_r,VERIFIED,,Verified from extraction long-table source file and source-column records.
eye_lslhtcviveeye_eye_openness_r_mean,eye_tracking_features,eye_tracking_features,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=eye_openness_r,VERIFIED,,Verified from extraction long-table source file and source-column records.
