feature_name,modality,source_provenance,non_missing_count,constant_value,was_single_value_before_repair,decision
ecg_lslshimmerecg_ecg_projection_la_ra_mv_missing_ratio,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_la_ra_mV,482,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_gaze_direction_r_y_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=gaze_direction_r_y,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_gaze_direction_r_y_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=gaze_direction_r_y,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_gaze_direction_r_z_min,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=gaze_direction_r_z,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_gaze_direction_r_z_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=gaze_direction_r_z,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_gaze_direction_r_z_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=gaze_direction_r_z,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_gaze_origin_l_x_mm_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=gaze_origin_l_x_mm,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_gaze_origin_l_x_mm_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=gaze_origin_l_x_mm,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_gaze_origin_l_y_mm_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=gaze_origin_l_y_mm,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_gaze_origin_l_y_mm_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=gaze_origin_l_y_mm,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_gaze_origin_l_z_mm_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=gaze_origin_l_z_mm,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_gaze_origin_l_z_mm_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=gaze_origin_l_z_mm,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_gaze_origin_r_x_mm_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=gaze_origin_r_x_mm,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_gaze_origin_r_x_mm_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=gaze_origin_r_x_mm,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_gaze_origin_r_y_mm_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=gaze_origin_r_y_mm,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_gaze_origin_r_y_mm_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=gaze_origin_r_y_mm,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_gaze_origin_r_z_mm_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=gaze_origin_r_z_mm,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_gaze_origin_r_z_mm_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=gaze_origin_r_z_mm,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_diameter_l_mm_min,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_diameter_l_mm,469,-1.0,False,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_diameter_l_mm_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_diameter_l_mm,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_diameter_l_mm_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_diameter_l_mm,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_diameter_r_mm_min,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_diameter_r_mm,469,-1.0,False,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_diameter_r_mm_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_diameter_r_mm,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_diameter_r_mm_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_diameter_r_mm,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_l_x_iqr,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_l_x,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_l_x_max,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_l_x,469,-107374176.0,False,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_l_x_mean,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_l_x,469,-107374176.0,False,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_l_x_median,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_l_x,469,-107374176.0,False,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_l_x_min,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_l_x,469,-107374176.0,False,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_l_x_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_l_x,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_l_x_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_l_x,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_l_x_range,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_l_x,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_l_x_rms,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_l_x,469,107374176.0,False,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_l_x_slope,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_l_x,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_l_x_std,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_l_x,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_l_y_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_l_y,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_l_y_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_l_y,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_l_z_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_l_z,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_l_z_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_l_z,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_r_x_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_r_x,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_r_x_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_r_x,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_r_y_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_r_y,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_r_y_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_r_y,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_r_z_min,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_r_z,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_r_z_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_r_z,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_pupil_position_r_z_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=pupil_position_r_z,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_l_iqr,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_l,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_l_max,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_l,469,1.0,False,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_l_mean,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_l,469,1.0,False,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_l_median,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_l,469,1.0,False,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_l_min,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_l,469,1.0,False,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_l_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_l,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_l_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_l,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_l_range,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_l,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_l_rms,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_l,469,1.0,False,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_l_slope,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_l,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_l_std,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_l,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_r_iqr,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_r,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_r_max,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_r,469,1.0,False,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_r_mean,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_r,469,1.0,False,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_r_median,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_r,469,1.0,False,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_r_min,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_r,469,1.0,False,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_r_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_r,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
