run_key,subject_id,outer_fold,dimension,seed,levels,feature_k,true_class,predicted_class,target_score,similarity_temperature,similarity_prediction,ridge_alpha,ridge_prediction_raw,ridge_prediction_bounded,similarity_class_0,similarity_class_1,similarity_class_2,similarity_class_3
sub-cp026_ses-20210716_level-03B_run-002,sub-cp026,2,2000,42,51,50,2,2,3.0,0.05,2.327005095216343,0.01,3.0686810629764136,3.0686810629764136,0.9013273119926452,0.9186702370643616,0.927144467830658,0.8549515008926392
sub-cp026_ses-20210716_level-03B_run-005,sub-cp026,2,2000,42,51,50,2,2,3.0,0.05,2.305806374226849,0.01,2.79040220644926,2.79040220644926,0.9114463925361632,0.9210892915725708,0.9245107173919678,0.8723531365394592
sub-cp026_ses-20210716_level-03B_run-011,sub-cp026,2,2000,42,51,50,2,2,3.0,0.05,2.3367139217059902,0.01,2.984804605566465,2.984804605566465,0.9056981205940248,0.9115973114967346,0.9205734729766846,0.8704867959022522
sub-cp026_ses-20210716_level-04B_run-004,sub-cp026,2,2000,42,51,50,3,3,4.0,0.05,3.2151903164665976,0.01,4.780908749779515,4.0,0.8424405455589294,0.8281678557395935,0.8551052212715149,0.9158307909965516
sub-cp026_ses-20210716_level-04B_run-006,sub-cp026,2,2000,42,51,50,3,3,4.0,0.05,3.0099826690431977,0.01,3.890348808696935,3.890348808696935,0.8630496263504028,0.8455216288566589,0.8674409985542297,0.9138067364692688
sub-cp026_ses-20210716_level-04B_run-009,sub-cp026,2,2000,42,51,50,3,3,4.0,0.05,3.133686717549982,0.01,4.143244121710533,4.0,0.8632879853248596,0.8485979437828064,0.8718485236167908,0.9276334047317504
sub-cp031_ses-20211216_level-01B_run-001,sub-cp031,2,2000,42,51,50,0,0,1.0,0.05,2.158910783121687,0.01,1.3709742547611192,1.3709742547611192,0.8973273634910583,0.8814386129379272,0.873528242111206,0.8525594472885132
sub-cp031_ses-20211216_level-01B_run-007,sub-cp031,2,2000,42,51,50,0,0,1.0,0.05,2.0103693414498416,0.01,1.5400092981318576,1.5400092981318576,0.9266250133514404,0.9109399318695068,0.9002557396888733,0.8504828214645386
sub-cp031_ses-20211216_level-02B_run-003,sub-cp031,2,2000,42,51,50,1,1,2.0,0.05,2.084809233214222,0.01,1.829641244347127,1.829641244347127,0.9211151599884032,0.9361817836761476,0.9202375411987304,0.828454852104187
sub-cp031_ses-20211216_level-02B_run-008,sub-cp031,2,2000,42,51,50,1,1,2.0,0.05,2.0711234712880264,0.01,2.0116722804232685,2.0116722804232685,0.9295653700828552,0.9313437342643738,0.9194850325584412,0.8490633964538574
sub-cp031_ses-20211216_level-02B_run-010,sub-cp031,2,2000,42,51,50,1,1,2.0,0.05,2.14458844166942,0.01,1.768966080492499,1.768966080492499,0.9199495911598206,0.9228509068489076,0.9123765230178832,0.8602876663208008
sub-cp031_ses-20211216_level-02B_run-012,sub-cp031,2,2000,42,51,50,1,0,2.0,0.05,1.9661015499994237,0.01,1.0960802918056014,1.0960802918056014,0.9243203997612,0.9159620404243468,0.8978369832038879,0.8331863880157471
sub-cp031_ses-20211216_level-03B_run-002,sub-cp031,2,2000,42,51,50,2,2,3.0,0.05,2.32104796391827,0.01,3.5511171493056675,3.5511171493056675,0.9016716480255128,0.9279255867004396,0.9349786639213562,0.8451467156410217
sub-cp031_ses-20211216_level-03B_run-005,sub-cp031,2,2000,42,51,50,2,2,3.0,0.05,2.4283601695640087,0.01,3.498853211488657,3.498853211488657,0.8923208117485046,0.902604877948761,0.9200090765953064,0.8676741123199463
sub-cp031_ses-20211216_level-03B_run-011,sub-cp031,2,2000,42,51,50,2,2,3.0,0.05,2.2820986003565515,0.01,2.8996455082997112,2.8996455082997112,0.8984664082527161,0.924560010433197,0.9269429445266724,0.835604727268219
sub-cp031_ses-20211216_level-04B_run-004,sub-cp031,2,2000,42,51,50,3,3,4.0,0.05,3.1518110635911096,0.01,4.259804559008398,4.0,0.862625777721405,0.8585631847381592,0.8844799399375916,0.9327592253684998
sub-cp031_ses-20211216_level-04B_run-006,sub-cp031,2,2000,42,51,50,3,3,4.0,0.05,3.0434892936180384,0.01,4.012714844347393,4.0,0.8714468479156494,0.8595886826515198,0.8852862119674683,0.9273179173469543
sub-cp031_ses-20211216_level-04B_run-009,sub-cp031,2,2000,42,51,50,3,3,4.0,0.05,3.258404358255333,0.01,4.062608863754043,4.0,0.8509172797203064,0.8394215106964111,0.8660703301429749,0.9300254583358764
sub-cp038_ses-20220112_level-01B_run-001,sub-cp038,2,2000,42,51,50,0,0,1.0,0.05,2.264931123578072,0.01,1.5972998486342476,1.5972998486342476,0.855473518371582,0.8499389290809631,0.8507111072540283,0.8188340067863464
sub-cp038_ses-20220112_level-01B_run-007,sub-cp038,2,2000,42,51,50,0,0,1.0,0.05,2.115813305698948,0.01,0.9359720437010304,1.0,0.8475000858306885,0.8153102993965149,0.8085840344429016,0.8027993440628052
sub-cp038_ses-20220112_level-01B_run-012,sub-cp038,2,2000,42,51,50,0,0,1.0,0.05,2.189417414139124,0.01,1.1948085729988756,1.1948085729988756,0.861857533454895,0.8368973135948181,0.8326911926269531,0.8241701722145081
sub-cp038_ses-20220112_level-02B_run-003,sub-cp038,2,2000,42,51,50,1,0,2.0,0.05,2.1599643912704,0.01,0.9828680091128263,1.0,0.8988108038902283,0.8843308687210083,0.8763232827186584,0.853532075881958
sub-cp038_ses-20220112_level-02B_run-008,sub-cp038,2,2000,42,51,50,1,0,2.0,0.05,2.100290133147279,0.01,1.4938891155513907,1.4938891155513907,0.871526300907135,0.8431289196014404,0.8378512859344482,0.8214889764785767
sub-cp038_ses-20220112_level-02B_run-010,sub-cp038,2,2000,42,51,50,1,0,2.0,0.05,2.22471288491064,0.01,1.005273927450919,1.005273927450919,0.8454604148864746,0.8108667135238647,0.8077643513679504,0.8153642416000366
sub-cp038_ses-20220112_level-03B_run-002,sub-cp038,2,2000,42,51,50,2,2,3.0,0.05,2.405472651689876,0.01,1.934966342146406,1.934966342146406,0.8752613663673401,0.8829373121261597,0.8895459175109863,0.8561081290245056
sub-cp038_ses-20220112_level-03B_run-005,sub-cp038,2,2000,42,51,50,2,2,3.0,0.05,2.363807717504646,0.01,1.7134724146873603,1.7134724146873603,0.8325863480567932,0.8317437767982483,0.8361178040504456,0.8098703622817993
sub-cp038_ses-20220112_level-03B_run-011,sub-cp038,2,2000,42,51,50,2,3,3.0,0.05,2.58402028418346,0.01,3.202938963557427,3.202938963557427,0.8454868793487549,0.8287988901138306,0.8484804630279541,0.8503513932228088
sub-cp038_ses-20220112_level-04B_run-004,sub-cp038,2,2000,42,51,50,3,3,4.0,0.05,3.0068521824848786,0.01,2.958949230085516,2.958949230085516,0.8225467801094055,0.8123917579650879,0.8346127867698669,0.8750343322753906
sub-cp038_ses-20220112_level-04B_run-006,sub-cp038,2,2000,42,51,50,3,3,4.0,0.05,3.0838338859494425,0.01,4.19254474948344,4.0,0.8238182663917542,0.8099464178085327,0.8363865613937378,0.8833408355712891
sub-cp038_ses-20220112_level-04B_run-009,sub-cp038,2,2000,42,51,50,3,3,4.0,0.05,3.061218556936204,0.01,3.066522960476676,3.066522960476676,0.8384405970573425,0.8231458067893982,0.8476876616477966,0.8951171040534973
sub-cp008_ses-20210503_level-01B_run-001,sub-cp008,3,2000,42,51,50,0,0,1.0,0.05,2.307708800564664,0.01,1.5255061224174375,1.5255061224174375,0.8928244113922119,0.8798301219940186,0.8721930980682373,0.8706803321838379
sub-cp008_ses-20210503_level-01B_run-007,sub-cp008,3,2000,42,51,50,0,1,1.0,0.05,1.9866849914240636,0.01,1.433877848113058,1.433877848113058,0.8798503875732422,0.8852452635765076,0.8614581823348999,0.7794706225395203
sub-cp008_ses-20210503_level-01B_run-012,sub-cp008,3,2000,42,51,50,0,1,1.0,0.05,2.001296701581392,0.01,1.1924405954930983,1.1924405954930983,0.9015320539474488,0.9106075167655944,0.8843746781349182,0.8057388067245483
sub-cp008_ses-20210503_level-02B_run-003,sub-cp008,3,2000,42,51,50,1,1,2.0,0.05,2.105403830791362,0.01,1.8154346549930245,1.8154346549930245,0.8998766541481018,0.9218956232070924,0.8991791605949402,0.8204500079154968
sub-cp008_ses-20210503_level-02B_run-008,sub-cp008,3,2000,42,51,50,1,1,2.0,0.05,2.093614646252317,0.01,1.435403743081592,1.435403743081592,0.8785179853439331,0.8977628946304321,0.8799400925636292,0.7858322262763977
sub-cp008_ses-20210503_level-02B_run-010,sub-cp008,3,2000,42,51,50,1,1,2.0,0.05,1.9920923577736616,0.01,1.3121065670513743,1.3121065670513743,0.9060137271881104,0.9159311056137084,0.8885794281959534,0.8059243559837341
sub-cp008_ses-20210503_level-03B_run-002,sub-cp008,3,2000,42,51,50,2,2,3.0,0.05,2.3327719165621583,0.01,2.890956818571749,2.890956818571749,0.8900519013404846,0.9097834825515748,0.9169175028800964,0.8455519080162048
sub-cp008_ses-20210503_level-03B_run-005,sub-cp008,3,2000,42,51,50,2,2,3.0,0.05,2.321093429770727,0.01,3.337768022967704,3.337768022967704,0.8829054832458496,0.9131711721420288,0.920121729373932,0.8203175067901611
sub-cp008_ses-20210503_level-03B_run-011,sub-cp008,3,2000,42,51,50,2,2,3.0,0.05,2.272790577429955,0.01,2.921248542511722,2.921248542511722,0.8773874640464783,0.9067619442939758,0.9068179726600648,0.8105365037918091
sub-cp008_ses-20210503_level-04B_run-004,sub-cp008,3,2000,42,51,50,3,3,4.0,0.05,3.079137984400603,0.01,3.9769322858901743,3.9769322858901743,0.8397843837738037,0.8460705280303955,0.8696107864379883,0.905775249004364
sub-cp008_ses-20210503_level-04B_run-006,sub-cp008,3,2000,42,51,50,3,3,4.0,0.05,3.150305802290001,0.01,3.902196191708355,3.902196191708355,0.8448851704597473,0.8422380685806274,0.865892767906189,0.9152381420135498
sub-cp008_ses-20210503_level-04B_run-009,sub-cp008,3,2000,42,51,50,3,3,4.0,0.05,3.069150642928293,0.01,4.06150026996632,4.0,0.8613179922103882,0.8491835594177246,0.8708546161651611,0.919691264629364
sub-cp014_ses-20211112_level-01B_run-001,sub-cp014,3,2000,42,51,50,0,0,1.0,0.05,1.95141674467592,0.01,1.2541391689285772,1.2541391689285772,0.9175342321395874,0.9158526062965392,0.8903640508651733,0.8207151293754578
sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,3,2000,42,51,50,0,0,1.0,0.05,1.9235401055669097,0.01,1.2211934767880064,1.2211934767880064,0.9215044975280762,0.9060033559799194,0.8834282755851746,0.8345516324043274
sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,3,2000,42,51,50,0,0,1.0,0.05,1.905354735470439,0.01,0.8963818164449968,1.0,0.923819363117218,0.901111364364624,0.8798589706420898,0.8398794531822205
sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,3,2000,42,51,50,1,1,2.0,0.05,1.9735763654781675,0.01,1.8868591589498127,1.8868591589498127,0.916228711605072,0.9216470718383788,0.8941091299057007,0.8180909156799316
sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,3,2000,42,51,50,1,1,2.0,0.05,2.0812423415645265,0.01,2.287933625658076,2.287933625658076,0.910266637802124,0.9201690554618835,0.9034515023231506,0.8291177153587341
sub-cp014_ses-20211112_level-02B_run-010,sub-cp014,3,2000,42,51,50,1,1,2.0,0.05,2.0684744211062114,0.01,2.4210924610962468,2.4210924610962468,0.908086359500885,0.9155648350715636,0.8973404169082642,0.8289321660995483
sub-cp014_ses-20211112_level-03B_run-002,sub-cp014,3,2000,42,51,50,2,1,3.0,0.05,2.2333212920401007,0.01,2.9764629739039328,2.9764629739039328,0.8972791433334351,0.92470782995224,0.9208788871765136,0.8240019679069519
sub-cp014_ses-20211112_level-03B_run-005,sub-cp014,3,2000,42,51,50,2,2,3.0,0.05,2.3653208340160914,0.01,3.1569654532633025,3.1569654532633025,0.8969964981079102,0.9210846424102784,0.930059015750885,0.856499195098877
sub-cp014_ses-20211112_level-03B_run-011,sub-cp014,3,2000,42,51,50,2,2,3.0,0.05,2.324762938830266,0.01,3.391006205637869,3.391006205637869,0.8930128216743469,0.910228192806244,0.9174312353134156,0.8481230735778809
sub-cp014_ses-20211112_level-04B_run-004,sub-cp014,3,2000,42,51,50,3,3,4.0,0.05,2.746988052303505,0.01,3.2354551880555515,3.2354551880555515,0.8898634910583496,0.8878874182701111,0.9039922952651978,0.9163779616355896
sub-cp014_ses-20211112_level-04B_run-006,sub-cp014,3,2000,42,51,50,3,3,4.0,0.05,2.8623502767433235,0.01,3.5797662577526466,3.5797662577526466,0.8836053013801575,0.8842381238937378,0.9021130204200744,0.923693835735321
sub-cp014_ses-20211112_level-04B_run-009,sub-cp014,3,2000,42,51,50,3,3,4.0,0.05,2.83255969999999,0.01,3.6910338715238753,3.6910338715238753,0.8783430457115173,0.8816875219345093,0.8975297212600708,0.915953814983368
sub-cp019_ses-20210625_level-01B_run-001,sub-cp019,3,2000,42,51,50,0,0,1.0,0.05,2.1487881993408524,0.01,1.0235343770091043,1.0235343770091043,0.9000920057296753,0.88427734375,0.8687860369682312,0.8582751750946045
sub-cp019_ses-20210625_level-01B_run-007,sub-cp019,3,2000,42,51,50,0,1,1.0,0.05,1.957261532641328,0.01,0.8694619619297597,1.0,0.906511664390564,0.9091948866844176,0.8792641162872314,0.8118353486061096
sub-cp019_ses-20210625_level-01B_run-012,sub-cp019,3,2000,42,51,50,0,0,1.0,0.05,1.996100141531708,0.01,1.228266146045114,1.228266146045114,0.8972656726837158,0.8945844173431396,0.8737884759902954,0.8120738863945007
sub-cp019_ses-20210625_level-02B_run-003,sub-cp019,3,2000,42,51,50,1,2,2.0,0.05,2.335237834427032,0.01,1.4176622192593744,1.4176622192593744,0.8467020392417908,0.8520873188972473,0.8547657132148743,0.8174547553062439
sub-cp019_ses-20210625_level-02B_run-008,sub-cp019,3,2000,42,51,50,1,1,2.0,0.05,2.096164463700538,0.01,2.015097281763782,2.015097281763782,0.905811846256256,0.9282132387161256,0.9076021909713744,0.8150426745414734
sub-cp019_ses-20210625_level-02B_run-010,sub-cp019,3,2000,42,51,50,1,1,2.0,0.05,2.061508298868387,0.01,1.415813299220224,1.415813299220224,0.8958390951156616,0.9125041365623474,0.8902288675308228,0.8039363622665405
sub-cp019_ses-20210625_level-03B_run-002,sub-cp019,3,2000,42,51,50,2,3,3.0,0.05,2.8443466867001703,0.01,2.7614640392120977,2.7614640392120977,0.8168510794639587,0.8225525617599487,0.8504663705825806,0.8551473617553711
sub-cp019_ses-20210625_level-03B_run-005,sub-cp019,3,2000,42,51,50,2,2,3.0,0.05,2.357542535872949,0.01,2.9442936284210264,2.9442936284210264,0.8724212646484375,0.9008890390396118,0.906182587146759,0.8316888809204102
sub-cp019_ses-20210625_level-03B_run-011,sub-cp019,3,2000,42,51,50,2,2,3.0,0.05,2.2889786692146084,0.01,3.2618259543060724,3.2618259543060724,0.8777239322662354,0.902144730091095,0.9051820635795592,0.8189921379089355
sub-cp019_ses-20210625_level-04B_run-004,sub-cp019,3,2000,42,51,50,3,3,4.0,0.05,3.155516596554186,0.01,4.232010726396544,4.0,0.815437912940979,0.8171504735946655,0.8450718522071838,0.8883868455886841
sub-cp019_ses-20210625_level-04B_run-006,sub-cp019,3,2000,42,51,50,3,3,4.0,0.05,3.2253216220527974,0.01,3.842053999479176,3.842053999479176,0.8067033290863037,0.8095771074295044,0.83735191822052,0.8880157470703125
sub-cp019_ses-20210625_level-04B_run-009,sub-cp019,3,2000,42,51,50,3,3,4.0,0.05,3.165338836236628,0.01,4.139071762669772,4.0,0.8232707977294922,0.8231411576271057,0.8487222790718079,0.8963918685913086
sub-cp023_ses-20210628_level-01B_run-001,sub-cp023,3,2000,42,51,50,0,0,1.0,0.05,2.0636852495552427,0.01,1.2222423547474182,1.2222423547474182,0.8551943898200989,0.8545856475830078,0.8361215591430664,0.7862033247947693
sub-cp023_ses-20210628_level-01B_run-007,sub-cp023,3,2000,42,51,50,0,0,1.0,0.05,2.0985007809788105,0.01,1.5616929685813812,1.5616929685813812,0.8996209502220154,0.8816744089126587,0.8704490065574646,0.8470363020896912
sub-cp023_ses-20210628_level-01B_run-012,sub-cp023,3,2000,42,51,50,0,0,1.0,0.05,2.3359490502399884,0.01,2.136446062034423,2.136446062034423,0.8685721158981323,0.8534083962440491,0.8552930355072021,0.8467181921005249
sub-cp023_ses-20210628_level-02B_run-003,sub-cp023,3,2000,42,51,50,1,1,2.0,0.05,2.374376329610146,0.01,2.511847418504215,2.511847418504215,0.9001054167747498,0.9092209935188292,0.9047899842262268,0.8822107315063477
sub-cp023_ses-20210628_level-02B_run-008,sub-cp023,3,2000,42,51,50,1,1,2.0,0.05,2.1879626507246805,0.01,2.014792257037561,2.014792257037561,0.8861355185508728,0.8979721665382385,0.8862945437431335,0.8318214416503906
sub-cp023_ses-20210628_level-02B_run-010,sub-cp023,3,2000,42,51,50,1,1,2.0,0.05,2.303740971364443,0.01,2.4968697273501474,2.4968697273501474,0.871263861656189,0.8924393057823181,0.8913915753364563,0.828852653503418
sub-cp023_ses-20210628_level-03B_run-002,sub-cp023,3,2000,42,51,50,2,2,3.0,0.05,2.362367640542349,0.01,2.506607717320437,2.506607717320437,0.8900250196456909,0.9090248346328736,0.9157277345657348,0.8558100461959839
sub-cp023_ses-20210628_level-03B_run-005,sub-cp023,3,2000,42,51,50,2,2,3.0,0.05,2.512784201060038,0.01,2.662678828645745,2.662678828645745,0.8819229602813721,0.8839111328125,0.8980705142021179,0.8779431581497192
sub-cp023_ses-20210628_level-03B_run-011,sub-cp023,3,2000,42,51,50,2,0,3.0,0.05,2.0908796308943733,0.01,1.830621447092433,1.830621447092433,0.8896212577819824,0.8707264065742493,0.8603224754333496,0.8355323672294617
sub-cp023_ses-20210628_level-04B_run-004,sub-cp023,3,2000,42,51,50,3,3,4.0,0.05,3.313136820005562,0.01,4.760613994877571,4.0,0.8157205581665039,0.8183931112289429,0.8424895405769348,0.9066499471664428
sub-cp023_ses-20210628_level-04B_run-006,sub-cp023,3,2000,42,51,50,3,3,4.0,0.05,3.2079605160713065,0.01,3.566900439862634,3.566900439862634,0.8061649799346924,0.7991654276847839,0.825102686882019,0.8813360333442688
sub-cp023_ses-20210628_level-04B_run-009,sub-cp023,3,2000,42,51,50,3,3,4.0,0.05,3.2399515715436307,0.01,4.146216700583356,4.0,0.7888708114624023,0.7899178266525269,0.8220607042312622,0.8715550303459167
sub-cp024_ses-20210629_level-01B_run-001,sub-cp024,3,2000,42,51,50,0,0,1.0,0.05,2.2731141120631504,0.01,0.4515123824003755,1.0,0.8457868695259094,0.8457304239273071,0.8404885530471802,0.8127630949020386
sub-cp024_ses-20210629_level-01B_run-007,sub-cp024,3,2000,42,51,50,0,0,1.0,0.05,2.397990148678369,0.01,0.9956204651559576,1.0,0.8528257012367249,0.8439646363258362,0.8391770720481873,0.8413373231887817
sub-cp024_ses-20210629_level-01B_run-012,sub-cp024,3,2000,42,51,50,0,0,1.0,0.05,2.242582222966506,0.01,0.4789153253405711,1.0,0.8873198628425598,0.8733293414115906,0.8735315799713135,0.8510653376579285
sub-cp024_ses-20210629_level-02B_run-003,sub-cp024,3,2000,42,51,50,1,2,2.0,0.05,2.3623971680450797,0.01,2.124301908755104,2.124301908755104,0.8724885582923889,0.8795554637908936,0.8839420676231384,0.8467181921005249
sub-cp024_ses-20210629_level-02B_run-008,sub-cp024,3,2000,42,51,50,1,3,2.0,0.05,2.591064469846152,0.01,1.241314467988569,1.241314467988569,0.821036696434021,0.8071835041046143,0.812380313873291,0.830284059047699
sub-cp024_ses-20210629_level-02B_run-010,sub-cp024,3,2000,42,51,50,1,2,2.0,0.05,2.325507357964649,0.01,1.5548500154845155,1.5548500154845155,0.8775758743286133,0.8936034440994263,0.8957045078277588,0.8409397602081299
sub-cp024_ses-20210629_level-03B_run-002,sub-cp024,3,2000,42,51,50,2,3,3.0,0.05,2.778237748340986,0.01,3.0216589800272278,3.0216589800272278,0.8042942881584167,0.7995709180831909,0.8192484974861145,0.8334118127822876
sub-cp024_ses-20210629_level-03B_run-005,sub-cp024,3,2000,42,51,50,2,2,3.0,0.05,2.4907263781078126,0.01,2.728484410557395,2.728484410557395,0.8411436676979065,0.8586665987968445,0.8763302564620972,0.8278984427452087
sub-cp024_ses-20210629_level-03B_run-011,sub-cp024,3,2000,42,51,50,2,3,3.0,0.05,2.8152394476752285,0.01,2.156751952221973,2.156751952221973,0.8203099370002747,0.8102965354919434,0.8256570100784302,0.8529738187789917
sub-cp024_ses-20210629_level-04B_run-004,sub-cp024,3,2000,42,51,50,3,3,4.0,0.05,2.8903542401399447,0.01,2.757775866185181,2.757775866185181,0.8175105452537537,0.8021607398986816,0.820979118347168,0.8566582798957825
sub-cp024_ses-20210629_level-04B_run-006,sub-cp024,3,2000,42,51,50,3,3,4.0,0.05,3.157879841464513,0.01,3.4106089836817857,3.4106089836817857,0.8232707977294922,0.8210222125053406,0.8429356813430786,0.8944833874702454
sub-cp024_ses-20210629_level-04B_run-009,sub-cp024,3,2000,42,51,50,3,3,4.0,0.05,2.995720825283819,0.01,2.8849314993950648,2.8849314993950648,0.7672967910766602,0.7484932541847229,0.7629644870758057,0.8162884712219238
sub-cp025_ses-20210820_level-01B_run-001,sub-cp025,3,2000,42,51,50,0,1,1.0,0.05,2.2039659541008323,0.01,1.169703099159484,1.169703099159484,0.8826093673706055,0.8871680498123169,0.8772090673446655,0.8364071249961853
sub-cp025_ses-20210820_level-01B_run-007,sub-cp025,3,2000,42,51,50,0,0,1.0,0.05,1.9410328515293995,0.01,0.2533827533623389,1.0,0.913577437400818,0.8930671215057373,0.8748430609703064,0.8333588242530823
sub-cp025_ses-20210820_level-01B_run-012,sub-cp025,3,2000,42,51,50,0,0,1.0,0.05,2.1337791513012427,0.01,0.5501049733481365,1.0,0.8823401927947998,0.8643825650215149,0.8579024076461792,0.8330142498016357
sub-cp025_ses-20210820_level-02B_run-003,sub-cp025,3,2000,42,51,50,1,1,2.0,0.05,2.2160274201232,0.01,1.6665465649998183,1.6665465649998183,0.8922591209411621,0.9162973165512084,0.9047494530677797,0.8342335224151611
sub-cp025_ses-20210820_level-02B_run-008,sub-cp025,3,2000,42,51,50,1,1,2.0,0.05,2.066044262144005,0.01,1.9904296740837617,1.9904296740837617,0.9093514680862428,0.929534375667572,0.9070478677749634,0.811464250087738
sub-cp025_ses-20210820_level-02B_run-010,sub-cp025,3,2000,42,51,50,1,1,2.0,0.05,2.006944296908747,0.01,1.5414374075983537,1.5414374075983537,0.9239943027496338,0.9319410920143129,0.9072641730308532,0.8300454616546631
sub-cp025_ses-20210820_level-03B_run-002,sub-cp025,3,2000,42,51,50,2,2,3.0,0.05,2.3975188758207877,0.01,3.2356930485534234,3.2356930485534234,0.8934031128883362,0.9197112321853638,0.9312893152236938,0.8577185273170471
sub-cp025_ses-20210820_level-03B_run-005,sub-cp025,3,2000,42,51,50,2,2,3.0,0.05,2.5668400926274937,0.01,2.895411397845826,2.895411397845826,0.8681549429893494,0.8725706934928894,0.8872680068016052,0.8721116781234741
sub-cp025_ses-20210820_level-03B_run-011,sub-cp025,3,2000,42,51,50,2,2,3.0,0.05,2.369499914165829,0.01,3.204766274375756,3.204766274375756,0.8636597990989685,0.8845258951187134,0.8937305808067322,0.826785147190094
sub-cp025_ses-20210820_level-04B_run-004,sub-cp025,3,2000,42,51,50,3,3,4.0,0.05,3.179566897984802,0.01,4.403891240584526,4.0,0.8101891279220581,0.8076543807983398,0.825386643409729,0.8833505511283875
sub-cp025_ses-20210820_level-04B_run-006,sub-cp025,3,2000,42,51,50,3,3,4.0,0.05,3.0545663681096062,0.01,4.463329908423823,4.0,0.874009370803833,0.8681104183197021,0.8884983062744141,0.9328121542930604
sub-cp025_ses-20210820_level-04B_run-009,sub-cp025,3,2000,42,51,50,3,3,4.0,0.05,3.1079880021023776,0.01,4.336368644986271,4.0,0.851076066493988,0.8547425866127014,0.8769251108169556,0.9191611409187316
sub-cp037_ses-20210113_level-01B_run-001,sub-cp037,3,2000,42,51,50,0,0,1.0,0.05,2.1376797292175023,0.01,0.818395088967506,1.0,0.8934972882270813,0.8765078186988831,0.8676503896713257,0.8460820317268372
sub-cp037_ses-20210113_level-01B_run-007,sub-cp037,3,2000,42,51,50,0,0,1.0,0.05,1.987936861461137,0.01,0.7336349059486253,1.0,0.905435025691986,0.8975536227226257,0.8802916407585144,0.8201584815979004
sub-cp037_ses-20210113_level-01B_run-012,sub-cp037,3,2000,42,51,50,0,0,1.0,0.05,1.9155457819752493,0.01,0.9359999660725812,1.0,0.9240615963935852,0.9127787947654724,0.8883766531944275,0.8298864364624023
sub-cp037_ses-20210113_level-02B_run-003,sub-cp037,3,2000,42,51,50,1,1,2.0,0.05,2.1101091762372617,0.01,1.0538696616567274,1.0538696616567274,0.8796350359916687,0.8872334361076355,0.8738425374031067,0.8074086904525757
sub-cp037_ses-20210113_level-02B_run-008,sub-cp037,3,2000,42,51,50,1,0,2.0,0.05,2.2538944614420307,0.01,1.9843360314137168,1.9843360314137168,0.901451289653778,0.8967164754867554,0.8944876790046692,0.8646102547645569
sub-cp037_ses-20210113_level-02B_run-010,sub-cp037,3,2000,42,51,50,1,0,2.0,0.05,2.0201729498656813,0.01,1.5086399372135384,1.5086399372135384,0.932957649230957,0.9317840933799744,0.9132670760154724,0.8502966165542603
sub-cp037_ses-20210113_level-03B_run-002,sub-cp037,3,2000,42,51,50,2,2,3.0,0.05,2.375271486358558,0.01,2.9902167484712283,2.9902167484712283,0.8703082799911499,0.8885021805763245,0.899652361869812,0.8343660831451416
sub-cp037_ses-20210113_level-03B_run-005,sub-cp037,3,2000,42,51,50,2,2,3.0,0.05,2.305602848612545,0.01,3.38589739334856,3.38589739334856,0.8710485100746155,0.8968865275382996,0.9011260271072388,0.8148571252822876
sub-cp037_ses-20210113_level-03B_run-011,sub-cp037,3,2000,42,51,50,2,2,3.0,0.05,2.319977020782226,0.01,3.0090294724115125,3.0090294724115125,0.8998766541481018,0.9206922054290771,0.9291396141052246,0.8470628261566162
sub-cp037_ses-20210113_level-04B_run-004,sub-cp037,3,2000,42,51,50,3,3,4.0,0.05,3.0700395079210683,0.01,4.468746638532588,4.0,0.8192062973976135,0.8172813057899475,0.8411510586738586,0.881123960018158
sub-cp037_ses-20210113_level-04B_run-006,sub-cp037,3,2000,42,51,50,3,3,4.0,0.05,3.0017884780267057,0.01,4.879904567972903,4.0,0.8295020461082458,0.8338798880577087,0.855766236782074,0.8861337304115295
sub-cp037_ses-20210113_level-04B_run-009,sub-cp037,3,2000,42,51,50,3,3,4.0,0.05,3.111897062567728,0.01,4.208591536173511,4.0,0.8546156883239746,0.8557497262954712,0.8766412138938904,0.9220768809318542
sub-cp003_ses-20210206_level-01B_run-001,sub-cp003,4,2000,42,51,50,0,0,1.0,0.05,2.021795254868968,0.1,0.4181672706340371,1.0,0.9214079976081848,0.9001173377037048,0.8866209387779236,0.8572425246238708
sub-cp003_ses-20210206_level-01B_run-007,sub-cp003,4,2000,42,51,50,0,0,1.0,0.05,2.003697168624182,0.1,1.1635257912161112,1.1635257912161112,0.9345870018005372,0.9287038445472716,0.9093489050865172,0.8548986315727234
sub-cp003_ses-20210206_level-01B_run-012,sub-cp003,4,2000,42,51,50,0,0,1.0,0.05,1.97090468152515,0.1,0.7014153616552152,1.0,0.9344521164894104,0.9213973879814148,0.9035895466804504,0.8524230718612671
sub-cp003_ses-20210206_level-02B_run-003,sub-cp003,4,2000,42,51,50,1,1,2.0,0.05,2.159788793844659,0.1,2.1729647371640675,2.1729647371640675,0.9049781560897828,0.931900441646576,0.9173555374145508,0.8230323791503906
