run_key,subject_id,outer_fold,dimension,seed,levels,feature_k,true_class,predicted_class,similarity_class_0,similarity_class_1,similarity_class_2,similarity_class_3
sub-cp035_ses-20220125_level-04B_run-006,sub-cp035,5,1000,46,51,50,3,3,0.8663874864578247,0.873811662197113,0.8951590657234192,0.916707158088684
sub-cp035_ses-20220125_level-04B_run-009,sub-cp035,5,1000,46,51,50,3,3,0.8638510704040527,0.8695777058601379,0.8866562843322754,0.9127423763275146
sub-cp004_ses-20210330_level-01B_run-001,sub-cp004,1,2000,42,51,50,0,0,0.9167755842208862,0.9161362648010254,0.8880612850189209,0.8044553995132446
sub-cp004_ses-20210330_level-01B_run-007,sub-cp004,1,2000,42,51,50,0,0,0.9194486141204834,0.8985372185707092,0.8900554776191711,0.8739767074584961
sub-cp004_ses-20210330_level-01B_run-012,sub-cp004,1,2000,42,51,50,0,1,0.9256110191345216,0.9301056265830994,0.8943080306053162,0.8133576512336731
sub-cp004_ses-20210330_level-02B_run-003,sub-cp004,1,2000,42,51,50,1,2,0.9014222621917723,0.9006460309028625,0.9154784679412842,0.8896405100822449
sub-cp004_ses-20210330_level-02B_run-008,sub-cp004,1,2000,42,51,50,1,1,0.9048194885253906,0.9235491156578064,0.8931854963302612,0.8066222071647644
sub-cp004_ses-20210330_level-02B_run-010,sub-cp004,1,2000,42,51,50,1,1,0.9214632511138916,0.9417744278907776,0.9354735016822816,0.8522039651870728
sub-cp004_ses-20210330_level-03B_run-002,sub-cp004,1,2000,42,51,50,2,2,0.8999738693237305,0.9239580631256104,0.941522181034088,0.8660925626754761
sub-cp004_ses-20210330_level-03B_run-005,sub-cp004,1,2000,42,51,50,2,2,0.8674764037132263,0.8675950169563293,0.8965399861335754,0.8749165534973145
sub-cp004_ses-20210330_level-03B_run-011,sub-cp004,1,2000,42,51,50,2,2,0.9170389771461488,0.9434614777565002,0.9528799653053284,0.8578951358795166
sub-cp004_ses-20210330_level-04B_run-004,sub-cp004,1,2000,42,51,50,3,3,0.8467243909835815,0.8347485065460205,0.8697831034660339,0.9197673201560974
sub-cp004_ses-20210330_level-04B_run-006,sub-cp004,1,2000,42,51,50,3,3,0.8353608250617981,0.8218527436256409,0.8554801940917969,0.913997769355774
sub-cp004_ses-20210330_level-04B_run-009,sub-cp004,1,2000,42,51,50,3,3,0.8593125343322754,0.8453820943832397,0.8748281002044678,0.9150159358978271
sub-cp011_ses-20210408_level-01B_run-001,sub-cp011,1,2000,42,51,50,0,0,0.8969321250915527,0.8752762675285339,0.8598120212554932,0.8708961606025696
sub-cp011_ses-20210408_level-01B_run-007,sub-cp011,1,2000,42,51,50,0,0,0.8163600564002991,0.7923420071601868,0.7843354940414429,0.8041160106658936
sub-cp011_ses-20210408_level-01B_run-012,sub-cp011,1,2000,42,51,50,0,0,0.8643425107002258,0.8446919322013855,0.8385623693466187,0.8535876274108887
sub-cp011_ses-20210408_level-02B_run-003,sub-cp011,1,2000,42,51,50,1,3,0.7034485936164856,0.6986975073814392,0.7295407056808472,0.7683502435684204
sub-cp011_ses-20210408_level-02B_run-008,sub-cp011,1,2000,42,51,50,1,0,0.8989204168319702,0.8931565284729004,0.8965663909912109,0.8835838437080383
sub-cp011_ses-20210408_level-02B_run-010,sub-cp011,1,2000,42,51,50,1,2,0.9083747267723083,0.926514208316803,0.93935626745224,0.8678678274154663
sub-cp011_ses-20210408_level-03B_run-002,sub-cp011,1,2000,42,51,50,2,3,0.7473754286766052,0.7513797283172607,0.7843222618103027,0.8224166035652161
sub-cp011_ses-20210408_level-03B_run-005,sub-cp011,1,2000,42,51,50,2,3,0.8767068386077881,0.8650005459785461,0.8858029246330261,0.8873170614242554
sub-cp011_ses-20210408_level-03B_run-011,sub-cp011,1,2000,42,51,50,2,3,0.818164050579071,0.8065414428710938,0.8371756672859192,0.8553628325462341
sub-cp011_ses-20210408_level-04B_run-004,sub-cp011,1,2000,42,51,50,3,3,0.7663235068321228,0.7515970468521118,0.7841241955757141,0.8477397561073303
sub-cp011_ses-20210408_level-04B_run-006,sub-cp011,1,2000,42,51,50,3,3,0.7794514894485474,0.7807499170303345,0.8165467381477356,0.8885179758071899
sub-cp011_ses-20210408_level-04B_run-009,sub-cp011,1,2000,42,51,50,3,3,0.8171501159667969,0.8084201812744141,0.8372681140899658,0.8933215141296387
sub-cp016_ses-20210528_level-01B_run-001,sub-cp016,1,2000,42,51,50,0,0,0.9496154189109802,0.9350006580352784,0.8985474109649658,0.8296219706535339
sub-cp016_ses-20210528_level-01B_run-007,sub-cp016,1,2000,42,51,50,0,0,0.9161303639411926,0.9002498388290405,0.8747620582580566,0.8071182370185852
sub-cp016_ses-20210528_level-01B_run-012,sub-cp016,1,2000,42,51,50,0,0,0.9388970136642456,0.9185390472412108,0.8940306901931763,0.8251055479049683
sub-cp016_ses-20210528_level-02B_run-003,sub-cp016,1,2000,42,51,50,1,1,0.929337441921234,0.9407008290290833,0.9170104265213012,0.8274028897285461
sub-cp016_ses-20210528_level-02B_run-008,sub-cp016,1,2000,42,51,50,1,1,0.9228721857070924,0.9388476610183716,0.9012019634246826,0.80422043800354
sub-cp016_ses-20210528_level-02B_run-010,sub-cp016,1,2000,42,51,50,1,1,0.9053725004196168,0.9240859150886536,0.8917327523231506,0.8014009594917297
sub-cp016_ses-20210528_level-03B_run-002,sub-cp016,1,2000,42,51,50,2,2,0.8424186110496521,0.8655884265899658,0.8695850372314453,0.780776858329773
sub-cp016_ses-20210528_level-03B_run-005,sub-cp016,1,2000,42,51,50,2,1,0.859747052192688,0.8849384784698486,0.8847991824150085,0.7956053018569946
sub-cp016_ses-20210528_level-03B_run-011,sub-cp016,1,2000,42,51,50,2,1,0.8581011295318604,0.8833153247833252,0.8800579905509949,0.7933079600334167
sub-cp016_ses-20210528_level-04B_run-004,sub-cp016,1,2000,42,51,50,3,3,0.8717031478881836,0.8668665289878845,0.8987455368041992,0.9304187297821044
sub-cp016_ses-20210528_level-04B_run-006,sub-cp016,1,2000,42,51,50,3,3,0.8742049932479858,0.8647704720497131,0.8965268135070801,0.942375421524048
sub-cp016_ses-20210528_level-04B_run-009,sub-cp016,1,2000,42,51,50,3,3,0.8858977556228638,0.8756852149963379,0.9066431522369384,0.9226651191711426
sub-cp027_ses-20210722_level-01B_run-001,sub-cp027,1,2000,42,51,50,0,1,0.9337880611419678,0.937403440475464,0.9002907276153564,0.8157594203948975
sub-cp027_ses-20210722_level-01B_run-007,sub-cp027,1,2000,42,51,50,0,1,0.9395949244499208,0.94283527135849,0.900885045528412,0.8121567964553833
sub-cp027_ses-20210722_level-01B_run-012,sub-cp027,1,2000,42,51,50,0,0,0.9488385319709778,0.9428863525390624,0.9045036435127258,0.8238263130187988
sub-cp027_ses-20210722_level-02B_run-003,sub-cp027,1,2000,42,51,50,1,1,0.9198172688484192,0.9445478320121764,0.9176047444343568,0.8287343382835388
sub-cp027_ses-20210722_level-02B_run-008,sub-cp027,1,2000,42,51,50,1,1,0.8998816609382629,0.9268081784248352,0.9114503860473632,0.8157594203948975
sub-cp027_ses-20210722_level-02B_run-010,sub-cp027,1,2000,42,51,50,1,1,0.9212130308151244,0.939767837524414,0.9052696824073792,0.8175085783004761
sub-cp027_ses-20210722_level-03B_run-002,sub-cp027,1,2000,42,51,50,2,2,0.9127990007400512,0.934310495853424,0.9346282482147216,0.8598009347915649
sub-cp027_ses-20210722_level-03B_run-005,sub-cp027,1,2000,42,51,50,2,1,0.8788794875144958,0.8982176780700684,0.897305965423584,0.8186311721801758
sub-cp027_ses-20210722_level-03B_run-011,sub-cp027,1,2000,42,51,50,2,2,0.9053725004196168,0.928380250930786,0.9283946752548218,0.8453902006149292
sub-cp027_ses-20210722_level-04B_run-004,sub-cp027,1,2000,42,51,50,3,3,0.8682137727737427,0.8687708377838135,0.9002378582954407,0.942505955696106
sub-cp027_ses-20210722_level-04B_run-006,sub-cp027,1,2000,42,51,50,3,3,0.8864771127700806,0.888696014881134,0.9179745316505432,0.9227173328399658
sub-cp027_ses-20210722_level-04B_run-009,sub-cp027,1,2000,42,51,50,3,3,0.8837119340896606,0.8847595453262329,0.914567232131958,0.9301315546035768
sub-cp033_ses-20211215_level-01B_run-001,sub-cp033,1,2000,42,51,50,0,1,0.9207916855812072,0.9392566084861756,0.9088618755340576,0.820354163646698
sub-cp033_ses-20211215_level-01B_run-007,sub-cp033,1,2000,42,51,50,0,0,0.9282313585281372,0.9154972434043884,0.9085317254066468,0.8682072162628174
sub-cp033_ses-20211215_level-01B_run-012,sub-cp033,1,2000,42,51,50,0,0,0.9198699593544006,0.8994318246841431,0.8842973709106445,0.862359344959259
sub-cp033_ses-20211215_level-02B_run-003,sub-cp033,1,2000,42,51,50,1,2,0.9145371317863464,0.9102826714515686,0.928579568862915,0.8988822102546692
sub-cp033_ses-20211215_level-02B_run-008,sub-cp033,1,2000,42,51,50,1,1,0.9382123351097108,0.9465799927711488,0.9151878952980042,0.8283427357673645
sub-cp033_ses-20211215_level-02B_run-010,sub-cp033,1,2000,42,51,50,1,0,0.9376724362373352,0.9316393136978148,0.9113183617591858,0.8629598021507263
sub-cp033_ses-20211215_level-03B_run-002,sub-cp033,1,2000,42,51,50,2,2,0.9091120958328248,0.9029721021652222,0.9099580645561218,0.891833484172821
sub-cp033_ses-20211215_level-03B_run-005,sub-cp033,1,2000,42,51,50,2,2,0.9000265002250671,0.9055282473564148,0.922662913799286,0.8829311728477478
sub-cp033_ses-20211215_level-03B_run-011,sub-cp033,1,2000,42,51,50,2,2,0.9285605549812316,0.9323039054870604,0.9448106288909912,0.8698257803916931
sub-cp033_ses-20211215_level-04B_run-004,sub-cp033,1,2000,42,51,50,3,3,0.845183789730072,0.8444746732711792,0.8803617358207703,0.9328466057777404
sub-cp033_ses-20211215_level-04B_run-006,sub-cp033,1,2000,42,51,50,3,3,0.8804463744163513,0.8771933317184448,0.9102882146835328,0.9365276098251344
sub-cp033_ses-20211215_level-04B_run-009,sub-cp033,1,2000,42,51,50,3,3,0.8695568442344666,0.8585718274116516,0.8916270732879639,0.9442812204360962
sub-cp039_ses-20211219_level-01B_run-001,sub-cp039,1,2000,42,51,50,0,3,0.7057660222053528,0.6999500393867493,0.7356950044631958,0.7813773155212402
sub-cp039_ses-20211219_level-01B_run-007,sub-cp039,1,2000,42,51,50,0,3,0.6805370450019836,0.6698641777038574,0.6934069991111755,0.7409124374389648
sub-cp039_ses-20211219_level-01B_run-012,sub-cp039,1,2000,42,51,50,0,3,0.6759153008460999,0.6557925939559937,0.679817259311676,0.7282769083976746
sub-cp039_ses-20211219_level-02B_run-003,sub-cp039,1,2000,42,51,50,1,3,0.6040996313095093,0.6022924184799194,0.6313220858573914,0.6616795063018799
sub-cp039_ses-20211219_level-02B_run-008,sub-cp039,1,2000,42,51,50,1,3,0.7348136305809021,0.7339723706245422,0.7559013366699219,0.7561846375465393
sub-cp039_ses-20211219_level-02B_run-010,sub-cp039,1,2000,42,51,50,1,3,0.6424961090087891,0.6393821239471436,0.67551189661026,0.735168993473053
sub-cp039_ses-20211219_level-03B_run-002,sub-cp039,1,2000,42,51,50,2,3,0.554576575756073,0.555911123752594,0.589654803276062,0.6330408453941345
sub-cp039_ses-20211219_level-03B_run-005,sub-cp039,1,2000,42,51,50,2,3,0.6319094300270081,0.6207733750343323,0.6475399732589722,0.6957483887672424
sub-cp039_ses-20211219_level-03B_run-011,sub-cp039,1,2000,42,51,50,2,3,0.6714646220207214,0.6680876612663269,0.7028498649597168,0.7405991554260254
sub-cp039_ses-20211219_level-04B_run-004,sub-cp039,1,2000,42,51,50,3,3,0.6077601909637451,0.5984837412834167,0.6242433190345764,0.6786748170852661
sub-cp039_ses-20211219_level-04B_run-006,sub-cp039,1,2000,42,51,50,3,3,0.6265897154808044,0.6240707635879517,0.6564149260520935,0.7053816318511963
sub-cp039_ses-20211219_level-04B_run-009,sub-cp039,1,2000,42,51,50,3,3,0.6277880072593689,0.6121463775634766,0.6404743790626526,0.711151123046875
sub-cp043_ses-20220127_level-01B_run-001,sub-cp043,1,2000,42,51,50,0,0,0.9332481622695924,0.9278050661087036,0.915755808353424,0.8396729230880737
sub-cp043_ses-20220127_level-01B_run-007,sub-cp043,1,2000,42,51,50,0,0,0.9203835129737854,0.9028187394142152,0.9076600670814514,0.8864816427230835
sub-cp043_ses-20220127_level-01B_run-012,sub-cp043,1,2000,42,51,50,0,0,0.9149189591407776,0.8964923024177551,0.9020208120346068,0.8587827682495117
sub-cp043_ses-20220127_level-02B_run-003,sub-cp043,1,2000,42,51,50,1,1,0.9150901436805724,0.9308085441589355,0.8956683278083801,0.8074315190315247
sub-cp043_ses-20220127_level-02B_run-008,sub-cp043,1,2000,42,51,50,1,1,0.934828281402588,0.9459026455879213,0.9144087433815002,0.8320237398147583
sub-cp043_ses-20220127_level-02B_run-010,sub-cp043,1,2000,42,51,50,1,0,0.9284815192222596,0.9239964485168456,0.91184663772583,0.8547884821891785
sub-cp043_ses-20220127_level-03B_run-002,sub-cp043,1,2000,42,51,50,2,2,0.8742313385009766,0.896977961063385,0.9198763370513916,0.8652832508087158
sub-cp043_ses-20220127_level-03B_run-005,sub-cp043,1,2000,42,51,50,2,2,0.9063732624053956,0.9265653491020204,0.9399373531341552,0.867476224899292
sub-cp043_ses-20220127_level-03B_run-011,sub-cp043,1,2000,42,51,50,2,2,0.8845678567886353,0.8849768042564392,0.9196782112121582,0.8822002410888672
sub-cp043_ses-20220127_level-04B_run-004,sub-cp043,1,2000,42,51,50,3,3,0.7989262938499451,0.7926487326622009,0.832170307636261,0.9183053374290466
sub-cp043_ses-20220127_level-04B_run-006,sub-cp043,1,2000,42,51,50,3,3,0.8175056576728821,0.8212648630142212,0.861845850944519,0.920419991016388
sub-cp043_ses-20220127_level-04B_run-009,sub-cp043,1,2000,42,51,50,3,3,0.8599445819854736,0.8604122400283813,0.8945325613021851,0.9211770296096802
sub-cp009_ses-20210129_level-01B_run-001,sub-cp009,2,2000,42,51,50,0,3,0.8141494989395142,0.8014536499977112,0.8145772814750671,0.8167310953140259
sub-cp009_ses-20210129_level-01B_run-007,sub-cp009,2,2000,42,51,50,0,2,0.8537781834602356,0.8512536287307739,0.855293333530426,0.8413877487182617
sub-cp009_ses-20210129_level-01B_run-012,sub-cp009,2,2000,42,51,50,0,2,0.8702812790870667,0.8718414306640625,0.8789839148521423,0.8538475036621094
sub-cp009_ses-20210129_level-02B_run-003,sub-cp009,2,2000,42,51,50,1,1,0.8574602603912354,0.866898238658905,0.8608296513557434,0.8248010277748108
sub-cp009_ses-20210129_level-02B_run-008,sub-cp009,2,2000,42,51,50,1,2,0.8485067486763,0.8513850569725037,0.8607087135314941,0.8439638018608093
sub-cp009_ses-20210129_level-02B_run-010,sub-cp009,2,2000,42,51,50,1,1,0.8549967408180237,0.8692383766174316,0.8624287247657776,0.8026416301727295
sub-cp009_ses-20210129_level-03B_run-002,sub-cp009,2,2000,42,51,50,2,3,0.826016902923584,0.8197802305221558,0.8353518843650818,0.8445420861244202
sub-cp009_ses-20210129_level-03B_run-005,sub-cp009,2,2000,42,51,50,2,2,0.8519504070281982,0.8533833622932434,0.8762157559394836,0.8710387945175171
sub-cp009_ses-20210129_level-03B_run-011,sub-cp009,2,2000,42,51,50,2,2,0.8863341212272644,0.8980298042297363,0.9112074375152588,0.8773738145828247
sub-cp009_ses-20210129_level-04B_run-004,sub-cp009,2,2000,42,51,50,3,3,0.7962159514427185,0.7862033843994141,0.8119972348213196,0.8627848625183105
sub-cp009_ses-20210129_level-04B_run-006,sub-cp009,2,2000,42,51,50,3,3,0.8185203075408936,0.8090787529945374,0.8370316028594971,0.8796607255935669
sub-cp009_ses-20210129_level-04B_run-009,sub-cp009,2,2000,42,51,50,3,3,0.8096462488174438,0.7938022017478943,0.8240642547607422,0.8830516934394836
sub-cp013_ses-20210319_level-01B_run-001,sub-cp013,2,2000,42,51,50,0,3,0.8579900860786438,0.8465470671653748,0.8742673397064209,0.8960371613502502
sub-cp013_ses-20210319_level-01B_run-007,sub-cp013,2,2000,42,51,50,0,3,0.8252222537994385,0.8001126646995544,0.8182860612869263,0.829479992389679
sub-cp013_ses-20210319_level-01B_run-012,sub-cp013,2,2000,42,51,50,0,0,0.8917115330696106,0.8707897067070007,0.8699806928634644,0.8655974864959717
sub-cp013_ses-20210319_level-02B_run-003,sub-cp013,2,2000,42,51,50,1,3,0.8506259322166443,0.854145884513855,0.8740388751029968,0.8771109580993652
sub-cp013_ses-20210319_level-02B_run-008,sub-cp013,2,2000,42,51,50,1,3,0.7946265339851379,0.7975096106529236,0.8224248290061951,0.846907913684845
sub-cp013_ses-20210319_level-02B_run-010,sub-cp013,2,2000,42,51,50,1,3,0.8441624045372009,0.8283782005310059,0.84698885679245,0.8603402376174927
sub-cp013_ses-20210319_level-03B_run-002,sub-cp013,2,2000,42,51,50,2,3,0.8312618732452393,0.829613983631134,0.8530626893043518,0.860655665397644
sub-cp013_ses-20210319_level-03B_run-005,sub-cp013,2,2000,42,51,50,2,3,0.7548389434814453,0.7587265968322754,0.7850009799003601,0.801511287689209
sub-cp013_ses-20210319_level-03B_run-011,sub-cp013,2,2000,42,51,50,2,3,0.8313678503036499,0.8300083875656128,0.8542989492416382,0.8830516934394836
sub-cp013_ses-20210319_level-04B_run-004,sub-cp013,2,2000,42,51,50,3,3,0.6921641826629639,0.6797407865524292,0.7056784629821777,0.7551683783531189
sub-cp013_ses-20210319_level-04B_run-006,sub-cp013,2,2000,42,51,50,3,3,0.8419107794761658,0.8225147724151611,0.8456854224205017,0.902267038822174
sub-cp013_ses-20210319_level-04B_run-009,sub-cp013,2,2000,42,51,50,3,3,0.7990503311157227,0.7811024188995361,0.8058696389198303,0.8566601276397705
sub-cp015_ses-20210504_level-01B_run-001,sub-cp015,2,2000,42,51,50,0,0,0.9065722823143004,0.885014533996582,0.8591902852058411,0.7989615201950073
sub-cp015_ses-20210504_level-01B_run-007,sub-cp015,2,2000,42,51,50,0,0,0.9213800430297852,0.914068877696991,0.8968022465705872,0.852138876914978
sub-cp015_ses-20210504_level-01B_run-012,sub-cp015,2,2000,42,51,50,0,0,0.9182012677192688,0.8931918144226074,0.885124921798706,0.8646774888038635
sub-cp015_ses-20210504_level-02B_run-003,sub-cp015,2,2000,42,51,50,1,1,0.9140424132347108,0.9306075572967528,0.9019623398780824,0.8069788813591003
sub-cp015_ses-20210504_level-02B_run-008,sub-cp015,2,2000,42,51,50,1,1,0.9139364361763,0.9224565029144288,0.9070417881011964,0.845488429069519
sub-cp015_ses-20210504_level-02B_run-010,sub-cp015,2,2000,42,51,50,1,0,0.9123470187187196,0.907653272151947,0.9032388925552368,0.8674638271331787
sub-cp015_ses-20210504_level-03B_run-002,sub-cp015,2,2000,42,51,50,2,1,0.8848241567611694,0.907653272151947,0.9071627259254456,0.8257473707199097
sub-cp015_ses-20210504_level-03B_run-005,sub-cp015,2,2000,42,51,50,2,2,0.8930360078811646,0.8916141986846924,0.9010888934135436,0.860182523727417
sub-cp015_ses-20210504_level-03B_run-011,sub-cp015,2,2000,42,51,50,2,0,0.9202409982681274,0.9087575674057008,0.9089767932891846,0.875323474407196
sub-cp015_ses-20210504_level-04B_run-004,sub-cp015,2,2000,42,51,50,3,3,0.8622549176216125,0.8543825149536133,0.8777207732200623,0.9299991726875304
sub-cp015_ses-20210504_level-04B_run-006,sub-cp015,2,2000,42,51,50,3,3,0.8406657576560974,0.8243553042411804,0.850845456123352,0.8949331045150757
sub-cp015_ses-20210504_level-04B_run-009,sub-cp015,2,2000,42,51,50,3,3,0.8782547116279602,0.8667668104171753,0.8925559520721436,0.941144585609436
sub-cp020_ses-20210604_level-01B_run-001,sub-cp020,2,2000,42,51,50,0,0,0.8779103755950928,0.8523053526878357,0.8461960554122925,0.8538475036621094
sub-cp020_ses-20210604_level-01B_run-007,sub-cp020,2,2000,42,51,50,0,0,0.9182277917861938,0.9169349074363708,0.9034673571586608,0.8523491621017456
sub-cp020_ses-20210604_level-01B_run-012,sub-cp020,2,2000,42,51,50,0,1,0.8948373198509216,0.9065489172935486,0.8889815807342529,0.8110795617103577
sub-cp020_ses-20210604_level-02B_run-003,sub-cp020,2,2000,42,51,50,1,1,0.9018306136131288,0.919748306274414,0.9039779901504515,0.8338698148727417
sub-cp020_ses-20210604_level-02B_run-008,sub-cp020,2,2000,42,51,50,1,1,0.90278422832489,0.9075743556022644,0.9014919996261596,0.8451467156410217
sub-cp020_ses-20210604_level-02B_run-010,sub-cp020,2,2000,42,51,50,1,1,0.8994465470314026,0.9187228679656982,0.8993420004844666,0.8046393990516663
sub-cp020_ses-20210604_level-03B_run-002,sub-cp020,2,2000,42,51,50,2,3,0.8185732960700989,0.8202534914016724,0.8467738628387451,0.8547149300575256
sub-cp020_ses-20210604_level-03B_run-005,sub-cp020,2,2000,42,51,50,2,2,0.8930095434188843,0.9085209369659424,0.9165287613868712,0.8493525385856628
sub-cp020_ses-20210604_level-03B_run-011,sub-cp020,2,2000,42,51,50,2,2,0.853672206401825,0.8596938252449036,0.8824508786201477,0.8665438294410706
sub-cp020_ses-20210604_level-04B_run-004,sub-cp020,2,2000,42,51,50,3,3,0.7858584523200989,0.7799980640411377,0.8125616312026978,0.8733782768249512
sub-cp020_ses-20210604_level-04B_run-006,sub-cp020,2,2000,42,51,50,3,3,0.812056839466095,0.7949065566062927,0.8217394948005676,0.8766378164291382
sub-cp020_ses-20210604_level-04B_run-009,sub-cp020,2,2000,42,51,50,3,3,0.8227851390838623,0.8082636594772339,0.8353384137153625,0.8936976790428162
sub-cp026_ses-20210716_level-01B_run-001,sub-cp026,2,2000,42,51,50,0,0,0.9239230751991272,0.9211155772209167,0.8925425410270691,0.8135504722595215
sub-cp026_ses-20210716_level-01B_run-007,sub-cp026,2,2000,42,51,50,0,0,0.9339361786842346,0.9154887199401855,0.8985894918441772,0.8557927012443542
sub-cp026_ses-20210716_level-01B_run-012,sub-cp026,2,2000,42,51,50,0,0,0.931922972202301,0.9093623161315918,0.8903656601905823,0.8479856252670288
sub-cp026_ses-20210716_level-02B_run-003,sub-cp026,2,2000,42,51,50,1,0,0.9263336062431335,0.9179866313934326,0.9089633226394652,0.8749291896820068
sub-cp026_ses-20210716_level-02B_run-008,sub-cp026,2,2000,42,51,50,1,1,0.91613507270813,0.9226142764091492,0.893644392490387,0.8062954545021057
sub-cp026_ses-20210716_level-02B_run-010,sub-cp026,2,2000,42,51,50,1,0,0.9157642126083374,0.9141477942466736,0.9023654460906982,0.8555035591125488
sub-cp026_ses-20210716_level-03B_run-002,sub-cp026,2,2000,42,51,50,2,2,0.9013273119926452,0.9186702370643616,0.927144467830658,0.8549515008926392
sub-cp026_ses-20210716_level-03B_run-005,sub-cp026,2,2000,42,51,50,2,2,0.9114463925361632,0.9210892915725708,0.9245107173919678,0.8723531365394592
sub-cp026_ses-20210716_level-03B_run-011,sub-cp026,2,2000,42,51,50,2,2,0.9056981205940248,0.9115973114967346,0.9205734729766846,0.8704867959022522
sub-cp026_ses-20210716_level-04B_run-004,sub-cp026,2,2000,42,51,50,3,3,0.8424405455589294,0.8281678557395935,0.8551052212715149,0.9158307909965516
sub-cp026_ses-20210716_level-04B_run-006,sub-cp026,2,2000,42,51,50,3,3,0.8630496263504028,0.8455216288566589,0.8674409985542297,0.9138067364692688
sub-cp026_ses-20210716_level-04B_run-009,sub-cp026,2,2000,42,51,50,3,3,0.8632879853248596,0.8485979437828064,0.8718485236167908,0.9276334047317504
sub-cp031_ses-20211216_level-01B_run-001,sub-cp031,2,2000,42,51,50,0,0,0.8973273634910583,0.8814386129379272,0.873528242111206,0.8525594472885132
sub-cp031_ses-20211216_level-01B_run-007,sub-cp031,2,2000,42,51,50,0,0,0.9266250133514404,0.9109399318695068,0.9002557396888733,0.8504828214645386
sub-cp031_ses-20211216_level-02B_run-003,sub-cp031,2,2000,42,51,50,1,1,0.9211151599884032,0.9361817836761476,0.9202375411987304,0.828454852104187
sub-cp031_ses-20211216_level-02B_run-008,sub-cp031,2,2000,42,51,50,1,1,0.9295653700828552,0.9313437342643738,0.9194850325584412,0.8490633964538574
sub-cp031_ses-20211216_level-02B_run-010,sub-cp031,2,2000,42,51,50,1,1,0.9199495911598206,0.9228509068489076,0.9123765230178832,0.8602876663208008
sub-cp031_ses-20211216_level-02B_run-012,sub-cp031,2,2000,42,51,50,1,0,0.9243203997612,0.9159620404243468,0.8978369832038879,0.8331863880157471
sub-cp031_ses-20211216_level-03B_run-002,sub-cp031,2,2000,42,51,50,2,2,0.9016716480255128,0.9279255867004396,0.9349786639213562,0.8451467156410217
sub-cp031_ses-20211216_level-03B_run-005,sub-cp031,2,2000,42,51,50,2,2,0.8923208117485046,0.902604877948761,0.9200090765953064,0.8676741123199463
sub-cp031_ses-20211216_level-03B_run-011,sub-cp031,2,2000,42,51,50,2,2,0.8984664082527161,0.924560010433197,0.9269429445266724,0.835604727268219
sub-cp031_ses-20211216_level-04B_run-004,sub-cp031,2,2000,42,51,50,3,3,0.862625777721405,0.8585631847381592,0.8844799399375916,0.9327592253684998
sub-cp031_ses-20211216_level-04B_run-006,sub-cp031,2,2000,42,51,50,3,3,0.8714468479156494,0.8595886826515198,0.8852862119674683,0.9273179173469543
sub-cp031_ses-20211216_level-04B_run-009,sub-cp031,2,2000,42,51,50,3,3,0.8509172797203064,0.8394215106964111,0.8660703301429749,0.9300254583358764
sub-cp038_ses-20220112_level-01B_run-001,sub-cp038,2,2000,42,51,50,0,0,0.855473518371582,0.8499389290809631,0.8507111072540283,0.8188340067863464
sub-cp038_ses-20220112_level-01B_run-007,sub-cp038,2,2000,42,51,50,0,0,0.8475000858306885,0.8153102993965149,0.8085840344429016,0.8027993440628052
sub-cp038_ses-20220112_level-01B_run-012,sub-cp038,2,2000,42,51,50,0,0,0.861857533454895,0.8368973135948181,0.8326911926269531,0.8241701722145081
sub-cp038_ses-20220112_level-02B_run-003,sub-cp038,2,2000,42,51,50,1,0,0.8988108038902283,0.8843308687210083,0.8763232827186584,0.853532075881958
sub-cp038_ses-20220112_level-02B_run-008,sub-cp038,2,2000,42,51,50,1,0,0.871526300907135,0.8431289196014404,0.8378512859344482,0.8214889764785767
sub-cp038_ses-20220112_level-02B_run-010,sub-cp038,2,2000,42,51,50,1,0,0.8454604148864746,0.8108667135238647,0.8077643513679504,0.8153642416000366
sub-cp038_ses-20220112_level-03B_run-002,sub-cp038,2,2000,42,51,50,2,2,0.8752613663673401,0.8829373121261597,0.8895459175109863,0.8561081290245056
sub-cp038_ses-20220112_level-03B_run-005,sub-cp038,2,2000,42,51,50,2,2,0.8325863480567932,0.8317437767982483,0.8361178040504456,0.8098703622817993
sub-cp038_ses-20220112_level-03B_run-011,sub-cp038,2,2000,42,51,50,2,3,0.8454868793487549,0.8287988901138306,0.8484804630279541,0.8503513932228088
sub-cp038_ses-20220112_level-04B_run-004,sub-cp038,2,2000,42,51,50,3,3,0.8225467801094055,0.8123917579650879,0.8346127867698669,0.8750343322753906
sub-cp038_ses-20220112_level-04B_run-006,sub-cp038,2,2000,42,51,50,3,3,0.8238182663917542,0.8099464178085327,0.8363865613937378,0.8833408355712891
sub-cp038_ses-20220112_level-04B_run-009,sub-cp038,2,2000,42,51,50,3,3,0.8384405970573425,0.8231458067893982,0.8476876616477966,0.8951171040534973
sub-cp008_ses-20210503_level-01B_run-001,sub-cp008,3,2000,42,51,50,0,0,0.8928244113922119,0.8798301219940186,0.8721930980682373,0.8706803321838379
sub-cp008_ses-20210503_level-01B_run-007,sub-cp008,3,2000,42,51,50,0,1,0.8798503875732422,0.8852452635765076,0.8614581823348999,0.7794706225395203
sub-cp008_ses-20210503_level-01B_run-012,sub-cp008,3,2000,42,51,50,0,1,0.9015320539474488,0.9106075167655944,0.8843746781349182,0.8057388067245483
