run_key,subject_id,session_id,run_id,difficulty_level_raw,difficulty_level,target_class,target_score,outer_fold
sub-cp026_ses-20210716_level-03B_run-011,sub-cp026,ses-20210716,run-011,level-03B,3,2,3.0,2
sub-cp026_ses-20210716_level-04B_run-004,sub-cp026,ses-20210716,run-004,level-04B,4,3,4.0,2
sub-cp026_ses-20210716_level-04B_run-006,sub-cp026,ses-20210716,run-006,level-04B,4,3,4.0,2
sub-cp026_ses-20210716_level-04B_run-009,sub-cp026,ses-20210716,run-009,level-04B,4,3,4.0,2
sub-cp027_ses-20210722_level-01B_run-001,sub-cp027,ses-20210722,run-001,level-01B,1,0,1.0,1
sub-cp027_ses-20210722_level-01B_run-007,sub-cp027,ses-20210722,run-007,level-01B,1,0,1.0,1
sub-cp027_ses-20210722_level-01B_run-012,sub-cp027,ses-20210722,run-012,level-01B,1,0,1.0,1
sub-cp027_ses-20210722_level-02B_run-003,sub-cp027,ses-20210722,run-003,level-02B,2,1,2.0,1
sub-cp027_ses-20210722_level-02B_run-008,sub-cp027,ses-20210722,run-008,level-02B,2,1,2.0,1
sub-cp027_ses-20210722_level-02B_run-010,sub-cp027,ses-20210722,run-010,level-02B,2,1,2.0,1
sub-cp027_ses-20210722_level-03B_run-002,sub-cp027,ses-20210722,run-002,level-03B,3,2,3.0,1
sub-cp027_ses-20210722_level-03B_run-005,sub-cp027,ses-20210722,run-005,level-03B,3,2,3.0,1
sub-cp027_ses-20210722_level-03B_run-011,sub-cp027,ses-20210722,run-011,level-03B,3,2,3.0,1
sub-cp027_ses-20210722_level-04B_run-004,sub-cp027,ses-20210722,run-004,level-04B,4,3,4.0,1
sub-cp027_ses-20210722_level-04B_run-006,sub-cp027,ses-20210722,run-006,level-04B,4,3,4.0,1
sub-cp027_ses-20210722_level-04B_run-009,sub-cp027,ses-20210722,run-009,level-04B,4,3,4.0,1
sub-cp028_ses-20211214_level-01B_run-001,sub-cp028,ses-20211214,run-001,level-01B,1,0,1.0,5
sub-cp028_ses-20211214_level-01B_run-007,sub-cp028,ses-20211214,run-007,level-01B,1,0,1.0,5
sub-cp028_ses-20211214_level-01B_run-012,sub-cp028,ses-20211214,run-012,level-01B,1,0,1.0,5
sub-cp028_ses-20211214_level-02B_run-003,sub-cp028,ses-20211214,run-003,level-02B,2,1,2.0,5
sub-cp028_ses-20211214_level-02B_run-008,sub-cp028,ses-20211214,run-008,level-02B,2,1,2.0,5
sub-cp028_ses-20211214_level-02B_run-010,sub-cp028,ses-20211214,run-010,level-02B,2,1,2.0,5
sub-cp028_ses-20211214_level-03B_run-002,sub-cp028,ses-20211214,run-002,level-03B,3,2,3.0,5
sub-cp028_ses-20211214_level-03B_run-005,sub-cp028,ses-20211214,run-005,level-03B,3,2,3.0,5
sub-cp028_ses-20211214_level-03B_run-011,sub-cp028,ses-20211214,run-011,level-03B,3,2,3.0,5
sub-cp028_ses-20211214_level-04B_run-004,sub-cp028,ses-20211214,run-004,level-04B,4,3,4.0,5
sub-cp028_ses-20211214_level-04B_run-006,sub-cp028,ses-20211214,run-006,level-04B,4,3,4.0,5
sub-cp028_ses-20211214_level-04B_run-009,sub-cp028,ses-20211214,run-009,level-04B,4,3,4.0,5
sub-cp029_ses-20220119_level-01B_run-001,sub-cp029,ses-20220119,run-001,level-01B,1,0,1.0,4
sub-cp029_ses-20220119_level-01B_run-007,sub-cp029,ses-20220119,run-007,level-01B,1,0,1.0,4
sub-cp029_ses-20220119_level-01B_run-012,sub-cp029,ses-20220119,run-012,level-01B,1,0,1.0,4
sub-cp029_ses-20220119_level-02B_run-003,sub-cp029,ses-20220119,run-003,level-02B,2,1,2.0,4
sub-cp029_ses-20220119_level-02B_run-008,sub-cp029,ses-20220119,run-008,level-02B,2,1,2.0,4
sub-cp029_ses-20220119_level-02B_run-010,sub-cp029,ses-20220119,run-010,level-02B,2,1,2.0,4
sub-cp029_ses-20220119_level-03B_run-002,sub-cp029,ses-20220119,run-002,level-03B,3,2,3.0,4
sub-cp029_ses-20220119_level-03B_run-005,sub-cp029,ses-20220119,run-005,level-03B,3,2,3.0,4
sub-cp029_ses-20220119_level-03B_run-011,sub-cp029,ses-20220119,run-011,level-03B,3,2,3.0,4
sub-cp029_ses-20220119_level-04B_run-004,sub-cp029,ses-20220119,run-004,level-04B,4,3,4.0,4
sub-cp029_ses-20220119_level-04B_run-006,sub-cp029,ses-20220119,run-006,level-04B,4,3,4.0,4
sub-cp029_ses-20220119_level-04B_run-009,sub-cp029,ses-20220119,run-009,level-04B,4,3,4.0,4
sub-cp030_ses-20211025_level-01B_run-001,sub-cp030,ses-20211025,run-001,level-01B,1,0,1.0,5
sub-cp030_ses-20211025_level-01B_run-007,sub-cp030,ses-20211025,run-007,level-01B,1,0,1.0,5
sub-cp030_ses-20211025_level-01B_run-012,sub-cp030,ses-20211025,run-012,level-01B,1,0,1.0,5
sub-cp030_ses-20211025_level-02B_run-003,sub-cp030,ses-20211025,run-003,level-02B,2,1,2.0,5
sub-cp030_ses-20211025_level-02B_run-008,sub-cp030,ses-20211025,run-008,level-02B,2,1,2.0,5
sub-cp030_ses-20211025_level-02B_run-010,sub-cp030,ses-20211025,run-010,level-02B,2,1,2.0,5
sub-cp030_ses-20211025_level-03B_run-002,sub-cp030,ses-20211025,run-002,level-03B,3,2,3.0,5
sub-cp030_ses-20211025_level-03B_run-011,sub-cp030,ses-20211025,run-011,level-03B,3,2,3.0,5
sub-cp030_ses-20211025_level-04B_run-004,sub-cp030,ses-20211025,run-004,level-04B,4,3,4.0,5
sub-cp030_ses-20211025_level-04B_run-006,sub-cp030,ses-20211025,run-006,level-04B,4,3,4.0,5
sub-cp030_ses-20211025_level-04B_run-009,sub-cp030,ses-20211025,run-009,level-04B,4,3,4.0,5
sub-cp031_ses-20211216_level-01B_run-001,sub-cp031,ses-20211216,run-001,level-01B,1,0,1.0,2
sub-cp031_ses-20211216_level-01B_run-007,sub-cp031,ses-20211216,run-007,level-01B,1,0,1.0,2
sub-cp031_ses-20211216_level-02B_run-003,sub-cp031,ses-20211216,run-003,level-02B,2,1,2.0,2
sub-cp031_ses-20211216_level-02B_run-008,sub-cp031,ses-20211216,run-008,level-02B,2,1,2.0,2
sub-cp031_ses-20211216_level-02B_run-010,sub-cp031,ses-20211216,run-010,level-02B,2,1,2.0,2
sub-cp031_ses-20211216_level-02B_run-012,sub-cp031,ses-20211216,run-012,level-02B,2,1,2.0,2
sub-cp031_ses-20211216_level-03B_run-002,sub-cp031,ses-20211216,run-002,level-03B,3,2,3.0,2
sub-cp031_ses-20211216_level-03B_run-005,sub-cp031,ses-20211216,run-005,level-03B,3,2,3.0,2
sub-cp031_ses-20211216_level-03B_run-011,sub-cp031,ses-20211216,run-011,level-03B,3,2,3.0,2
sub-cp031_ses-20211216_level-04B_run-004,sub-cp031,ses-20211216,run-004,level-04B,4,3,4.0,2
sub-cp031_ses-20211216_level-04B_run-006,sub-cp031,ses-20211216,run-006,level-04B,4,3,4.0,2
sub-cp031_ses-20211216_level-04B_run-009,sub-cp031,ses-20211216,run-009,level-04B,4,3,4.0,2
sub-cp032_ses-20211105_level-01B_run-001,sub-cp032,ses-20211105,run-001,level-01B,1,0,1.0,5
sub-cp032_ses-20211105_level-01B_run-007,sub-cp032,ses-20211105,run-007,level-01B,1,0,1.0,5
sub-cp032_ses-20211105_level-01B_run-012,sub-cp032,ses-20211105,run-012,level-01B,1,0,1.0,5
sub-cp032_ses-20211105_level-02B_run-003,sub-cp032,ses-20211105,run-003,level-02B,2,1,2.0,5
sub-cp032_ses-20211105_level-02B_run-008,sub-cp032,ses-20211105,run-008,level-02B,2,1,2.0,5
sub-cp032_ses-20211105_level-02B_run-010,sub-cp032,ses-20211105,run-010,level-02B,2,1,2.0,5
sub-cp032_ses-20211105_level-03B_run-002,sub-cp032,ses-20211105,run-002,level-03B,3,2,3.0,5
sub-cp032_ses-20211105_level-03B_run-005,sub-cp032,ses-20211105,run-005,level-03B,3,2,3.0,5
sub-cp032_ses-20211105_level-03B_run-011,sub-cp032,ses-20211105,run-011,level-03B,3,2,3.0,5
sub-cp032_ses-20211105_level-04B_run-004,sub-cp032,ses-20211105,run-004,level-04B,4,3,4.0,5
sub-cp032_ses-20211105_level-04B_run-006,sub-cp032,ses-20211105,run-006,level-04B,4,3,4.0,5
sub-cp032_ses-20211105_level-04B_run-009,sub-cp032,ses-20211105,run-009,level-04B,4,3,4.0,5
sub-cp033_ses-20211215_level-01B_run-001,sub-cp033,ses-20211215,run-001,level-01B,1,0,1.0,1
sub-cp033_ses-20211215_level-01B_run-007,sub-cp033,ses-20211215,run-007,level-01B,1,0,1.0,1
sub-cp033_ses-20211215_level-01B_run-012,sub-cp033,ses-20211215,run-012,level-01B,1,0,1.0,1
sub-cp033_ses-20211215_level-02B_run-003,sub-cp033,ses-20211215,run-003,level-02B,2,1,2.0,1
sub-cp033_ses-20211215_level-02B_run-008,sub-cp033,ses-20211215,run-008,level-02B,2,1,2.0,1
sub-cp033_ses-20211215_level-02B_run-010,sub-cp033,ses-20211215,run-010,level-02B,2,1,2.0,1
sub-cp033_ses-20211215_level-03B_run-002,sub-cp033,ses-20211215,run-002,level-03B,3,2,3.0,1
sub-cp033_ses-20211215_level-03B_run-005,sub-cp033,ses-20211215,run-005,level-03B,3,2,3.0,1
sub-cp033_ses-20211215_level-03B_run-011,sub-cp033,ses-20211215,run-011,level-03B,3,2,3.0,1
sub-cp033_ses-20211215_level-04B_run-004,sub-cp033,ses-20211215,run-004,level-04B,4,3,4.0,1
sub-cp033_ses-20211215_level-04B_run-006,sub-cp033,ses-20211215,run-006,level-04B,4,3,4.0,1
sub-cp033_ses-20211215_level-04B_run-009,sub-cp033,ses-20211215,run-009,level-04B,4,3,4.0,1
sub-cp035_ses-20220125_level-01B_run-001,sub-cp035,ses-20220125,run-001,level-01B,1,0,1.0,5
sub-cp035_ses-20220125_level-01B_run-007,sub-cp035,ses-20220125,run-007,level-01B,1,0,1.0,5
sub-cp035_ses-20220125_level-01B_run-012,sub-cp035,ses-20220125,run-012,level-01B,1,0,1.0,5
sub-cp035_ses-20220125_level-02B_run-003,sub-cp035,ses-20220125,run-003,level-02B,2,1,2.0,5
sub-cp035_ses-20220125_level-02B_run-008,sub-cp035,ses-20220125,run-008,level-02B,2,1,2.0,5
sub-cp035_ses-20220125_level-02B_run-010,sub-cp035,ses-20220125,run-010,level-02B,2,1,2.0,5
sub-cp035_ses-20220125_level-03B_run-002,sub-cp035,ses-20220125,run-002,level-03B,3,2,3.0,5
sub-cp035_ses-20220125_level-03B_run-005,sub-cp035,ses-20220125,run-005,level-03B,3,2,3.0,5
sub-cp035_ses-20220125_level-03B_run-011,sub-cp035,ses-20220125,run-011,level-03B,3,2,3.0,5
sub-cp035_ses-20220125_level-04B_run-004,sub-cp035,ses-20220125,run-004,level-04B,4,3,4.0,5
sub-cp035_ses-20220125_level-04B_run-006,sub-cp035,ses-20220125,run-006,level-04B,4,3,4.0,5
sub-cp035_ses-20220125_level-04B_run-009,sub-cp035,ses-20220125,run-009,level-04B,4,3,4.0,5
sub-cp036_ses-20211218_level-01B_run-001,sub-cp036,ses-20211218,run-001,level-01B,1,0,1.0,4
sub-cp036_ses-20211218_level-01B_run-007,sub-cp036,ses-20211218,run-007,level-01B,1,0,1.0,4
sub-cp036_ses-20211218_level-01B_run-012,sub-cp036,ses-20211218,run-012,level-01B,1,0,1.0,4
sub-cp036_ses-20211218_level-02B_run-003,sub-cp036,ses-20211218,run-003,level-02B,2,1,2.0,4
sub-cp036_ses-20211218_level-02B_run-008,sub-cp036,ses-20211218,run-008,level-02B,2,1,2.0,4
sub-cp036_ses-20211218_level-02B_run-010,sub-cp036,ses-20211218,run-010,level-02B,2,1,2.0,4
sub-cp036_ses-20211218_level-03B_run-002,sub-cp036,ses-20211218,run-002,level-03B,3,2,3.0,4
sub-cp036_ses-20211218_level-03B_run-005,sub-cp036,ses-20211218,run-005,level-03B,3,2,3.0,4
sub-cp036_ses-20211218_level-03B_run-011,sub-cp036,ses-20211218,run-011,level-03B,3,2,3.0,4
sub-cp036_ses-20211218_level-04B_run-004,sub-cp036,ses-20211218,run-004,level-04B,4,3,4.0,4
sub-cp036_ses-20211218_level-04B_run-006,sub-cp036,ses-20211218,run-006,level-04B,4,3,4.0,4
sub-cp036_ses-20211218_level-04B_run-009,sub-cp036,ses-20211218,run-009,level-04B,4,3,4.0,4
sub-cp037_ses-20210113_level-01B_run-001,sub-cp037,ses-20210113,run-001,level-01B,1,0,1.0,3
sub-cp037_ses-20210113_level-01B_run-007,sub-cp037,ses-20210113,run-007,level-01B,1,0,1.0,3
sub-cp037_ses-20210113_level-01B_run-012,sub-cp037,ses-20210113,run-012,level-01B,1,0,1.0,3
sub-cp037_ses-20210113_level-02B_run-003,sub-cp037,ses-20210113,run-003,level-02B,2,1,2.0,3
sub-cp037_ses-20210113_level-02B_run-008,sub-cp037,ses-20210113,run-008,level-02B,2,1,2.0,3
sub-cp037_ses-20210113_level-02B_run-010,sub-cp037,ses-20210113,run-010,level-02B,2,1,2.0,3
sub-cp037_ses-20210113_level-03B_run-002,sub-cp037,ses-20210113,run-002,level-03B,3,2,3.0,3
sub-cp037_ses-20210113_level-03B_run-005,sub-cp037,ses-20210113,run-005,level-03B,3,2,3.0,3
sub-cp037_ses-20210113_level-03B_run-011,sub-cp037,ses-20210113,run-011,level-03B,3,2,3.0,3
sub-cp037_ses-20210113_level-04B_run-004,sub-cp037,ses-20210113,run-004,level-04B,4,3,4.0,3
sub-cp037_ses-20210113_level-04B_run-006,sub-cp037,ses-20210113,run-006,level-04B,4,3,4.0,3
sub-cp037_ses-20210113_level-04B_run-009,sub-cp037,ses-20210113,run-009,level-04B,4,3,4.0,3
sub-cp038_ses-20220112_level-01B_run-001,sub-cp038,ses-20220112,run-001,level-01B,1,0,1.0,2
sub-cp038_ses-20220112_level-01B_run-007,sub-cp038,ses-20220112,run-007,level-01B,1,0,1.0,2
sub-cp038_ses-20220112_level-01B_run-012,sub-cp038,ses-20220112,run-012,level-01B,1,0,1.0,2
sub-cp038_ses-20220112_level-02B_run-003,sub-cp038,ses-20220112,run-003,level-02B,2,1,2.0,2
sub-cp038_ses-20220112_level-02B_run-008,sub-cp038,ses-20220112,run-008,level-02B,2,1,2.0,2
sub-cp038_ses-20220112_level-02B_run-010,sub-cp038,ses-20220112,run-010,level-02B,2,1,2.0,2
sub-cp038_ses-20220112_level-03B_run-002,sub-cp038,ses-20220112,run-002,level-03B,3,2,3.0,2
sub-cp038_ses-20220112_level-03B_run-005,sub-cp038,ses-20220112,run-005,level-03B,3,2,3.0,2
sub-cp038_ses-20220112_level-03B_run-011,sub-cp038,ses-20220112,run-011,level-03B,3,2,3.0,2
sub-cp038_ses-20220112_level-04B_run-004,sub-cp038,ses-20220112,run-004,level-04B,4,3,4.0,2
sub-cp038_ses-20220112_level-04B_run-006,sub-cp038,ses-20220112,run-006,level-04B,4,3,4.0,2
sub-cp038_ses-20220112_level-04B_run-009,sub-cp038,ses-20220112,run-009,level-04B,4,3,4.0,2
sub-cp039_ses-20211219_level-01B_run-001,sub-cp039,ses-20211219,run-001,level-01B,1,0,1.0,1
sub-cp039_ses-20211219_level-01B_run-007,sub-cp039,ses-20211219,run-007,level-01B,1,0,1.0,1
sub-cp039_ses-20211219_level-01B_run-012,sub-cp039,ses-20211219,run-012,level-01B,1,0,1.0,1
sub-cp039_ses-20211219_level-02B_run-003,sub-cp039,ses-20211219,run-003,level-02B,2,1,2.0,1
sub-cp039_ses-20211219_level-02B_run-008,sub-cp039,ses-20211219,run-008,level-02B,2,1,2.0,1
sub-cp039_ses-20211219_level-02B_run-010,sub-cp039,ses-20211219,run-010,level-02B,2,1,2.0,1
sub-cp039_ses-20211219_level-03B_run-002,sub-cp039,ses-20211219,run-002,level-03B,3,2,3.0,1
sub-cp039_ses-20211219_level-03B_run-005,sub-cp039,ses-20211219,run-005,level-03B,3,2,3.0,1
sub-cp039_ses-20211219_level-03B_run-011,sub-cp039,ses-20211219,run-011,level-03B,3,2,3.0,1
sub-cp039_ses-20211219_level-04B_run-004,sub-cp039,ses-20211219,run-004,level-04B,4,3,4.0,1
sub-cp039_ses-20211219_level-04B_run-006,sub-cp039,ses-20211219,run-006,level-04B,4,3,4.0,1
sub-cp039_ses-20211219_level-04B_run-009,sub-cp039,ses-20211219,run-009,level-04B,4,3,4.0,1
sub-cp042_ses-20220111_level-01B_run-001,sub-cp042,ses-20220111,run-001,level-01B,1,0,1.0,4
sub-cp042_ses-20220111_level-01B_run-007,sub-cp042,ses-20220111,run-007,level-01B,1,0,1.0,4
sub-cp042_ses-20220111_level-01B_run-012,sub-cp042,ses-20220111,run-012,level-01B,1,0,1.0,4
sub-cp042_ses-20220111_level-02B_run-003,sub-cp042,ses-20220111,run-003,level-02B,2,1,2.0,4
sub-cp042_ses-20220111_level-02B_run-008,sub-cp042,ses-20220111,run-008,level-02B,2,1,2.0,4
sub-cp042_ses-20220111_level-02B_run-010,sub-cp042,ses-20220111,run-010,level-02B,2,1,2.0,4
sub-cp042_ses-20220111_level-03B_run-002,sub-cp042,ses-20220111,run-002,level-03B,3,2,3.0,4
sub-cp042_ses-20220111_level-03B_run-005,sub-cp042,ses-20220111,run-005,level-03B,3,2,3.0,4
sub-cp042_ses-20220111_level-03B_run-011,sub-cp042,ses-20220111,run-011,level-03B,3,2,3.0,4
sub-cp042_ses-20220111_level-04B_run-004,sub-cp042,ses-20220111,run-004,level-04B,4,3,4.0,4
sub-cp042_ses-20220111_level-04B_run-006,sub-cp042,ses-20220111,run-006,level-04B,4,3,4.0,4
sub-cp042_ses-20220111_level-04B_run-009,sub-cp042,ses-20220111,run-009,level-04B,4,3,4.0,4
sub-cp043_ses-20220127_level-01B_run-001,sub-cp043,ses-20220127,run-001,level-01B,1,0,1.0,1
sub-cp043_ses-20220127_level-01B_run-007,sub-cp043,ses-20220127,run-007,level-01B,1,0,1.0,1
sub-cp043_ses-20220127_level-01B_run-012,sub-cp043,ses-20220127,run-012,level-01B,1,0,1.0,1
sub-cp043_ses-20220127_level-02B_run-003,sub-cp043,ses-20220127,run-003,level-02B,2,1,2.0,1
sub-cp043_ses-20220127_level-02B_run-008,sub-cp043,ses-20220127,run-008,level-02B,2,1,2.0,1
sub-cp043_ses-20220127_level-02B_run-010,sub-cp043,ses-20220127,run-010,level-02B,2,1,2.0,1
sub-cp043_ses-20220127_level-03B_run-002,sub-cp043,ses-20220127,run-002,level-03B,3,2,3.0,1
sub-cp043_ses-20220127_level-03B_run-005,sub-cp043,ses-20220127,run-005,level-03B,3,2,3.0,1
sub-cp043_ses-20220127_level-03B_run-011,sub-cp043,ses-20220127,run-011,level-03B,3,2,3.0,1
sub-cp043_ses-20220127_level-04B_run-004,sub-cp043,ses-20220127,run-004,level-04B,4,3,4.0,1
sub-cp043_ses-20220127_level-04B_run-006,sub-cp043,ses-20220127,run-006,level-04B,4,3,4.0,1
sub-cp043_ses-20220127_level-04B_run-009,sub-cp043,ses-20220127,run-009,level-04B,4,3,4.0,1
