run_key,subject_id,outer_fold,modality,seed,modality_available,task,target_class,predicted_class,classification_confidence,similarity_margin,class_score_0,class_score_1,class_score_2,class_score_3
sub-cp035_ses-20220125_level-04B_run-009,sub-cp035,5,body_movement,45,True,classification,3,1,0.90345573,0.010152936,0.8911071,0.90345573,0.8933028,0.8681646
sub-cp004_ses-20210330_level-01B_run-001,sub-cp004,1,body_movement,46,True,classification,0,2,0.84309024,0.02150917,0.82158107,0.81622833,0.84309024,0.8026848
sub-cp004_ses-20210330_level-01B_run-007,sub-cp004,1,body_movement,46,True,classification,0,0,0.90350044,0.013789356,0.90350044,0.8861764,0.87871283,0.8897111
sub-cp004_ses-20210330_level-01B_run-012,sub-cp004,1,body_movement,46,True,classification,0,0,0.87995994,0.0025903583,0.87995994,0.8773696,0.86746657,0.8631765
sub-cp004_ses-20210330_level-02B_run-003,sub-cp004,1,body_movement,46,True,classification,1,3,0.8967264,0.010135531,0.8865909,0.8804939,0.8847146,0.8967264
sub-cp004_ses-20210330_level-02B_run-008,sub-cp004,1,body_movement,46,True,classification,1,2,0.8857609,0.013956189,0.8624711,0.8718047,0.8857609,0.851292
sub-cp004_ses-20210330_level-02B_run-010,sub-cp004,1,body_movement,46,True,classification,1,1,0.90218174,0.005771339,0.8891453,0.90218174,0.8904109,0.8964104
sub-cp004_ses-20210330_level-03B_run-002,sub-cp004,1,body_movement,46,True,classification,2,1,0.8947924,0.0005927086,0.89419967,0.8947924,0.88504833,0.8843991
sub-cp004_ses-20210330_level-03B_run-005,sub-cp004,1,body_movement,46,True,classification,2,2,0.8584177,0.025687575,0.8218615,0.8327301,0.8584177,0.8235835
sub-cp004_ses-20210330_level-03B_run-011,sub-cp004,1,body_movement,46,True,classification,2,0,0.89488214,0.0056008697,0.89488214,0.8815173,0.8828211,0.8892813
sub-cp004_ses-20210330_level-04B_run-004,sub-cp004,1,body_movement,46,True,classification,3,0,0.8944411,0.029462695,0.8944411,0.8558696,0.86497843,0.86071557
sub-cp004_ses-20210330_level-04B_run-006,sub-cp004,1,body_movement,46,True,classification,3,0,0.8975165,0.018825352,0.8975165,0.8666121,0.85931057,0.87869114
sub-cp004_ses-20210330_level-04B_run-009,sub-cp004,1,body_movement,46,True,classification,3,2,0.85964787,0.029752493,0.8298954,0.8297412,0.85964787,0.82142895
sub-cp011_ses-20210408_level-01B_run-001,sub-cp011,1,body_movement,46,True,classification,0,3,0.8932502,0.0016742349,0.891576,0.8590021,0.86758804,0.8932502
sub-cp011_ses-20210408_level-01B_run-007,sub-cp011,1,body_movement,46,True,classification,0,0,0.87495327,0.006340325,0.87495327,0.86861295,0.8635955,0.8664842
sub-cp011_ses-20210408_level-01B_run-012,sub-cp011,1,body_movement,46,True,classification,0,0,0.88761145,0.0031766891,0.88761145,0.8517798,0.855476,0.88443476
sub-cp011_ses-20210408_level-02B_run-003,sub-cp011,1,body_movement,46,True,classification,1,0,0.8654728,0.008810878,0.8654728,0.842561,0.8566619,0.8492345
sub-cp011_ses-20210408_level-02B_run-008,sub-cp011,1,body_movement,46,True,classification,1,3,0.8938106,0.0020980835,0.8869501,0.8917125,0.870543,0.8938106
sub-cp011_ses-20210408_level-02B_run-010,sub-cp011,1,body_movement,46,True,classification,1,1,0.89758605,0.0034217834,0.8828256,0.89758605,0.87365067,0.89416426
sub-cp011_ses-20210408_level-03B_run-002,sub-cp011,1,body_movement,46,True,classification,2,3,0.88324374,0.011522055,0.8717217,0.8671142,0.8702385,0.88324374
sub-cp011_ses-20210408_level-03B_run-005,sub-cp011,1,body_movement,46,True,classification,2,1,0.87799525,0.0145248175,0.86347044,0.87799525,0.85936636,0.8633777
sub-cp011_ses-20210408_level-03B_run-011,sub-cp011,1,body_movement,46,True,classification,2,0,0.88577867,0.003026545,0.88577867,0.881786,0.8763846,0.8827521
sub-cp011_ses-20210408_level-04B_run-004,sub-cp011,1,body_movement,46,True,classification,3,3,0.8661289,0.012380719,0.84462315,0.8537482,0.85123074,0.8661289
sub-cp011_ses-20210408_level-04B_run-006,sub-cp011,1,body_movement,46,True,classification,3,3,0.8860653,0.004385054,0.87989306,0.88168025,0.87129194,0.8860653
sub-cp011_ses-20210408_level-04B_run-009,sub-cp011,1,body_movement,46,True,classification,3,0,0.8810538,0.010804176,0.8810538,0.8702496,0.8558152,0.86826986
sub-cp016_ses-20210528_level-01B_run-001,sub-cp016,1,body_movement,46,True,classification,0,2,0.8739631,0.011410892,0.85978943,0.853138,0.8739631,0.8625522
sub-cp016_ses-20210528_level-01B_run-007,sub-cp016,1,body_movement,46,True,classification,0,3,0.8780913,0.0009456873,0.8478449,0.86873645,0.8771456,0.8780913
sub-cp016_ses-20210528_level-01B_run-012,sub-cp016,1,body_movement,46,True,classification,0,2,0.875819,0.008431137,0.85448563,0.8616192,0.875819,0.8673879
sub-cp016_ses-20210528_level-02B_run-003,sub-cp016,1,body_movement,46,True,classification,1,3,0.87624973,0.0031198263,0.86259264,0.8603705,0.8731299,0.87624973
sub-cp016_ses-20210528_level-02B_run-008,sub-cp016,1,body_movement,46,True,classification,1,1,0.8939523,0.0042099357,0.83530885,0.8939523,0.8897424,0.8872931
sub-cp016_ses-20210528_level-02B_run-010,sub-cp016,1,body_movement,46,True,classification,1,2,0.8790149,0.00578475,0.8570907,0.86590403,0.8790149,0.87323016
sub-cp016_ses-20210528_level-03B_run-002,sub-cp016,1,body_movement,46,True,classification,2,2,0.8769266,0.007519603,0.8480448,0.8610274,0.8769266,0.869407
sub-cp016_ses-20210528_level-03B_run-005,sub-cp016,1,body_movement,46,True,classification,2,3,0.8786924,0.002549529,0.8460451,0.86950994,0.87614286,0.8786924
sub-cp016_ses-20210528_level-03B_run-011,sub-cp016,1,body_movement,46,True,classification,2,3,0.8874887,0.0067952275,0.8527314,0.8806935,0.87773615,0.8874887
sub-cp016_ses-20210528_level-04B_run-004,sub-cp016,1,body_movement,46,True,classification,3,2,0.8756912,0.004251361,0.8583748,0.8529013,0.8756912,0.8714398
sub-cp016_ses-20210528_level-04B_run-006,sub-cp016,1,body_movement,46,True,classification,3,2,0.87322843,0.007864416,0.85627407,0.8567884,0.87322843,0.865364
sub-cp016_ses-20210528_level-04B_run-009,sub-cp016,1,body_movement,46,True,classification,3,3,0.8946903,0.017819226,0.8678243,0.87687105,0.8741232,0.8946903
sub-cp027_ses-20210722_level-01B_run-001,sub-cp027,1,body_movement,46,True,classification,0,0,0.8698149,0.004826069,0.8698149,0.8649888,0.8647654,0.86100274
sub-cp027_ses-20210722_level-01B_run-007,sub-cp027,1,body_movement,46,True,classification,0,1,0.9013483,0.016008615,0.8654308,0.9013483,0.86699975,0.8853397
sub-cp027_ses-20210722_level-01B_run-012,sub-cp027,1,body_movement,46,True,classification,0,1,0.88197494,0.011778176,0.8602758,0.88197494,0.86776537,0.87019676
sub-cp027_ses-20210722_level-02B_run-003,sub-cp027,1,body_movement,46,True,classification,1,2,0.8641561,0.010769248,0.84551364,0.8533869,0.8641561,0.850559
sub-cp027_ses-20210722_level-02B_run-008,sub-cp027,1,body_movement,46,True,classification,1,1,0.88964814,0.0022751093,0.8582731,0.88964814,0.85487556,0.88737303
sub-cp027_ses-20210722_level-02B_run-010,sub-cp027,1,body_movement,46,True,classification,1,2,0.8728965,0.0039183497,0.86279,0.86897814,0.8728965,0.84972197
sub-cp027_ses-20210722_level-03B_run-002,sub-cp027,1,body_movement,46,True,classification,2,2,0.86573195,0.005540192,0.86019176,0.8457073,0.86573195,0.8448637
sub-cp027_ses-20210722_level-03B_run-005,sub-cp027,1,body_movement,46,True,classification,2,1,0.8716979,0.0010547042,0.8545164,0.8716979,0.8695345,0.8706432
sub-cp027_ses-20210722_level-03B_run-011,sub-cp027,1,body_movement,46,True,classification,2,2,0.8670659,0.0008152127,0.8558062,0.8662507,0.8670659,0.8357467
sub-cp027_ses-20210722_level-04B_run-004,sub-cp027,1,body_movement,46,True,classification,3,2,0.8704326,0.007922232,0.85052115,0.8625104,0.8704326,0.857083
sub-cp027_ses-20210722_level-04B_run-006,sub-cp027,1,body_movement,46,True,classification,3,2,0.8713277,0.007277727,0.85470796,0.86405,0.8713277,0.86194324
sub-cp027_ses-20210722_level-04B_run-009,sub-cp027,1,body_movement,46,True,classification,3,1,0.8713278,0.00826627,0.8481476,0.8713278,0.85220635,0.86306155
sub-cp033_ses-20211215_level-01B_run-001,sub-cp033,1,body_movement,46,True,classification,0,2,0.884519,0.0007197857,0.8692156,0.87425625,0.884519,0.8837992
sub-cp033_ses-20211215_level-01B_run-007,sub-cp033,1,body_movement,46,True,classification,0,2,0.8855505,0.0028452277,0.8827053,0.87500185,0.8855505,0.8593144
sub-cp033_ses-20211215_level-01B_run-012,sub-cp033,1,body_movement,46,True,classification,0,3,0.8937477,0.011341631,0.8812755,0.88240606,0.87815964,0.8937477
sub-cp033_ses-20211215_level-02B_run-003,sub-cp033,1,body_movement,46,True,classification,1,2,0.8529992,0.025864959,0.814626,0.82713425,0.8529992,0.8171353
sub-cp033_ses-20211215_level-02B_run-008,sub-cp033,1,body_movement,46,True,classification,1,0,0.89073086,0.0074469447,0.89073086,0.8832839,0.88231826,0.8674001
sub-cp033_ses-20211215_level-02B_run-010,sub-cp033,1,body_movement,46,True,classification,1,0,0.8855426,0.018281758,0.8855426,0.85565203,0.8672608,0.8528346
sub-cp033_ses-20211215_level-03B_run-002,sub-cp033,1,body_movement,46,True,classification,2,2,0.8827715,0.0020418167,0.86996514,0.8805453,0.8827715,0.8807297
sub-cp033_ses-20211215_level-03B_run-005,sub-cp033,1,body_movement,46,True,classification,2,3,0.88935256,0.0155136585,0.8712651,0.8738389,0.873693,0.88935256
sub-cp033_ses-20211215_level-03B_run-011,sub-cp033,1,body_movement,46,True,classification,2,0,0.88484323,0.003688693,0.88484323,0.8778065,0.88115454,0.868128
sub-cp033_ses-20211215_level-04B_run-004,sub-cp033,1,body_movement,46,True,classification,3,3,0.89371234,0.004486561,0.8578977,0.8892258,0.88327086,0.89371234
sub-cp033_ses-20211215_level-04B_run-006,sub-cp033,1,body_movement,46,True,classification,3,2,0.8854082,0.0057294965,0.8796787,0.87872154,0.8854082,0.8696951
sub-cp033_ses-20211215_level-04B_run-009,sub-cp033,1,body_movement,46,True,classification,3,0,0.8919557,0.01631552,0.8919557,0.87417406,0.87564015,0.86656624
sub-cp039_ses-20211219_level-01B_run-001,sub-cp039,1,body_movement,46,True,classification,0,0,0.85566586,0.004088998,0.85566586,0.8302951,0.85157686,0.81909
sub-cp039_ses-20211219_level-01B_run-007,sub-cp039,1,body_movement,46,True,classification,0,0,0.8867754,0.009850621,0.8867754,0.87692475,0.8729011,0.85387284
sub-cp039_ses-20211219_level-01B_run-012,sub-cp039,1,body_movement,46,True,classification,0,2,0.8838377,0.003966689,0.86748695,0.879871,0.8838377,0.8481517
sub-cp039_ses-20211219_level-02B_run-003,sub-cp039,1,body_movement,46,True,classification,1,0,0.8779777,0.020076096,0.8779777,0.8548479,0.85790163,0.8389141
sub-cp039_ses-20211219_level-02B_run-008,sub-cp039,1,body_movement,46,True,classification,1,0,0.8579782,0.0069895983,0.8579782,0.8462964,0.8509886,0.84967697
sub-cp039_ses-20211219_level-02B_run-010,sub-cp039,1,body_movement,46,True,classification,1,2,0.86331165,0.006182015,0.8488014,0.85712963,0.86331165,0.83138067
sub-cp039_ses-20211219_level-03B_run-002,sub-cp039,1,body_movement,46,True,classification,2,0,0.8699787,0.0073485374,0.8699787,0.8469979,0.8626302,0.85593283
sub-cp039_ses-20211219_level-03B_run-005,sub-cp039,1,body_movement,46,True,classification,2,0,0.88899285,0.00873965,0.88899285,0.8802532,0.87390715,0.8605749
sub-cp039_ses-20211219_level-03B_run-011,sub-cp039,1,body_movement,46,True,classification,2,0,0.84329414,0.008243501,0.84329414,0.8274728,0.83505064,0.7993102
sub-cp039_ses-20211219_level-04B_run-004,sub-cp039,1,body_movement,46,True,classification,3,2,0.8590091,0.022898257,0.82044524,0.83611083,0.8590091,0.81196
sub-cp039_ses-20211219_level-04B_run-006,sub-cp039,1,body_movement,46,True,classification,3,2,0.8804131,0.012069821,0.8683433,0.86697555,0.8804131,0.84441024
sub-cp039_ses-20211219_level-04B_run-009,sub-cp039,1,body_movement,46,True,classification,3,2,0.8744811,0.014601469,0.8380734,0.8598796,0.8744811,0.8458111
sub-cp043_ses-20220127_level-01B_run-001,sub-cp043,1,body_movement,46,True,classification,0,2,0.86893165,0.0037400723,0.8648104,0.8588558,0.86893165,0.8651916
sub-cp043_ses-20220127_level-01B_run-007,sub-cp043,1,body_movement,46,True,classification,0,0,0.88831055,0.010240078,0.88831055,0.8780705,0.87265944,0.85625386
sub-cp043_ses-20220127_level-01B_run-012,sub-cp043,1,body_movement,46,True,classification,0,0,0.87262654,3.1113625e-05,0.87262654,0.8725954,0.86933064,0.84737027
sub-cp043_ses-20220127_level-02B_run-003,sub-cp043,1,body_movement,46,True,classification,1,0,0.87311363,0.0068467855,0.87311363,0.86331177,0.86626685,0.8430833
sub-cp043_ses-20220127_level-02B_run-008,sub-cp043,1,body_movement,46,True,classification,1,1,0.89404553,0.0055487156,0.8579834,0.89404553,0.8884968,0.8598015
sub-cp043_ses-20220127_level-02B_run-010,sub-cp043,1,body_movement,46,True,classification,1,1,0.8943946,0.016129136,0.8556517,0.8943946,0.87826544,0.85783535
sub-cp043_ses-20220127_level-03B_run-002,sub-cp043,1,body_movement,46,True,classification,2,1,0.887434,0.0038963556,0.86122763,0.887434,0.88353765,0.87675756
sub-cp043_ses-20220127_level-03B_run-005,sub-cp043,1,body_movement,46,True,classification,2,1,0.8743958,0.0052235126,0.8674419,0.8743958,0.8691723,0.8684605
sub-cp043_ses-20220127_level-03B_run-011,sub-cp043,1,body_movement,46,True,classification,2,1,0.88952255,0.0045723915,0.84844863,0.88952255,0.88495016,0.8584804
sub-cp043_ses-20220127_level-04B_run-004,sub-cp043,1,body_movement,46,True,classification,3,2,0.88667035,0.0032769442,0.847848,0.8833934,0.88667035,0.8647792
sub-cp043_ses-20220127_level-04B_run-006,sub-cp043,1,body_movement,46,True,classification,3,2,0.8863121,0.005183637,0.8562798,0.8811285,0.8863121,0.85194385
sub-cp043_ses-20220127_level-04B_run-009,sub-cp043,1,body_movement,46,True,classification,3,1,0.88626504,0.010531127,0.8609216,0.88626504,0.8757339,0.85175467
sub-cp009_ses-20210129_level-01B_run-001,sub-cp009,2,body_movement,46,False,classification,0,0,1.0000123,0.0,1.0000123,1.0000123,1.0000123,1.0000123
sub-cp009_ses-20210129_level-01B_run-007,sub-cp009,2,body_movement,46,False,classification,0,0,1.0000123,0.0,1.0000123,1.0000123,1.0000123,1.0000123
sub-cp009_ses-20210129_level-01B_run-012,sub-cp009,2,body_movement,46,False,classification,0,0,1.0000123,0.0,1.0000123,1.0000123,1.0000123,1.0000123
sub-cp009_ses-20210129_level-02B_run-003,sub-cp009,2,body_movement,46,False,classification,1,0,1.0000123,0.0,1.0000123,1.0000123,1.0000123,1.0000123
sub-cp009_ses-20210129_level-02B_run-008,sub-cp009,2,body_movement,46,False,classification,1,0,1.0000123,0.0,1.0000123,1.0000123,1.0000123,1.0000123
sub-cp009_ses-20210129_level-02B_run-010,sub-cp009,2,body_movement,46,False,classification,1,0,1.0000123,0.0,1.0000123,1.0000123,1.0000123,1.0000123
sub-cp009_ses-20210129_level-03B_run-002,sub-cp009,2,body_movement,46,False,classification,2,0,1.0000123,0.0,1.0000123,1.0000123,1.0000123,1.0000123
sub-cp009_ses-20210129_level-03B_run-005,sub-cp009,2,body_movement,46,False,classification,2,0,1.0000123,0.0,1.0000123,1.0000123,1.0000123,1.0000123
sub-cp009_ses-20210129_level-03B_run-011,sub-cp009,2,body_movement,46,False,classification,2,0,1.0000123,0.0,1.0000123,1.0000123,1.0000123,1.0000123
sub-cp009_ses-20210129_level-04B_run-004,sub-cp009,2,body_movement,46,False,classification,3,0,1.0000123,0.0,1.0000123,1.0000123,1.0000123,1.0000123
sub-cp009_ses-20210129_level-04B_run-006,sub-cp009,2,body_movement,46,False,classification,3,0,1.0000123,0.0,1.0000123,1.0000123,1.0000123,1.0000123
sub-cp009_ses-20210129_level-04B_run-009,sub-cp009,2,body_movement,46,False,classification,3,0,1.0000123,0.0,1.0000123,1.0000123,1.0000123,1.0000123
sub-cp013_ses-20210319_level-01B_run-001,sub-cp013,2,body_movement,46,True,classification,0,0,0.89986026,0.01019752,0.89986026,0.8889778,0.88966274,0.88859016
sub-cp013_ses-20210319_level-01B_run-007,sub-cp013,2,body_movement,46,True,classification,0,0,0.87956977,0.00783813,0.87956977,0.87173164,0.8714811,0.8702197
sub-cp013_ses-20210319_level-01B_run-012,sub-cp013,2,body_movement,46,True,classification,0,0,0.86860144,0.0027391315,0.86860144,0.8658623,0.8536785,0.85853505
sub-cp013_ses-20210319_level-02B_run-003,sub-cp013,2,body_movement,46,True,classification,1,0,0.8811964,0.0024824142,0.8811964,0.8755107,0.872461,0.87871397
sub-cp013_ses-20210319_level-02B_run-008,sub-cp013,2,body_movement,46,True,classification,1,0,0.85179055,5.620718e-05,0.85179055,0.85173434,0.8387003,0.84383565
sub-cp013_ses-20210319_level-02B_run-010,sub-cp013,2,body_movement,46,True,classification,1,3,0.8443074,0.00065147877,0.84365594,0.8420785,0.84013337,0.8443074
sub-cp013_ses-20210319_level-03B_run-002,sub-cp013,2,body_movement,46,True,classification,2,0,0.86971563,0.0041442513,0.86971563,0.8636992,0.8596771,0.8655714
sub-cp013_ses-20210319_level-03B_run-005,sub-cp013,2,body_movement,46,True,classification,2,1,0.82727087,0.00046873093,0.82680213,0.82727087,0.8215586,0.8265424
sub-cp013_ses-20210319_level-03B_run-011,sub-cp013,2,body_movement,46,True,classification,2,0,0.86790353,0.0013576746,0.86790353,0.86654586,0.8619222,0.86507374
sub-cp013_ses-20210319_level-04B_run-004,sub-cp013,2,body_movement,46,True,classification,3,1,0.8721925,9.6678734e-05,0.8720958,0.8721925,0.85687643,0.86374736
sub-cp013_ses-20210319_level-04B_run-006,sub-cp013,2,body_movement,46,True,classification,3,0,0.86287564,0.004876077,0.86287564,0.85624385,0.843971,0.85799956
sub-cp013_ses-20210319_level-04B_run-009,sub-cp013,2,body_movement,46,True,classification,3,0,0.82317746,0.0038708448,0.82317746,0.8193066,0.8022637,0.8135493
sub-cp015_ses-20210504_level-01B_run-001,sub-cp015,2,body_movement,46,True,classification,0,1,0.9149897,0.00696826,0.9046283,0.9149897,0.89849603,0.90802145
sub-cp015_ses-20210504_level-01B_run-007,sub-cp015,2,body_movement,46,True,classification,0,1,0.90301186,0.007352531,0.88315284,0.90301186,0.8948147,0.8956593
sub-cp015_ses-20210504_level-01B_run-012,sub-cp015,2,body_movement,46,True,classification,0,1,0.9099777,0.007940531,0.897472,0.9099777,0.89116704,0.90203714
sub-cp015_ses-20210504_level-02B_run-003,sub-cp015,2,body_movement,46,True,classification,1,1,0.9193548,0.005248785,0.90482324,0.9193548,0.89894533,0.914106
sub-cp015_ses-20210504_level-02B_run-008,sub-cp015,2,body_movement,46,True,classification,1,3,0.9167434,0.0012185574,0.9010037,0.91552484,0.903104,0.9167434
sub-cp015_ses-20210504_level-02B_run-010,sub-cp015,2,body_movement,46,True,classification,1,1,0.9180259,0.0116663575,0.9045861,0.9180259,0.8983618,0.90635955
sub-cp015_ses-20210504_level-03B_run-002,sub-cp015,2,body_movement,46,True,classification,2,1,0.9128475,0.005779028,0.90053046,0.9128475,0.89911926,0.9070685
sub-cp015_ses-20210504_level-03B_run-005,sub-cp015,2,body_movement,46,True,classification,2,1,0.90650254,0.014256537,0.89132446,0.90650254,0.8908919,0.892246
sub-cp015_ses-20210504_level-03B_run-011,sub-cp015,2,body_movement,46,True,classification,2,1,0.91434884,0.0017482042,0.9038782,0.91434884,0.8964223,0.91260064
sub-cp015_ses-20210504_level-04B_run-004,sub-cp015,2,body_movement,46,True,classification,3,1,0.9055371,0.016874313,0.8824229,0.9055371,0.8886628,0.88769203
sub-cp015_ses-20210504_level-04B_run-006,sub-cp015,2,body_movement,46,True,classification,3,1,0.9150612,0.0011244416,0.900933,0.9150612,0.9004918,0.91393673
sub-cp015_ses-20210504_level-04B_run-009,sub-cp015,2,body_movement,46,True,classification,3,1,0.9149499,0.0076669455,0.9022156,0.9149499,0.89851755,0.90728295
sub-cp020_ses-20210604_level-01B_run-001,sub-cp020,2,body_movement,46,True,classification,0,3,0.9268119,0.0008867383,0.92372334,0.9209641,0.92592514,0.9268119
sub-cp020_ses-20210604_level-01B_run-007,sub-cp020,2,body_movement,46,True,classification,0,3,0.90902615,0.0026339293,0.9063922,0.895997,0.90125144,0.90902615
sub-cp020_ses-20210604_level-01B_run-012,sub-cp020,2,body_movement,46,True,classification,0,3,0.9042973,0.0036919713,0.8962061,0.889779,0.9006053,0.9042973
sub-cp020_ses-20210604_level-02B_run-003,sub-cp020,2,body_movement,46,True,classification,1,3,0.91993386,0.0006689429,0.918194,0.91696864,0.9192649,0.91993386
sub-cp020_ses-20210604_level-02B_run-008,sub-cp020,2,body_movement,46,True,classification,1,2,0.93186677,0.005246818,0.9218816,0.92661995,0.93186677,0.9209555
sub-cp020_ses-20210604_level-02B_run-010,sub-cp020,2,body_movement,46,True,classification,1,3,0.93131244,0.0065811872,0.92101324,0.92117965,0.92473125,0.93131244
sub-cp020_ses-20210604_level-03B_run-002,sub-cp020,2,body_movement,46,True,classification,2,2,0.91310203,0.0018278956,0.91127414,0.90588665,0.91310203,0.9070869
sub-cp020_ses-20210604_level-03B_run-005,sub-cp020,2,body_movement,46,True,classification,2,3,0.932709,0.003468573,0.9218445,0.92584276,0.9292404,0.932709
sub-cp020_ses-20210604_level-03B_run-011,sub-cp020,2,body_movement,46,True,classification,2,3,0.9314046,0.003932774,0.9195219,0.918772,0.9274718,0.9314046
sub-cp020_ses-20210604_level-04B_run-004,sub-cp020,2,body_movement,46,True,classification,3,0,0.9270084,0.00026881695,0.9270084,0.9250316,0.9234317,0.9267396
sub-cp020_ses-20210604_level-04B_run-006,sub-cp020,2,body_movement,46,True,classification,3,2,0.9248767,0.0019402504,0.9221277,0.9213741,0.9248767,0.92293644
sub-cp020_ses-20210604_level-04B_run-009,sub-cp020,2,body_movement,46,True,classification,3,3,0.91916955,0.00075781345,0.91711867,0.91373396,0.91841173,0.91916955
sub-cp026_ses-20210716_level-01B_run-001,sub-cp026,2,body_movement,46,True,classification,0,2,0.91986144,0.0032308102,0.91371155,0.9166306,0.91986144,0.91577655
sub-cp026_ses-20210716_level-01B_run-007,sub-cp026,2,body_movement,46,True,classification,0,2,0.9243939,0.008604169,0.9153089,0.9132064,0.9243939,0.9157897
sub-cp026_ses-20210716_level-01B_run-012,sub-cp026,2,body_movement,46,True,classification,0,0,0.9221406,0.000844717,0.9221406,0.9132641,0.9212959,0.9186538
sub-cp026_ses-20210716_level-02B_run-003,sub-cp026,2,body_movement,46,True,classification,1,2,0.9252984,0.0061988235,0.91474116,0.9161794,0.9252984,0.91909957
sub-cp026_ses-20210716_level-02B_run-008,sub-cp026,2,body_movement,46,True,classification,1,2,0.92587715,0.009143293,0.91574955,0.91673386,0.92587715,0.9161872
sub-cp026_ses-20210716_level-02B_run-010,sub-cp026,2,body_movement,46,True,classification,1,1,0.91543585,0.0005207062,0.91291463,0.91543585,0.91491514,0.9110864
sub-cp026_ses-20210716_level-03B_run-002,sub-cp026,2,body_movement,46,True,classification,2,2,0.92035806,0.0048778057,0.9071175,0.91484714,0.92035806,0.91548026
sub-cp026_ses-20210716_level-03B_run-005,sub-cp026,2,body_movement,46,True,classification,2,2,0.89781964,0.0007444024,0.8893025,0.89707524,0.89781964,0.8925424
sub-cp026_ses-20210716_level-03B_run-011,sub-cp026,2,body_movement,46,True,classification,2,2,0.9077019,0.0067951083,0.89539087,0.9009068,0.9077019,0.89902437
sub-cp026_ses-20210716_level-04B_run-004,sub-cp026,2,body_movement,46,True,classification,3,2,0.9245357,0.0079782605,0.911263,0.91443485,0.9245357,0.91655743
sub-cp026_ses-20210716_level-04B_run-006,sub-cp026,2,body_movement,46,True,classification,3,2,0.9242434,0.008953989,0.9122646,0.9132496,0.9242434,0.9152894
sub-cp026_ses-20210716_level-04B_run-009,sub-cp026,2,body_movement,46,True,classification,3,2,0.92259693,0.0041354895,0.9114535,0.9085469,0.92259693,0.91846144
sub-cp031_ses-20211216_level-01B_run-001,sub-cp031,2,body_movement,46,True,classification,0,2,0.90936434,0.0048514605,0.9004543,0.9004021,0.90936434,0.9045129
sub-cp031_ses-20211216_level-01B_run-007,sub-cp031,2,body_movement,46,True,classification,0,3,0.9059378,0.0050115585,0.89859176,0.90092623,0.8981207,0.9059378
sub-cp031_ses-20211216_level-02B_run-003,sub-cp031,2,body_movement,46,True,classification,1,2,0.8996688,0.0016178489,0.89805096,0.89510286,0.8996688,0.8970937
sub-cp031_ses-20211216_level-02B_run-008,sub-cp031,2,body_movement,46,True,classification,1,3,0.9098018,0.006780565,0.89608157,0.9027957,0.9030212,0.9098018
sub-cp031_ses-20211216_level-02B_run-010,sub-cp031,2,body_movement,46,True,classification,1,3,0.9132431,0.002191186,0.9042399,0.9110519,0.907842,0.9132431
sub-cp031_ses-20211216_level-02B_run-012,sub-cp031,2,body_movement,46,True,classification,1,3,0.920683,0.011004329,0.9080852,0.9096787,0.9012662,0.920683
sub-cp031_ses-20211216_level-03B_run-002,sub-cp031,2,body_movement,46,True,classification,2,3,0.9073908,0.0004554391,0.90046036,0.90693533,0.9062342,0.9073908
sub-cp031_ses-20211216_level-03B_run-005,sub-cp031,2,body_movement,46,True,classification,2,2,0.91645205,0.00039476156,0.89533687,0.90627366,0.91645205,0.9160573
sub-cp031_ses-20211216_level-03B_run-011,sub-cp031,2,body_movement,46,True,classification,2,3,0.9180115,0.0030164123,0.89917487,0.9149951,0.905021,0.9180115
sub-cp031_ses-20211216_level-04B_run-004,sub-cp031,2,body_movement,46,True,classification,3,2,0.91760385,0.008245349,0.8980206,0.9011978,0.91760385,0.9093585
sub-cp031_ses-20211216_level-04B_run-006,sub-cp031,2,body_movement,46,True,classification,3,3,0.9052855,0.0060670376,0.89162165,0.897146,0.89921844,0.9052855
sub-cp031_ses-20211216_level-04B_run-009,sub-cp031,2,body_movement,46,True,classification,3,3,0.8957252,0.009592652,0.88101506,0.8833741,0.88613254,0.8957252
sub-cp038_ses-20220112_level-01B_run-001,sub-cp038,2,body_movement,46,True,classification,0,0,0.86244524,0.0009955168,0.86244524,0.8583656,0.8614497,0.8536744
sub-cp038_ses-20220112_level-01B_run-007,sub-cp038,2,body_movement,46,True,classification,0,0,0.8620964,0.00046753883,0.8620964,0.8616289,0.8613956,0.8561962
sub-cp038_ses-20220112_level-01B_run-012,sub-cp038,2,body_movement,46,True,classification,0,1,0.8666256,0.010049403,0.8565762,0.8666256,0.85624725,0.8559476
sub-cp038_ses-20220112_level-02B_run-003,sub-cp038,2,body_movement,46,True,classification,1,1,0.8633733,0.0011013746,0.8612303,0.8633733,0.8622719,0.85677797
sub-cp038_ses-20220112_level-02B_run-008,sub-cp038,2,body_movement,46,True,classification,1,0,0.86883986,0.0053889155,0.86883986,0.86112195,0.86345094,0.8605633
sub-cp038_ses-20220112_level-02B_run-010,sub-cp038,2,body_movement,46,True,classification,1,0,0.86644906,0.0018199086,0.86644906,0.86462915,0.8600057,0.8549371
sub-cp038_ses-20220112_level-03B_run-002,sub-cp038,2,body_movement,46,True,classification,2,1,0.8711066,0.0029747486,0.8651997,0.8711066,0.8681319,0.8615421
sub-cp038_ses-20220112_level-03B_run-005,sub-cp038,2,body_movement,46,True,classification,2,0,0.8708052,0.0038027167,0.8708052,0.8618289,0.8670025,0.86275315
