run_key,subject_id,outer_fold,target_class,class_score_0,class_score_1,class_score_2,class_score_3,predicted_class,model,source_path,source_sha256,derived_readonly_reference
sub-cp011_ses-20210408_level-03B_run-002,sub-cp011,1,2,0.7272264957427979,0.7563106298446656,0.8316520929336548,0.8065577626228333,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp011_ses-20210408_level-03B_run-005,sub-cp011,1,2,0.849694550037384,0.8454463958740235,0.8669703483581543,0.8489851951599121,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp011_ses-20210408_level-03B_run-011,sub-cp011,1,2,0.8322474837303162,0.8404904127120971,0.8415828824043274,0.8290461540222168,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp011_ses-20210408_level-04B_run-004,sub-cp011,1,3,0.7888925433158874,0.8003442287445068,0.8112299561500549,0.8295632243156433,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp011_ses-20210408_level-04B_run-006,sub-cp011,1,3,0.7691832423210144,0.7850213885307312,0.8319754481315613,0.881635558605194,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp011_ses-20210408_level-04B_run-009,sub-cp011,1,3,0.8181034207344056,0.8272929668426514,0.832808768749237,0.8761382579803467,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp012_ses-20210723_level-01B_run-001,sub-cp012,4,0,0.4541369557380676,0.48791126608848573,0.37803748846054075,0.3029806733131408,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp012_ses-20210723_level-01B_run-007,sub-cp012,4,0,0.512529057264328,0.4745674908161163,0.3697022676467895,0.3076755940914154,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp012_ses-20210723_level-01B_run-012,sub-cp012,4,0,0.5225810289382935,0.450053346157074,0.37811746001243585,0.3363345503807068,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp012_ses-20210723_level-02B_run-003,sub-cp012,4,1,0.3665150821208954,0.5191375494003296,0.45715847611427296,0.29323043227195733,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp012_ses-20210723_level-02B_run-008,sub-cp012,4,1,0.3811332106590271,0.5619199395179748,0.4336151838302612,0.2649758517742157,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp012_ses-20210723_level-02B_run-010,sub-cp012,4,1,0.3758044719696045,0.531821608543396,0.4357781410217285,0.2828347086906433,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp012_ses-20210723_level-03B_run-002,sub-cp012,4,2,0.32793221473693845,0.4662829995155334,0.54052894115448,0.3068325817584991,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp012_ses-20210723_level-03B_run-005,sub-cp012,4,2,0.3261944651603699,0.46699899435043335,0.5359302401542664,0.30183454751968386,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp012_ses-20210723_level-03B_run-011,sub-cp012,4,2,0.3383302271366119,0.47660592198371887,0.5473418474197388,0.30641029477119447,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp012_ses-20210723_level-04B_run-004,sub-cp012,4,3,0.3485830664634704,0.34099159836769105,0.41784189343452455,0.6085907578468323,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp012_ses-20210723_level-04B_run-006,sub-cp012,4,3,0.357233726978302,0.3475321054458618,0.428769451379776,0.5876813888549804,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp012_ses-20210723_level-04B_run-009,sub-cp012,4,3,0.3657176077365875,0.35608503222465515,0.42602031826972964,0.5627106547355651,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp013_ses-20210319_level-01B_run-001,sub-cp013,2,0,0.8693649291992187,0.8620702385902405,0.8795623540878296,0.8623821616172791,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp013_ses-20210319_level-01B_run-007,sub-cp013,2,0,0.8611906886100769,0.8186811804771423,0.8221903324127198,0.8039960265159607,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp013_ses-20210319_level-01B_run-012,sub-cp013,2,0,0.8822251439094544,0.8588947296142578,0.8395371913909913,0.8258897185325622,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp013_ses-20210319_level-02B_run-003,sub-cp013,2,1,0.8222061634063721,0.8589496731758117,0.8583808541297913,0.8416108608245849,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp013_ses-20210319_level-02B_run-008,sub-cp013,2,1,0.7879796981811523,0.8298245906829834,0.8413032531738281,0.8475193977355957,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp013_ses-20210319_level-02B_run-010,sub-cp013,2,1,0.8503840923309326,0.8332615852355957,0.8451095342636108,0.8155263304710388,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp013_ses-20210319_level-03B_run-002,sub-cp013,2,2,0.8161109328269959,0.8384555578231812,0.8448571920394897,0.8122244000434875,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp013_ses-20210319_level-03B_run-005,sub-cp013,2,2,0.7612755775451661,0.7965580463409424,0.8098153352737427,0.803016746044159,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp013_ses-20210319_level-03B_run-011,sub-cp013,2,2,0.8147649884223938,0.8404208779335022,0.8594403028488159,0.8554118990898132,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp013_ses-20210319_level-04B_run-004,sub-cp013,2,3,0.70135338306427,0.7166652679443359,0.7315112113952636,0.7466234564781189,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp013_ses-20210319_level-04B_run-006,sub-cp013,2,3,0.8238208413124084,0.8257635951042175,0.8398244500160217,0.8670081973075867,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp013_ses-20210319_level-04B_run-009,sub-cp013,2,3,0.7976564526557922,0.8068137526512146,0.8108215689659118,0.8425252318382264,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp014_ses-20211112_level-01B_run-001,sub-cp014,3,0,0.9015360951423645,0.8850497364997864,0.8327046513557435,0.7646906614303589,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,3,0,0.9066365599632263,0.8722071051597595,0.8252029776573181,0.7750319719314576,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,3,0,0.9000432372093201,0.8608384251594543,0.8166068196296692,0.7752038717269898,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,3,1,0.8823312878608703,0.9070189237594605,0.8462782382965088,0.7570884466171265,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,3,1,0.8636039614677429,0.8985535740852356,0.854723846912384,0.7609529614448547,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp014_ses-20211112_level-02B_run-010,sub-cp014,3,1,0.8767732501029968,0.9034690022468567,0.845684814453125,0.7648757338523865,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp014_ses-20211112_level-03B_run-002,sub-cp014,3,2,0.8551725625991822,0.9107223510742187,0.9017990112304688,0.7674598813056945,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp014_ses-20211112_level-03B_run-005,sub-cp014,3,2,0.8377280950546264,0.892790949344635,0.9155764818191529,0.798845648765564,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp014_ses-20211112_level-03B_run-011,sub-cp014,3,2,0.8464361071586609,0.8901778101921082,0.9082060933113099,0.7990968227386475,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp014_ses-20211112_level-04B_run-004,sub-cp014,3,3,0.8425443530082702,0.8534087777137757,0.876478636264801,0.8904792308807373,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp014_ses-20211112_level-04B_run-006,sub-cp014,3,3,0.8340966582298279,0.8519912958145142,0.8721038222312927,0.9123309016227722,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp014_ses-20211112_level-04B_run-009,sub-cp014,3,3,0.8341805100440979,0.8509720087051391,0.8713854432106019,0.9058626651763916,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp015_ses-20210504_level-01B_run-001,sub-cp015,2,0,0.8994708895683289,0.8518141865730285,0.8061843872070312,0.7391215205192566,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp015_ses-20210504_level-01B_run-007,sub-cp015,2,0,0.9021257042884827,0.8768822312355041,0.83187894821167,0.8013123989105224,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp015_ses-20210504_level-01B_run-012,sub-cp015,2,0,0.8966037511825562,0.8613877415657043,0.834273898601532,0.8072598457336426,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp015_ses-20210504_level-02B_run-003,sub-cp015,2,1,0.8848471283912659,0.9181181430816651,0.8517063021659851,0.74752858877182,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp015_ses-20210504_level-02B_run-008,sub-cp015,2,1,0.8856809139251709,0.8975993990898132,0.8568580746650696,0.7838645219802857,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp015_ses-20210504_level-02B_run-010,sub-cp015,2,1,0.891119658946991,0.877648901939392,0.8487079024314881,0.802299189567566,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp015_ses-20210504_level-03B_run-002,sub-cp015,2,2,0.8438670754432678,0.8698958635330201,0.8838601350784302,0.7745591640472412,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp015_ses-20210504_level-03B_run-005,sub-cp015,2,2,0.8649860262870789,0.864491057395935,0.8790919661521912,0.8219032883644104,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp015_ses-20210504_level-03B_run-011,sub-cp015,2,2,0.9028695225715637,0.8668213963508606,0.8755146026611328,0.8147077441215516,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp015_ses-20210504_level-04B_run-004,sub-cp015,2,3,0.8426685810089112,0.8614713072776794,0.8788439512252808,0.91244455575943,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp015_ses-20210504_level-04B_run-006,sub-cp015,2,3,0.8498107433319092,0.8486602902412415,0.8736080527305603,0.8672829985618591,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp015_ses-20210504_level-04B_run-009,sub-cp015,2,3,0.8610821485519409,0.866413164138794,0.8905224204063416,0.9312449336051941,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp016_ses-20210528_level-01B_run-001,sub-cp016,1,0,0.9412672400474549,0.8890275955200195,0.8334661602973938,0.7677998185157776,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp016_ses-20210528_level-01B_run-007,sub-cp016,1,0,0.8976022839546204,0.8572125673294068,0.8094350695610046,0.7400260686874389,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp016_ses-20210528_level-01B_run-012,sub-cp016,1,0,0.9256770968437195,0.8790655016899109,0.8429725766181946,0.7776514410972595,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp016_ses-20210528_level-02B_run-003,sub-cp016,1,1,0.900936758518219,0.9102954864501953,0.8757644891738892,0.7612109541893005,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp016_ses-20210528_level-02B_run-008,sub-cp016,1,1,0.8913474440574646,0.9139620184898376,0.8402942657470703,0.7333151459693908,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp016_ses-20210528_level-02B_run-010,sub-cp016,1,1,0.8710411787033081,0.9094819307327271,0.8537035346031189,0.7282662034034729,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp016_ses-20210528_level-03B_run-002,sub-cp016,1,2,0.8249904990196228,0.8368510365486145,0.8703373432159424,0.726220166683197,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp016_ses-20210528_level-03B_run-005,sub-cp016,1,2,0.837298309803009,0.8552106976509094,0.8792425751686096,0.7325698018074036,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp016_ses-20210528_level-03B_run-011,sub-cp016,1,2,0.83471200466156,0.8501585841178894,0.8700618267059326,0.7245738267898559,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp016_ses-20210528_level-04B_run-004,sub-cp016,1,3,0.8377646923065185,0.8370941400527954,0.8693637251853943,0.9102120161056518,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp016_ses-20210528_level-04B_run-006,sub-cp016,1,3,0.8415432929992676,0.8273133039474487,0.8715654492378235,0.9295790553092956,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp016_ses-20210528_level-04B_run-009,sub-cp016,1,3,0.8474457859992981,0.8245807647705078,0.8645333290100098,0.8955187916755676,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp017_ses-20210521_level-01B_run-001,sub-cp017,5,0,0.9124095678329468,0.9061539530754089,0.8684915542602539,0.7979651927947998,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp017_ses-20210521_level-01B_run-007,sub-cp017,5,0,0.8881048560142517,0.889578354358673,0.8506395697593689,0.7531164288520813,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp017_ses-20210521_level-01B_run-012,sub-cp017,5,0,0.8611109137535096,0.8640028953552246,0.8268740892410278,0.7367899298667908,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp017_ses-20210521_level-02B_run-003,sub-cp017,5,1,0.8548755884170532,0.923670518398285,0.8995324850082398,0.756208074092865,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp017_ses-20210521_level-02B_run-008,sub-cp017,5,1,0.8226329207420349,0.8779734373092651,0.8448740005493164,0.7459033131599426,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp017_ses-20210521_level-02B_run-010,sub-cp017,5,1,0.8789051532745361,0.9149140954017639,0.8639159321784973,0.7889885663986206,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp017_ses-20210521_level-03B_run-002,sub-cp017,5,2,0.8319494843482971,0.8767219305038452,0.9102240085601807,0.7660587430000305,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp017_ses-20210521_level-03B_run-005,sub-cp017,5,2,0.8727132916450501,0.9014341354370117,0.9014532327651977,0.8087261080741882,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp017_ses-20210521_level-03B_run-011,sub-cp017,5,2,0.8494178652763367,0.8868876576423645,0.916041624546051,0.8054136276245117,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp017_ses-20210521_level-04B_run-004,sub-cp017,5,3,0.8307572960853576,0.8390028595924377,0.8616698265075684,0.9160973906517029,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp017_ses-20210521_level-04B_run-006,sub-cp017,5,3,0.8181991100311279,0.8291499733924865,0.8501626253128052,0.9107194066047668,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp017_ses-20210521_level-04B_run-009,sub-cp017,5,3,0.8257836103439331,0.8329998135566712,0.8486451029777526,0.8971656560897827,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
