run_key,subject_id,outer_fold,modality,seed,modality_available,task,target_score,prediction_raw,prediction_bounded,residual_bounded
sub-cp027_ses-20210722_level-01B_run-001,sub-cp027,1,eye_tracking_features,44,False,regression,1.0,2.4998236,2.4998236,-1.4998235702514648
sub-cp027_ses-20210722_level-01B_run-007,sub-cp027,1,eye_tracking_features,44,True,regression,1.0,1.5608116,1.5608116,-0.5608116388320923
sub-cp027_ses-20210722_level-01B_run-012,sub-cp027,1,eye_tracking_features,44,True,regression,1.0,1.9632766,1.9632766,-0.9632766246795654
sub-cp027_ses-20210722_level-02B_run-003,sub-cp027,1,eye_tracking_features,44,True,regression,2.0,1.3420243,1.3420243,0.6579756736755371
sub-cp027_ses-20210722_level-02B_run-008,sub-cp027,1,eye_tracking_features,44,True,regression,2.0,3.313314,3.313314,-1.3133139610290527
sub-cp027_ses-20210722_level-02B_run-010,sub-cp027,1,eye_tracking_features,44,True,regression,2.0,2.520892,2.520892,-0.5208919048309326
sub-cp027_ses-20210722_level-03B_run-002,sub-cp027,1,eye_tracking_features,44,False,regression,3.0,2.4998236,2.4998236,0.5001764297485352
sub-cp027_ses-20210722_level-03B_run-005,sub-cp027,1,eye_tracking_features,44,True,regression,3.0,2.548474,2.548474,0.4515259265899658
sub-cp027_ses-20210722_level-03B_run-011,sub-cp027,1,eye_tracking_features,44,True,regression,3.0,2.4046702,2.4046702,0.595329761505127
sub-cp027_ses-20210722_level-04B_run-004,sub-cp027,1,eye_tracking_features,44,True,regression,4.0,3.6088889,3.6088889,0.3911111354827881
sub-cp027_ses-20210722_level-04B_run-006,sub-cp027,1,eye_tracking_features,44,True,regression,4.0,3.249737,3.249737,0.750262975692749
sub-cp027_ses-20210722_level-04B_run-009,sub-cp027,1,eye_tracking_features,44,True,regression,4.0,2.9014893,2.9014893,1.0985107421875
sub-cp033_ses-20211215_level-01B_run-001,sub-cp033,1,eye_tracking_features,44,True,regression,1.0,2.3497403,2.3497403,-1.3497402667999268
sub-cp033_ses-20211215_level-01B_run-007,sub-cp033,1,eye_tracking_features,44,True,regression,1.0,2.8404083,2.8404083,-1.8404083251953125
sub-cp033_ses-20211215_level-01B_run-012,sub-cp033,1,eye_tracking_features,44,True,regression,1.0,1.9929688,1.9929688,-0.9929687976837158
sub-cp033_ses-20211215_level-02B_run-003,sub-cp033,1,eye_tracking_features,44,True,regression,2.0,2.8687701,2.8687701,-0.8687701225280762
sub-cp033_ses-20211215_level-02B_run-008,sub-cp033,1,eye_tracking_features,44,True,regression,2.0,2.7369752,2.7369752,-0.7369751930236816
sub-cp033_ses-20211215_level-02B_run-010,sub-cp033,1,eye_tracking_features,44,True,regression,2.0,2.782288,2.782288,-0.7822880744934082
sub-cp033_ses-20211215_level-03B_run-002,sub-cp033,1,eye_tracking_features,44,True,regression,3.0,2.102003,2.102003,0.8979969024658203
sub-cp033_ses-20211215_level-03B_run-005,sub-cp033,1,eye_tracking_features,44,True,regression,3.0,2.7939527,2.7939527,0.2060472965240478
sub-cp033_ses-20211215_level-03B_run-011,sub-cp033,1,eye_tracking_features,44,True,regression,3.0,2.6608024,2.6608024,0.3391976356506347
sub-cp033_ses-20211215_level-04B_run-004,sub-cp033,1,eye_tracking_features,44,True,regression,4.0,3.0493538,3.0493538,0.950646162033081
sub-cp033_ses-20211215_level-04B_run-006,sub-cp033,1,eye_tracking_features,44,True,regression,4.0,3.4512215,3.4512215,0.5487785339355469
sub-cp033_ses-20211215_level-04B_run-009,sub-cp033,1,eye_tracking_features,44,True,regression,4.0,4.0987296,4.0,0.0
sub-cp039_ses-20211219_level-01B_run-001,sub-cp039,1,eye_tracking_features,44,True,regression,1.0,3.55267,3.55267,-2.5526700019836426
sub-cp039_ses-20211219_level-01B_run-007,sub-cp039,1,eye_tracking_features,44,True,regression,1.0,3.1950755,3.1950755,-2.195075511932373
sub-cp039_ses-20211219_level-01B_run-012,sub-cp039,1,eye_tracking_features,44,True,regression,1.0,4.1857643,4.0,-3.0
sub-cp039_ses-20211219_level-02B_run-003,sub-cp039,1,eye_tracking_features,44,True,regression,2.0,3.7423975,3.7423975,-1.7423975467681885
sub-cp039_ses-20211219_level-02B_run-008,sub-cp039,1,eye_tracking_features,44,True,regression,2.0,3.527774,3.527774,-1.5277740955352783
sub-cp039_ses-20211219_level-02B_run-010,sub-cp039,1,eye_tracking_features,44,True,regression,2.0,3.6561887,3.6561887,-1.656188726425171
sub-cp039_ses-20211219_level-03B_run-002,sub-cp039,1,eye_tracking_features,44,True,regression,3.0,3.0057967,3.0057967,-0.0057966709136962
sub-cp039_ses-20211219_level-03B_run-005,sub-cp039,1,eye_tracking_features,44,True,regression,3.0,3.9783154,3.9783154,-0.9783153533935548
sub-cp039_ses-20211219_level-03B_run-011,sub-cp039,1,eye_tracking_features,44,True,regression,3.0,3.6918492,3.6918492,-0.6918492317199707
sub-cp039_ses-20211219_level-04B_run-004,sub-cp039,1,eye_tracking_features,44,True,regression,4.0,3.848763,3.848763,0.1512370109558105
sub-cp039_ses-20211219_level-04B_run-006,sub-cp039,1,eye_tracking_features,44,True,regression,4.0,4.251299,4.0,0.0
sub-cp039_ses-20211219_level-04B_run-009,sub-cp039,1,eye_tracking_features,44,True,regression,4.0,2.8393357,2.8393357,1.1606643199920654
sub-cp043_ses-20220127_level-01B_run-001,sub-cp043,1,eye_tracking_features,44,True,regression,1.0,2.0136626,2.0136626,-1.013662576675415
sub-cp043_ses-20220127_level-01B_run-007,sub-cp043,1,eye_tracking_features,44,True,regression,1.0,1.1304812,1.1304812,-0.1304812431335449
sub-cp043_ses-20220127_level-01B_run-012,sub-cp043,1,eye_tracking_features,44,True,regression,1.0,2.2003345,2.2003345,-1.200334548950195
sub-cp043_ses-20220127_level-02B_run-003,sub-cp043,1,eye_tracking_features,44,True,regression,2.0,1.9436924,1.9436924,0.0563075542449951
sub-cp043_ses-20220127_level-02B_run-008,sub-cp043,1,eye_tracking_features,44,True,regression,2.0,1.7415785,1.7415785,0.2584215402603149
sub-cp043_ses-20220127_level-02B_run-010,sub-cp043,1,eye_tracking_features,44,True,regression,2.0,1.5256308,1.5256308,0.4743691682815552
sub-cp043_ses-20220127_level-03B_run-002,sub-cp043,1,eye_tracking_features,44,True,regression,3.0,2.6524658,2.6524658,0.3475341796875
sub-cp043_ses-20220127_level-03B_run-005,sub-cp043,1,eye_tracking_features,44,True,regression,3.0,2.2245228,2.2245228,0.7754771709442139
sub-cp043_ses-20220127_level-03B_run-011,sub-cp043,1,eye_tracking_features,44,True,regression,3.0,2.124802,2.124802,0.8751978874206543
sub-cp043_ses-20220127_level-04B_run-004,sub-cp043,1,eye_tracking_features,44,True,regression,4.0,1.3113737,1.3113737,2.688626289367676
sub-cp043_ses-20220127_level-04B_run-006,sub-cp043,1,eye_tracking_features,44,True,regression,4.0,1.9316225,1.9316225,2.068377494812012
sub-cp043_ses-20220127_level-04B_run-009,sub-cp043,1,eye_tracking_features,44,True,regression,4.0,2.4828956,2.4828956,1.5171043872833252
sub-cp009_ses-20210129_level-01B_run-001,sub-cp009,2,eye_tracking_features,44,True,regression,1.0,2.0383863,2.0383863,-1.038386344909668
sub-cp009_ses-20210129_level-01B_run-007,sub-cp009,2,eye_tracking_features,44,True,regression,1.0,2.557517,2.557517,-1.5575170516967771
sub-cp009_ses-20210129_level-01B_run-012,sub-cp009,2,eye_tracking_features,44,True,regression,1.0,2.3809648,2.3809648,-1.380964756011963
sub-cp009_ses-20210129_level-02B_run-003,sub-cp009,2,eye_tracking_features,44,True,regression,2.0,2.986615,2.986615,-0.9866149425506592
sub-cp009_ses-20210129_level-02B_run-008,sub-cp009,2,eye_tracking_features,44,True,regression,2.0,3.3403134,3.3403134,-1.34031343460083
sub-cp009_ses-20210129_level-02B_run-010,sub-cp009,2,eye_tracking_features,44,True,regression,2.0,2.624747,2.624747,-0.6247470378875732
sub-cp009_ses-20210129_level-03B_run-002,sub-cp009,2,eye_tracking_features,44,True,regression,3.0,2.6227922,2.6227922,0.3772077560424804
sub-cp009_ses-20210129_level-03B_run-005,sub-cp009,2,eye_tracking_features,44,True,regression,3.0,2.5319672,2.5319672,0.4680328369140625
sub-cp009_ses-20210129_level-03B_run-011,sub-cp009,2,eye_tracking_features,44,True,regression,3.0,2.3377795,2.3377795,0.6622204780578613
sub-cp009_ses-20210129_level-04B_run-004,sub-cp009,2,eye_tracking_features,44,True,regression,4.0,2.7975073,2.7975073,1.2024927139282229
sub-cp009_ses-20210129_level-04B_run-006,sub-cp009,2,eye_tracking_features,44,True,regression,4.0,1.3444312,1.3444312,2.655568838119507
sub-cp009_ses-20210129_level-04B_run-009,sub-cp009,2,eye_tracking_features,44,True,regression,4.0,3.3338995,3.3338995,0.6661005020141602
sub-cp013_ses-20210319_level-01B_run-001,sub-cp013,2,eye_tracking_features,44,True,regression,1.0,2.729145,2.729145,-1.729145050048828
sub-cp013_ses-20210319_level-01B_run-007,sub-cp013,2,eye_tracking_features,44,True,regression,1.0,0.9420171,1.0,0.0
sub-cp013_ses-20210319_level-01B_run-012,sub-cp013,2,eye_tracking_features,44,True,regression,1.0,1.9144917,1.9144917,-0.9144916534423828
sub-cp013_ses-20210319_level-02B_run-003,sub-cp013,2,eye_tracking_features,44,True,regression,2.0,2.3859816,2.3859816,-0.3859815597534179
sub-cp013_ses-20210319_level-02B_run-008,sub-cp013,2,eye_tracking_features,44,True,regression,2.0,2.8308098,2.8308098,-0.8308098316192627
sub-cp013_ses-20210319_level-02B_run-010,sub-cp013,2,eye_tracking_features,44,True,regression,2.0,2.2047753,2.2047753,-0.204775333404541
sub-cp013_ses-20210319_level-03B_run-002,sub-cp013,2,eye_tracking_features,44,True,regression,3.0,2.7885199,2.7885199,0.2114801406860351
sub-cp013_ses-20210319_level-03B_run-005,sub-cp013,2,eye_tracking_features,44,True,regression,3.0,1.9199907,1.9199907,1.0800093412399292
sub-cp013_ses-20210319_level-03B_run-011,sub-cp013,2,eye_tracking_features,44,True,regression,3.0,2.0169268,2.0169268,0.9830732345581056
sub-cp013_ses-20210319_level-04B_run-004,sub-cp013,2,eye_tracking_features,44,True,regression,4.0,2.4679754,2.4679754,1.532024621963501
sub-cp013_ses-20210319_level-04B_run-006,sub-cp013,2,eye_tracking_features,44,True,regression,4.0,3.3352816,3.3352816,0.6647183895111084
sub-cp013_ses-20210319_level-04B_run-009,sub-cp013,2,eye_tracking_features,44,True,regression,4.0,1.6458806,1.6458806,2.3541194200515747
sub-cp015_ses-20210504_level-01B_run-001,sub-cp015,2,eye_tracking_features,44,True,regression,1.0,1.0081186,1.0081186,-0.0081186294555664
sub-cp015_ses-20210504_level-01B_run-007,sub-cp015,2,eye_tracking_features,44,True,regression,1.0,2.6562529,2.6562529,-1.6562528610229492
sub-cp015_ses-20210504_level-01B_run-012,sub-cp015,2,eye_tracking_features,44,True,regression,1.0,2.0491538,2.0491538,-1.0491538047790527
sub-cp015_ses-20210504_level-02B_run-003,sub-cp015,2,eye_tracking_features,44,True,regression,2.0,1.4743744,1.4743744,0.5256255865097046
sub-cp015_ses-20210504_level-02B_run-008,sub-cp015,2,eye_tracking_features,44,True,regression,2.0,1.7569734,1.7569734,0.2430266141891479
sub-cp015_ses-20210504_level-02B_run-010,sub-cp015,2,eye_tracking_features,44,True,regression,2.0,3.064079,3.064079,-1.0640790462493896
sub-cp015_ses-20210504_level-03B_run-002,sub-cp015,2,eye_tracking_features,44,True,regression,3.0,2.1035304,2.1035304,0.8964695930480957
sub-cp015_ses-20210504_level-03B_run-005,sub-cp015,2,eye_tracking_features,44,True,regression,3.0,1.9128114,1.9128114,1.0871886014938354
sub-cp015_ses-20210504_level-03B_run-011,sub-cp015,2,eye_tracking_features,44,True,regression,3.0,1.9935431,1.9935431,1.0064568519592283
sub-cp015_ses-20210504_level-04B_run-004,sub-cp015,2,eye_tracking_features,44,True,regression,4.0,2.1001468,2.1001468,1.899853229522705
sub-cp015_ses-20210504_level-04B_run-006,sub-cp015,2,eye_tracking_features,44,True,regression,4.0,3.0559878,3.0559878,0.94401216506958
sub-cp015_ses-20210504_level-04B_run-009,sub-cp015,2,eye_tracking_features,44,True,regression,4.0,3.4524343,3.4524343,0.5475656986236572
sub-cp020_ses-20210604_level-01B_run-001,sub-cp020,2,eye_tracking_features,44,True,regression,1.0,0.52387786,1.0,0.0
sub-cp020_ses-20210604_level-01B_run-007,sub-cp020,2,eye_tracking_features,44,True,regression,1.0,1.6393001,1.6393001,-0.6393001079559326
sub-cp020_ses-20210604_level-01B_run-012,sub-cp020,2,eye_tracking_features,44,True,regression,1.0,1.7892175,1.7892175,-0.789217472076416
sub-cp020_ses-20210604_level-02B_run-003,sub-cp020,2,eye_tracking_features,44,True,regression,2.0,1.2567279,1.2567279,0.743272066116333
sub-cp020_ses-20210604_level-02B_run-008,sub-cp020,2,eye_tracking_features,44,True,regression,2.0,1.4393349,1.4393349,0.5606651306152344
sub-cp020_ses-20210604_level-02B_run-010,sub-cp020,2,eye_tracking_features,44,True,regression,2.0,1.4881985,1.4881985,0.5118014812469482
sub-cp020_ses-20210604_level-03B_run-002,sub-cp020,2,eye_tracking_features,44,True,regression,3.0,3.5534132,3.5534132,-0.5534131526947021
sub-cp020_ses-20210604_level-03B_run-005,sub-cp020,2,eye_tracking_features,44,True,regression,3.0,2.3066437,2.3066437,0.6933562755584717
sub-cp020_ses-20210604_level-03B_run-011,sub-cp020,2,eye_tracking_features,44,True,regression,3.0,1.8662884,1.8662884,1.133711576461792
sub-cp020_ses-20210604_level-04B_run-004,sub-cp020,2,eye_tracking_features,44,True,regression,4.0,2.7788334,2.7788334,1.2211666107177734
sub-cp020_ses-20210604_level-04B_run-006,sub-cp020,2,eye_tracking_features,44,True,regression,4.0,2.1870768,2.1870768,1.8129231929779053
sub-cp020_ses-20210604_level-04B_run-009,sub-cp020,2,eye_tracking_features,44,True,regression,4.0,1.8498583,1.8498583,2.150141716003418
sub-cp026_ses-20210716_level-01B_run-001,sub-cp026,2,eye_tracking_features,44,True,regression,1.0,2.6664433,2.6664433,-1.6664433479309082
sub-cp026_ses-20210716_level-01B_run-007,sub-cp026,2,eye_tracking_features,44,True,regression,1.0,2.168017,2.168017,-1.1680169105529783
sub-cp026_ses-20210716_level-01B_run-012,sub-cp026,2,eye_tracking_features,44,True,regression,1.0,2.3504941,2.3504941,-1.350494146347046
sub-cp026_ses-20210716_level-02B_run-003,sub-cp026,2,eye_tracking_features,44,True,regression,2.0,2.6771383,2.6771383,-0.6771383285522461
sub-cp026_ses-20210716_level-02B_run-008,sub-cp026,2,eye_tracking_features,44,True,regression,2.0,3.2422576,3.2422576,-1.242257595062256
sub-cp026_ses-20210716_level-02B_run-010,sub-cp026,2,eye_tracking_features,44,True,regression,2.0,2.6663637,2.6663637,-0.6663637161254883
sub-cp026_ses-20210716_level-03B_run-002,sub-cp026,2,eye_tracking_features,44,True,regression,3.0,2.890536,2.890536,0.1094639301300048
sub-cp026_ses-20210716_level-03B_run-005,sub-cp026,2,eye_tracking_features,44,True,regression,3.0,3.315804,3.315804,-0.3158040046691894
sub-cp026_ses-20210716_level-03B_run-011,sub-cp026,2,eye_tracking_features,44,True,regression,3.0,2.9612215,2.9612215,0.03877854347229
sub-cp026_ses-20210716_level-04B_run-004,sub-cp026,2,eye_tracking_features,44,True,regression,4.0,3.2552881,3.2552881,0.7447118759155273
sub-cp026_ses-20210716_level-04B_run-006,sub-cp026,2,eye_tracking_features,44,True,regression,4.0,3.688173,3.688173,0.3118269443511963
sub-cp026_ses-20210716_level-04B_run-009,sub-cp026,2,eye_tracking_features,44,True,regression,4.0,2.7152834,2.7152834,1.2847166061401367
sub-cp031_ses-20211216_level-01B_run-001,sub-cp031,2,eye_tracking_features,44,True,regression,1.0,1.4235747,1.4235747,-0.423574686050415
sub-cp031_ses-20211216_level-01B_run-007,sub-cp031,2,eye_tracking_features,44,True,regression,1.0,2.031649,2.031649,-1.031649112701416
sub-cp031_ses-20211216_level-02B_run-003,sub-cp031,2,eye_tracking_features,44,True,regression,2.0,0.6499429,1.0,1.0
sub-cp031_ses-20211216_level-02B_run-008,sub-cp031,2,eye_tracking_features,44,True,regression,2.0,1.6892467,1.6892467,0.3107533454895019
sub-cp031_ses-20211216_level-02B_run-010,sub-cp031,2,eye_tracking_features,44,True,regression,2.0,2.0745246,2.0745246,-0.0745246410369873
sub-cp031_ses-20211216_level-02B_run-012,sub-cp031,2,eye_tracking_features,44,True,regression,2.0,0.9678385,1.0,1.0
sub-cp031_ses-20211216_level-03B_run-002,sub-cp031,2,eye_tracking_features,44,True,regression,3.0,2.4405198,2.4405198,0.5594801902770996
sub-cp031_ses-20211216_level-03B_run-005,sub-cp031,2,eye_tracking_features,44,True,regression,3.0,2.7338655,2.7338655,0.26613450050354
sub-cp031_ses-20211216_level-03B_run-011,sub-cp031,2,eye_tracking_features,44,True,regression,3.0,2.1052115,2.1052115,0.8947885036468506
sub-cp031_ses-20211216_level-04B_run-004,sub-cp031,2,eye_tracking_features,44,True,regression,4.0,3.264934,3.264934,0.7350659370422363
sub-cp031_ses-20211216_level-04B_run-006,sub-cp031,2,eye_tracking_features,44,True,regression,4.0,2.417295,2.417295,1.582705020904541
sub-cp031_ses-20211216_level-04B_run-009,sub-cp031,2,eye_tracking_features,44,True,regression,4.0,2.1434212,2.1434212,1.8565788269042969
sub-cp038_ses-20220112_level-01B_run-001,sub-cp038,2,eye_tracking_features,44,True,regression,1.0,2.865794,2.865794,-1.8657939434051516
sub-cp038_ses-20220112_level-01B_run-007,sub-cp038,2,eye_tracking_features,44,True,regression,1.0,1.761379,1.761379,-0.7613790035247803
sub-cp038_ses-20220112_level-01B_run-012,sub-cp038,2,eye_tracking_features,44,True,regression,1.0,1.5239443,1.5239443,-0.5239442586898804
sub-cp038_ses-20220112_level-02B_run-003,sub-cp038,2,eye_tracking_features,44,True,regression,2.0,2.9519532,2.9519532,-0.9519531726837158
sub-cp038_ses-20220112_level-02B_run-008,sub-cp038,2,eye_tracking_features,44,True,regression,2.0,1.4834428,1.4834428,0.5165572166442871
sub-cp038_ses-20220112_level-02B_run-010,sub-cp038,2,eye_tracking_features,44,True,regression,2.0,2.5212007,2.5212007,-0.5212006568908691
sub-cp038_ses-20220112_level-03B_run-002,sub-cp038,2,eye_tracking_features,44,True,regression,3.0,3.4631438,3.4631438,-0.4631438255310058
sub-cp038_ses-20220112_level-03B_run-005,sub-cp038,2,eye_tracking_features,44,True,regression,3.0,2.146058,2.146058,0.8539419174194336
sub-cp038_ses-20220112_level-03B_run-011,sub-cp038,2,eye_tracking_features,44,True,regression,3.0,2.4716167,2.4716167,0.5283832550048828
sub-cp038_ses-20220112_level-04B_run-004,sub-cp038,2,eye_tracking_features,44,True,regression,4.0,1.4847448,1.4847448,2.515255212783813
sub-cp038_ses-20220112_level-04B_run-006,sub-cp038,2,eye_tracking_features,44,True,regression,4.0,3.3231568,3.3231568,0.6768431663513184
sub-cp038_ses-20220112_level-04B_run-009,sub-cp038,2,eye_tracking_features,44,True,regression,4.0,2.6982422,2.6982422,1.3017578125
sub-cp008_ses-20210503_level-01B_run-001,sub-cp008,3,eye_tracking_features,44,True,regression,1.0,1.571727,1.571727,-0.5717270374298096
sub-cp008_ses-20210503_level-01B_run-007,sub-cp008,3,eye_tracking_features,44,True,regression,1.0,2.247101,2.247101,-1.247101068496704
sub-cp008_ses-20210503_level-01B_run-012,sub-cp008,3,eye_tracking_features,44,True,regression,1.0,1.3225565,1.3225565,-0.3225564956665039
sub-cp008_ses-20210503_level-02B_run-003,sub-cp008,3,eye_tracking_features,44,True,regression,2.0,3.4721675,3.4721675,-1.4721674919128418
sub-cp008_ses-20210503_level-02B_run-008,sub-cp008,3,eye_tracking_features,44,True,regression,2.0,2.9479728,2.9479728,-0.9479727745056152
sub-cp008_ses-20210503_level-02B_run-010,sub-cp008,3,eye_tracking_features,44,True,regression,2.0,1.1964388,1.1964388,0.8035612106323242
sub-cp008_ses-20210503_level-03B_run-002,sub-cp008,3,eye_tracking_features,44,True,regression,3.0,2.987197,2.987197,0.0128030776977539
sub-cp008_ses-20210503_level-03B_run-005,sub-cp008,3,eye_tracking_features,44,True,regression,3.0,3.629551,3.629551,-0.6295509338378906
sub-cp008_ses-20210503_level-03B_run-011,sub-cp008,3,eye_tracking_features,44,True,regression,3.0,3.2229562,3.2229562,-0.2229561805725097
sub-cp008_ses-20210503_level-04B_run-004,sub-cp008,3,eye_tracking_features,44,True,regression,4.0,3.8155763,3.8155763,0.1844236850738525
sub-cp008_ses-20210503_level-04B_run-006,sub-cp008,3,eye_tracking_features,44,True,regression,4.0,3.8817105,3.8817105,0.1182894706726074
sub-cp008_ses-20210503_level-04B_run-009,sub-cp008,3,eye_tracking_features,44,True,regression,4.0,3.6281424,3.6281424,0.3718576431274414
sub-cp014_ses-20211112_level-01B_run-001,sub-cp014,3,eye_tracking_features,44,True,regression,1.0,2.4782057,2.4782057,-1.478205680847168
sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,3,eye_tracking_features,44,True,regression,1.0,1.4370601,1.4370601,-0.4370601177215576
sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,3,eye_tracking_features,44,True,regression,1.0,1.8758073,1.8758073,-0.8758072853088379
sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,3,eye_tracking_features,44,True,regression,2.0,1.9395074,1.9395074,0.0604926347732543
sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,3,eye_tracking_features,44,True,regression,2.0,2.4011874,2.4011874,-0.4011874198913574
sub-cp014_ses-20211112_level-02B_run-010,sub-cp014,3,eye_tracking_features,44,True,regression,2.0,1.564024,1.564024,0.4359760284423828
sub-cp014_ses-20211112_level-03B_run-002,sub-cp014,3,eye_tracking_features,44,True,regression,3.0,1.7041986,1.7041986,1.2958014011383057
sub-cp014_ses-20211112_level-03B_run-005,sub-cp014,3,eye_tracking_features,44,True,regression,3.0,2.0414462,2.0414462,0.9585537910461426
sub-cp014_ses-20211112_level-03B_run-011,sub-cp014,3,eye_tracking_features,44,True,regression,3.0,2.7363605,2.7363605,0.2636394500732422
sub-cp014_ses-20211112_level-04B_run-004,sub-cp014,3,eye_tracking_features,44,True,regression,4.0,1.8856971,1.8856971,2.11430287361145
sub-cp014_ses-20211112_level-04B_run-006,sub-cp014,3,eye_tracking_features,44,True,regression,4.0,2.4894874,2.4894874,1.5105125904083252
sub-cp014_ses-20211112_level-04B_run-009,sub-cp014,3,eye_tracking_features,44,True,regression,4.0,1.4452629,1.4452629,2.554737091064453
sub-cp019_ses-20210625_level-01B_run-001,sub-cp019,3,eye_tracking_features,44,True,regression,1.0,0.97045493,1.0,0.0
sub-cp019_ses-20210625_level-01B_run-007,sub-cp019,3,eye_tracking_features,44,True,regression,1.0,0.9863329,1.0,0.0
sub-cp019_ses-20210625_level-01B_run-012,sub-cp019,3,eye_tracking_features,44,True,regression,1.0,0.55814457,1.0,0.0
sub-cp019_ses-20210625_level-02B_run-003,sub-cp019,3,eye_tracking_features,44,True,regression,2.0,2.5535376,2.5535376,-0.5535376071929932
sub-cp019_ses-20210625_level-02B_run-008,sub-cp019,3,eye_tracking_features,44,True,regression,2.0,1.6733596,1.6733596,0.3266403675079345
sub-cp019_ses-20210625_level-02B_run-010,sub-cp019,3,eye_tracking_features,44,True,regression,2.0,1.9977423,1.9977423,0.0022577047348022
sub-cp019_ses-20210625_level-03B_run-002,sub-cp019,3,eye_tracking_features,44,True,regression,3.0,2.1457326,2.1457326,0.8542673587799072
sub-cp019_ses-20210625_level-03B_run-005,sub-cp019,3,eye_tracking_features,44,True,regression,3.0,2.3192003,2.3192003,0.6807997226715088
sub-cp019_ses-20210625_level-03B_run-011,sub-cp019,3,eye_tracking_features,44,True,regression,3.0,2.3159995,2.3159995,0.6840004920959473
sub-cp019_ses-20210625_level-04B_run-004,sub-cp019,3,eye_tracking_features,44,True,regression,4.0,2.3152714,2.3152714,1.6847286224365234
sub-cp019_ses-20210625_level-04B_run-006,sub-cp019,3,eye_tracking_features,44,True,regression,4.0,2.3385115,2.3385115,1.6614885330200195
sub-cp019_ses-20210625_level-04B_run-009,sub-cp019,3,eye_tracking_features,44,True,regression,4.0,2.2981932,2.2981932,1.7018067836761477
sub-cp023_ses-20210628_level-01B_run-001,sub-cp023,3,eye_tracking_features,44,True,regression,1.0,1.3503025,1.3503025,-0.3503024578094482
sub-cp023_ses-20210628_level-01B_run-007,sub-cp023,3,eye_tracking_features,44,True,regression,1.0,1.1082714,1.1082714,-0.1082713603973388
sub-cp023_ses-20210628_level-01B_run-012,sub-cp023,3,eye_tracking_features,44,True,regression,1.0,2.4447386,2.4447386,-1.4447386264801023
sub-cp023_ses-20210628_level-02B_run-003,sub-cp023,3,eye_tracking_features,44,True,regression,2.0,2.1601932,2.1601932,-0.1601932048797607
sub-cp023_ses-20210628_level-02B_run-008,sub-cp023,3,eye_tracking_features,44,True,regression,2.0,2.4079788,2.4079788,-0.4079787731170654
sub-cp023_ses-20210628_level-02B_run-010,sub-cp023,3,eye_tracking_features,44,True,regression,2.0,2.834062,2.834062,-0.8340620994567871
sub-cp023_ses-20210628_level-03B_run-002,sub-cp023,3,eye_tracking_features,44,True,regression,3.0,3.9318223,3.9318223,-0.9318222999572754
sub-cp023_ses-20210628_level-03B_run-005,sub-cp023,3,eye_tracking_features,44,True,regression,3.0,3.6156952,3.6156952,-0.6156952381134033
sub-cp023_ses-20210628_level-03B_run-011,sub-cp023,3,eye_tracking_features,44,True,regression,3.0,2.6659648,2.6659648,0.3340351581573486
sub-cp023_ses-20210628_level-04B_run-004,sub-cp023,3,eye_tracking_features,44,True,regression,4.0,3.6453772,3.6453772,0.3546228408813476
sub-cp023_ses-20210628_level-04B_run-006,sub-cp023,3,eye_tracking_features,44,True,regression,4.0,3.5334413,3.5334413,0.4665586948394775
sub-cp023_ses-20210628_level-04B_run-009,sub-cp023,3,eye_tracking_features,44,True,regression,4.0,4.2783656,4.0,0.0
sub-cp024_ses-20210629_level-01B_run-001,sub-cp024,3,eye_tracking_features,44,True,regression,1.0,1.3942916,1.3942916,-0.3942916393280029
sub-cp024_ses-20210629_level-01B_run-007,sub-cp024,3,eye_tracking_features,44,True,regression,1.0,2.067687,2.067687,-1.0676870346069336
sub-cp024_ses-20210629_level-01B_run-012,sub-cp024,3,eye_tracking_features,44,True,regression,1.0,1.8833563,1.8833563,-0.8833563327789307
sub-cp024_ses-20210629_level-02B_run-003,sub-cp024,3,eye_tracking_features,44,True,regression,2.0,2.9769108,2.9769108,-0.9769108295440674
sub-cp024_ses-20210629_level-02B_run-008,sub-cp024,3,eye_tracking_features,44,True,regression,2.0,2.7844083,2.7844083,-0.7844083309173584
sub-cp024_ses-20210629_level-02B_run-010,sub-cp024,3,eye_tracking_features,44,True,regression,2.0,2.0783777,2.0783777,-0.0783777236938476
sub-cp024_ses-20210629_level-03B_run-002,sub-cp024,3,eye_tracking_features,44,True,regression,3.0,3.9559574,3.9559574,-0.9559574127197266
sub-cp024_ses-20210629_level-03B_run-005,sub-cp024,3,eye_tracking_features,44,True,regression,3.0,3.6829324,3.6829324,-0.6829323768615723
sub-cp024_ses-20210629_level-03B_run-011,sub-cp024,3,eye_tracking_features,44,True,regression,3.0,2.539494,2.539494,0.4605059623718261
sub-cp024_ses-20210629_level-04B_run-004,sub-cp024,3,eye_tracking_features,44,True,regression,4.0,3.5024369,3.5024369,0.4975631237030029
sub-cp024_ses-20210629_level-04B_run-006,sub-cp024,3,eye_tracking_features,44,True,regression,4.0,3.460468,3.460468,0.539531946182251
sub-cp024_ses-20210629_level-04B_run-009,sub-cp024,3,eye_tracking_features,44,True,regression,4.0,1.8548226,1.8548226,2.145177364349365
