run_key,subject_id,outer_fold,target_score,prediction_raw,prediction_bounded,residual_bounded,model,source_path,source_sha256,derived_readonly_reference
sub-cp011_ses-20210408_level-03B_run-005,sub-cp011,1,3.0,3.064563049519701,3.064563049519701,-0.06456304951970093,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp011_ses-20210408_level-03B_run-011,sub-cp011,1,3.0,3.025455593086897,3.025455593086897,-0.025455593086896933,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp011_ses-20210408_level-04B_run-004,sub-cp011,1,4.0,2.995675426788539,2.995675426788539,1.004324573211461,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp011_ses-20210408_level-04B_run-006,sub-cp011,1,4.0,3.700364881460593,3.700364881460593,0.29963511853940705,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp011_ses-20210408_level-04B_run-009,sub-cp011,1,4.0,3.3098745364441355,3.3098745364441355,0.6901254635558645,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp012_ses-20210723_level-01B_run-001,sub-cp012,4,1.0,1.2740538916019442,1.2740538916019442,-0.27405389160194416,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp012_ses-20210723_level-01B_run-007,sub-cp012,4,1.0,1.3480400705235485,1.3480400705235485,-0.34804007052354846,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp012_ses-20210723_level-01B_run-012,sub-cp012,4,1.0,1.2950375866418338,1.2950375866418338,-0.29503758664183377,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp012_ses-20210723_level-02B_run-003,sub-cp012,4,2.0,2.1621937050935496,2.1621937050935496,-0.16219370509354958,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp012_ses-20210723_level-02B_run-008,sub-cp012,4,2.0,2.1227433442440082,2.1227433442440082,-0.12274334424400823,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp012_ses-20210723_level-02B_run-010,sub-cp012,4,2.0,1.9774306080328379,1.9774306080328379,0.022569391967162122,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp012_ses-20210723_level-03B_run-002,sub-cp012,4,3.0,3.019850870984148,3.019850870984148,-0.01985087098414784,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp012_ses-20210723_level-03B_run-005,sub-cp012,4,3.0,2.939941166046153,2.939941166046153,0.060058833953847035,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp012_ses-20210723_level-03B_run-011,sub-cp012,4,3.0,3.034288013708516,3.034288013708516,-0.034288013708516196,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp012_ses-20210723_level-04B_run-004,sub-cp012,4,4.0,3.998927532408979,3.998927532408979,0.0010724675910211978,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp012_ses-20210723_level-04B_run-006,sub-cp012,4,4.0,3.8551716492405204,3.8551716492405204,0.14482835075947964,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp012_ses-20210723_level-04B_run-009,sub-cp012,4,4.0,3.726373694882966,3.726373694882966,0.273626305117034,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp013_ses-20210319_level-01B_run-001,sub-cp013,2,1.0,2.67959703743833,2.67959703743833,-1.67959703743833,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp013_ses-20210319_level-01B_run-007,sub-cp013,2,1.0,2.1242089441738705,2.1242089441738705,-1.1242089441738705,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp013_ses-20210319_level-01B_run-012,sub-cp013,2,1.0,1.6863861764249388,1.6863861764249388,-0.6863861764249388,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp013_ses-20210319_level-02B_run-003,sub-cp013,2,2.0,2.9931507649724898,2.9931507649724898,-0.9931507649724898,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp013_ses-20210319_level-02B_run-008,sub-cp013,2,2.0,3.3670905967908396,3.3670905967908396,-1.3670905967908396,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp013_ses-20210319_level-02B_run-010,sub-cp013,2,2.0,2.5996504848833384,2.5996504848833384,-0.5996504848833384,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp013_ses-20210319_level-03B_run-002,sub-cp013,2,3.0,2.919667303885501,2.919667303885501,0.08033269611449878,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp013_ses-20210319_level-03B_run-005,sub-cp013,2,3.0,3.7654670132698747,3.7654670132698747,-0.7654670132698747,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp013_ses-20210319_level-03B_run-011,sub-cp013,2,3.0,3.584380290359438,3.584380290359438,-0.5843802903594382,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp013_ses-20210319_level-04B_run-004,sub-cp013,2,4.0,3.764313575614936,3.764313575614936,0.23568642438506382,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp013_ses-20210319_level-04B_run-006,sub-cp013,2,4.0,3.4534037561263218,3.4534037561263218,0.5465962438736782,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp013_ses-20210319_level-04B_run-009,sub-cp013,2,4.0,3.4268918969975153,3.4268918969975153,0.5731081030024847,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp014_ses-20211112_level-01B_run-001,sub-cp014,3,1.0,1.282858325247578,1.282858325247578,-0.28285832524757804,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,3,1.0,1.183468423774861,1.183468423774861,-0.18346842377486094,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,3,1.0,1.1646865663976047,1.1646865663976047,-0.1646865663976047,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,3,2.0,1.8638786914901708,1.8638786914901708,0.13612130850982918,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,3,2.0,2.285882746335037,2.285882746335037,-0.28588274633503685,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp014_ses-20211112_level-02B_run-010,sub-cp014,3,2.0,1.770346833632546,1.770346833632546,0.22965316636745392,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp014_ses-20211112_level-03B_run-002,sub-cp014,3,3.0,2.9045002472617965,2.9045002472617965,0.09549975273820355,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp014_ses-20211112_level-03B_run-005,sub-cp014,3,3.0,3.343205748749137,3.343205748749137,-0.3432057487491371,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp014_ses-20211112_level-03B_run-011,sub-cp014,3,3.0,3.172177318932771,3.172177318932771,-0.17217731893277088,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp014_ses-20211112_level-04B_run-004,sub-cp014,3,4.0,3.629964133695313,3.629964133695313,0.3700358663046872,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp014_ses-20211112_level-04B_run-006,sub-cp014,3,4.0,3.933843097944871,3.933843097944871,0.06615690205512914,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp014_ses-20211112_level-04B_run-009,sub-cp014,3,4.0,3.8589785644500494,3.8589785644500494,0.1410214355499506,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp015_ses-20210504_level-01B_run-001,sub-cp015,2,1.0,0.716883271194228,1.0,0.0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp015_ses-20210504_level-01B_run-007,sub-cp015,2,1.0,1.0591635365495475,1.0591635365495475,-0.059163536549547535,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp015_ses-20210504_level-01B_run-012,sub-cp015,2,1.0,1.2263366032235736,1.2263366032235736,-0.22633660322357363,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp015_ses-20210504_level-02B_run-003,sub-cp015,2,2.0,1.8750140617023068,1.8750140617023068,0.12498593829769322,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp015_ses-20210504_level-02B_run-008,sub-cp015,2,2.0,1.6295802361206366,1.6295802361206366,0.3704197638793634,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp015_ses-20210504_level-02B_run-010,sub-cp015,2,2.0,1.5763677707550499,1.5763677707550499,0.42363222924495014,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp015_ses-20210504_level-03B_run-002,sub-cp015,2,3.0,2.817261014339565,2.817261014339565,0.18273898566043512,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp015_ses-20210504_level-03B_run-005,sub-cp015,2,3.0,2.893387357500766,2.893387357500766,0.10661264249923397,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp015_ses-20210504_level-03B_run-011,sub-cp015,2,3.0,2.1773462741591865,2.1773462741591865,0.8226537258408135,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp015_ses-20210504_level-04B_run-004,sub-cp015,2,4.0,4.256085383956624,4.0,0.0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp015_ses-20210504_level-04B_run-006,sub-cp015,2,4.0,3.4641207656564794,3.4641207656564794,0.5358792343435206,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp015_ses-20210504_level-04B_run-009,sub-cp015,2,4.0,3.899513619245044,3.899513619245044,0.10048638075495608,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp016_ses-20210528_level-01B_run-001,sub-cp016,1,1.0,1.0154906922138935,1.0154906922138935,-0.015490692213893542,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp016_ses-20210528_level-01B_run-007,sub-cp016,1,1.0,0.8410565523870271,1.0,0.0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp016_ses-20210528_level-01B_run-012,sub-cp016,1,1.0,1.0617298737212189,1.0617298737212189,-0.06172987372121885,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp016_ses-20210528_level-02B_run-003,sub-cp016,1,2.0,1.5189104094752133,1.5189104094752133,0.4810895905247867,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp016_ses-20210528_level-02B_run-008,sub-cp016,1,2.0,1.7973157644949591,1.7973157644949591,0.2026842355050409,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp016_ses-20210528_level-02B_run-010,sub-cp016,1,2.0,2.1199742583309016,2.1199742583309016,-0.11997425833090158,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp016_ses-20210528_level-03B_run-002,sub-cp016,1,3.0,3.1107807591037684,3.1107807591037684,-0.11078075910376839,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp016_ses-20210528_level-03B_run-005,sub-cp016,1,3.0,3.035076878257238,3.035076878257238,-0.03507687825723815,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp016_ses-20210528_level-03B_run-011,sub-cp016,1,3.0,2.873578070279801,2.873578070279801,0.12642192972019917,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp016_ses-20210528_level-04B_run-004,sub-cp016,1,4.0,3.8291007669702317,3.8291007669702317,0.17089923302976828,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp016_ses-20210528_level-04B_run-006,sub-cp016,1,4.0,4.053768438316775,4.0,0.0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp016_ses-20210528_level-04B_run-009,sub-cp016,1,4.0,3.693597452574063,3.693597452574063,0.30640254742593687,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp017_ses-20210521_level-01B_run-001,sub-cp017,5,1.0,1.4077665102673111,1.4077665102673111,-0.40776651026731114,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp017_ses-20210521_level-01B_run-007,sub-cp017,5,1.0,1.2433993597026647,1.2433993597026647,-0.24339935970266469,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp017_ses-20210521_level-01B_run-012,sub-cp017,5,1.0,1.2761716553098228,1.2761716553098228,-0.2761716553098228,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp017_ses-20210521_level-02B_run-003,sub-cp017,5,2.0,2.2324485294249246,2.2324485294249246,-0.23244852942492455,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp017_ses-20210521_level-02B_run-008,sub-cp017,5,2.0,2.2437817095043933,2.2437817095043933,-0.24378170950439326,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp017_ses-20210521_level-02B_run-010,sub-cp017,5,2.0,1.9592937716423027,1.9592937716423027,0.04070622835769733,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp017_ses-20210521_level-03B_run-002,sub-cp017,5,3.0,3.1754305417920095,3.1754305417920095,-0.17543054179200945,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp017_ses-20210521_level-03B_run-005,sub-cp017,5,3.0,2.6453247680402816,2.6453247680402816,0.3546752319597184,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp017_ses-20210521_level-03B_run-011,sub-cp017,5,3.0,2.965488310211022,2.965488310211022,0.03451168978897812,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp017_ses-20210521_level-04B_run-004,sub-cp017,5,4.0,3.8723218722014456,3.8723218722014456,0.12767812779855436,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp017_ses-20210521_level-04B_run-006,sub-cp017,5,4.0,4.298927512881282,4.0,0.0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp017_ses-20210521_level-04B_run-009,sub-cp017,5,4.0,4.00529502943945,4.0,0.0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp018_ses-20210709_level-01B_run-001,sub-cp018,4,1.0,1.2098502377544684,1.2098502377544684,-0.20985023775446843,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp018_ses-20210709_level-01B_run-007,sub-cp018,4,1.0,1.088801842148213,1.088801842148213,-0.08880184214821307,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
