loso_split,test_subject,run_key,subject_id,original_outer_fold,target_class,target_score,train_subject_count,test_subject_count,subject_overlap
22,sub-cp027,sub-cp027_ses-20210722_level-04B_run-006,sub-cp027,1,3,4.0,34,1,0
22,sub-cp027,sub-cp027_ses-20210722_level-04B_run-009,sub-cp027,1,3,4.0,34,1,0
23,sub-cp028,sub-cp028_ses-20211214_level-01B_run-001,sub-cp028,5,0,1.0,34,1,0
23,sub-cp028,sub-cp028_ses-20211214_level-01B_run-007,sub-cp028,5,0,1.0,34,1,0
23,sub-cp028,sub-cp028_ses-20211214_level-01B_run-012,sub-cp028,5,0,1.0,34,1,0
23,sub-cp028,sub-cp028_ses-20211214_level-02B_run-003,sub-cp028,5,1,2.0,34,1,0
23,sub-cp028,sub-cp028_ses-20211214_level-02B_run-008,sub-cp028,5,1,2.0,34,1,0
23,sub-cp028,sub-cp028_ses-20211214_level-02B_run-010,sub-cp028,5,1,2.0,34,1,0
23,sub-cp028,sub-cp028_ses-20211214_level-03B_run-002,sub-cp028,5,2,3.0,34,1,0
23,sub-cp028,sub-cp028_ses-20211214_level-03B_run-005,sub-cp028,5,2,3.0,34,1,0
23,sub-cp028,sub-cp028_ses-20211214_level-03B_run-011,sub-cp028,5,2,3.0,34,1,0
23,sub-cp028,sub-cp028_ses-20211214_level-04B_run-004,sub-cp028,5,3,4.0,34,1,0
23,sub-cp028,sub-cp028_ses-20211214_level-04B_run-006,sub-cp028,5,3,4.0,34,1,0
23,sub-cp028,sub-cp028_ses-20211214_level-04B_run-009,sub-cp028,5,3,4.0,34,1,0
24,sub-cp029,sub-cp029_ses-20220119_level-01B_run-001,sub-cp029,4,0,1.0,34,1,0
24,sub-cp029,sub-cp029_ses-20220119_level-01B_run-007,sub-cp029,4,0,1.0,34,1,0
24,sub-cp029,sub-cp029_ses-20220119_level-01B_run-012,sub-cp029,4,0,1.0,34,1,0
24,sub-cp029,sub-cp029_ses-20220119_level-02B_run-003,sub-cp029,4,1,2.0,34,1,0
24,sub-cp029,sub-cp029_ses-20220119_level-02B_run-008,sub-cp029,4,1,2.0,34,1,0
24,sub-cp029,sub-cp029_ses-20220119_level-02B_run-010,sub-cp029,4,1,2.0,34,1,0
24,sub-cp029,sub-cp029_ses-20220119_level-03B_run-002,sub-cp029,4,2,3.0,34,1,0
24,sub-cp029,sub-cp029_ses-20220119_level-03B_run-005,sub-cp029,4,2,3.0,34,1,0
24,sub-cp029,sub-cp029_ses-20220119_level-03B_run-011,sub-cp029,4,2,3.0,34,1,0
24,sub-cp029,sub-cp029_ses-20220119_level-04B_run-004,sub-cp029,4,3,4.0,34,1,0
24,sub-cp029,sub-cp029_ses-20220119_level-04B_run-006,sub-cp029,4,3,4.0,34,1,0
24,sub-cp029,sub-cp029_ses-20220119_level-04B_run-009,sub-cp029,4,3,4.0,34,1,0
25,sub-cp030,sub-cp030_ses-20211025_level-01B_run-001,sub-cp030,5,0,1.0,34,1,0
25,sub-cp030,sub-cp030_ses-20211025_level-01B_run-007,sub-cp030,5,0,1.0,34,1,0
25,sub-cp030,sub-cp030_ses-20211025_level-01B_run-012,sub-cp030,5,0,1.0,34,1,0
25,sub-cp030,sub-cp030_ses-20211025_level-02B_run-003,sub-cp030,5,1,2.0,34,1,0
25,sub-cp030,sub-cp030_ses-20211025_level-02B_run-008,sub-cp030,5,1,2.0,34,1,0
25,sub-cp030,sub-cp030_ses-20211025_level-02B_run-010,sub-cp030,5,1,2.0,34,1,0
25,sub-cp030,sub-cp030_ses-20211025_level-03B_run-002,sub-cp030,5,2,3.0,34,1,0
25,sub-cp030,sub-cp030_ses-20211025_level-03B_run-011,sub-cp030,5,2,3.0,34,1,0
25,sub-cp030,sub-cp030_ses-20211025_level-04B_run-004,sub-cp030,5,3,4.0,34,1,0
25,sub-cp030,sub-cp030_ses-20211025_level-04B_run-006,sub-cp030,5,3,4.0,34,1,0
25,sub-cp030,sub-cp030_ses-20211025_level-04B_run-009,sub-cp030,5,3,4.0,34,1,0
26,sub-cp031,sub-cp031_ses-20211216_level-01B_run-001,sub-cp031,2,0,1.0,34,1,0
26,sub-cp031,sub-cp031_ses-20211216_level-01B_run-007,sub-cp031,2,0,1.0,34,1,0
26,sub-cp031,sub-cp031_ses-20211216_level-02B_run-003,sub-cp031,2,1,2.0,34,1,0
26,sub-cp031,sub-cp031_ses-20211216_level-02B_run-008,sub-cp031,2,1,2.0,34,1,0
26,sub-cp031,sub-cp031_ses-20211216_level-02B_run-010,sub-cp031,2,1,2.0,34,1,0
26,sub-cp031,sub-cp031_ses-20211216_level-02B_run-012,sub-cp031,2,1,2.0,34,1,0
26,sub-cp031,sub-cp031_ses-20211216_level-03B_run-002,sub-cp031,2,2,3.0,34,1,0
26,sub-cp031,sub-cp031_ses-20211216_level-03B_run-005,sub-cp031,2,2,3.0,34,1,0
26,sub-cp031,sub-cp031_ses-20211216_level-03B_run-011,sub-cp031,2,2,3.0,34,1,0
26,sub-cp031,sub-cp031_ses-20211216_level-04B_run-004,sub-cp031,2,3,4.0,34,1,0
26,sub-cp031,sub-cp031_ses-20211216_level-04B_run-006,sub-cp031,2,3,4.0,34,1,0
26,sub-cp031,sub-cp031_ses-20211216_level-04B_run-009,sub-cp031,2,3,4.0,34,1,0
27,sub-cp032,sub-cp032_ses-20211105_level-01B_run-001,sub-cp032,5,0,1.0,34,1,0
27,sub-cp032,sub-cp032_ses-20211105_level-01B_run-007,sub-cp032,5,0,1.0,34,1,0
27,sub-cp032,sub-cp032_ses-20211105_level-01B_run-012,sub-cp032,5,0,1.0,34,1,0
27,sub-cp032,sub-cp032_ses-20211105_level-02B_run-003,sub-cp032,5,1,2.0,34,1,0
27,sub-cp032,sub-cp032_ses-20211105_level-02B_run-008,sub-cp032,5,1,2.0,34,1,0
27,sub-cp032,sub-cp032_ses-20211105_level-02B_run-010,sub-cp032,5,1,2.0,34,1,0
27,sub-cp032,sub-cp032_ses-20211105_level-03B_run-002,sub-cp032,5,2,3.0,34,1,0
27,sub-cp032,sub-cp032_ses-20211105_level-03B_run-005,sub-cp032,5,2,3.0,34,1,0
27,sub-cp032,sub-cp032_ses-20211105_level-03B_run-011,sub-cp032,5,2,3.0,34,1,0
27,sub-cp032,sub-cp032_ses-20211105_level-04B_run-004,sub-cp032,5,3,4.0,34,1,0
27,sub-cp032,sub-cp032_ses-20211105_level-04B_run-006,sub-cp032,5,3,4.0,34,1,0
27,sub-cp032,sub-cp032_ses-20211105_level-04B_run-009,sub-cp032,5,3,4.0,34,1,0
28,sub-cp033,sub-cp033_ses-20211215_level-01B_run-001,sub-cp033,1,0,1.0,34,1,0
28,sub-cp033,sub-cp033_ses-20211215_level-01B_run-007,sub-cp033,1,0,1.0,34,1,0
28,sub-cp033,sub-cp033_ses-20211215_level-01B_run-012,sub-cp033,1,0,1.0,34,1,0
28,sub-cp033,sub-cp033_ses-20211215_level-02B_run-003,sub-cp033,1,1,2.0,34,1,0
28,sub-cp033,sub-cp033_ses-20211215_level-02B_run-008,sub-cp033,1,1,2.0,34,1,0
28,sub-cp033,sub-cp033_ses-20211215_level-02B_run-010,sub-cp033,1,1,2.0,34,1,0
28,sub-cp033,sub-cp033_ses-20211215_level-03B_run-002,sub-cp033,1,2,3.0,34,1,0
28,sub-cp033,sub-cp033_ses-20211215_level-03B_run-005,sub-cp033,1,2,3.0,34,1,0
28,sub-cp033,sub-cp033_ses-20211215_level-03B_run-011,sub-cp033,1,2,3.0,34,1,0
28,sub-cp033,sub-cp033_ses-20211215_level-04B_run-004,sub-cp033,1,3,4.0,34,1,0
28,sub-cp033,sub-cp033_ses-20211215_level-04B_run-006,sub-cp033,1,3,4.0,34,1,0
28,sub-cp033,sub-cp033_ses-20211215_level-04B_run-009,sub-cp033,1,3,4.0,34,1,0
29,sub-cp035,sub-cp035_ses-20220125_level-01B_run-001,sub-cp035,5,0,1.0,34,1,0
29,sub-cp035,sub-cp035_ses-20220125_level-01B_run-007,sub-cp035,5,0,1.0,34,1,0
29,sub-cp035,sub-cp035_ses-20220125_level-01B_run-012,sub-cp035,5,0,1.0,34,1,0
29,sub-cp035,sub-cp035_ses-20220125_level-02B_run-003,sub-cp035,5,1,2.0,34,1,0
29,sub-cp035,sub-cp035_ses-20220125_level-02B_run-008,sub-cp035,5,1,2.0,34,1,0
29,sub-cp035,sub-cp035_ses-20220125_level-02B_run-010,sub-cp035,5,1,2.0,34,1,0
29,sub-cp035,sub-cp035_ses-20220125_level-03B_run-002,sub-cp035,5,2,3.0,34,1,0
29,sub-cp035,sub-cp035_ses-20220125_level-03B_run-005,sub-cp035,5,2,3.0,34,1,0
29,sub-cp035,sub-cp035_ses-20220125_level-03B_run-011,sub-cp035,5,2,3.0,34,1,0
29,sub-cp035,sub-cp035_ses-20220125_level-04B_run-004,sub-cp035,5,3,4.0,34,1,0
29,sub-cp035,sub-cp035_ses-20220125_level-04B_run-006,sub-cp035,5,3,4.0,34,1,0
29,sub-cp035,sub-cp035_ses-20220125_level-04B_run-009,sub-cp035,5,3,4.0,34,1,0
30,sub-cp036,sub-cp036_ses-20211218_level-01B_run-001,sub-cp036,4,0,1.0,34,1,0
30,sub-cp036,sub-cp036_ses-20211218_level-01B_run-007,sub-cp036,4,0,1.0,34,1,0
30,sub-cp036,sub-cp036_ses-20211218_level-01B_run-012,sub-cp036,4,0,1.0,34,1,0
30,sub-cp036,sub-cp036_ses-20211218_level-02B_run-003,sub-cp036,4,1,2.0,34,1,0
30,sub-cp036,sub-cp036_ses-20211218_level-02B_run-008,sub-cp036,4,1,2.0,34,1,0
30,sub-cp036,sub-cp036_ses-20211218_level-02B_run-010,sub-cp036,4,1,2.0,34,1,0
30,sub-cp036,sub-cp036_ses-20211218_level-03B_run-002,sub-cp036,4,2,3.0,34,1,0
30,sub-cp036,sub-cp036_ses-20211218_level-03B_run-005,sub-cp036,4,2,3.0,34,1,0
30,sub-cp036,sub-cp036_ses-20211218_level-03B_run-011,sub-cp036,4,2,3.0,34,1,0
30,sub-cp036,sub-cp036_ses-20211218_level-04B_run-004,sub-cp036,4,3,4.0,34,1,0
30,sub-cp036,sub-cp036_ses-20211218_level-04B_run-006,sub-cp036,4,3,4.0,34,1,0
30,sub-cp036,sub-cp036_ses-20211218_level-04B_run-009,sub-cp036,4,3,4.0,34,1,0
31,sub-cp037,sub-cp037_ses-20210113_level-01B_run-001,sub-cp037,3,0,1.0,34,1,0
31,sub-cp037,sub-cp037_ses-20210113_level-01B_run-007,sub-cp037,3,0,1.0,34,1,0
31,sub-cp037,sub-cp037_ses-20210113_level-01B_run-012,sub-cp037,3,0,1.0,34,1,0
31,sub-cp037,sub-cp037_ses-20210113_level-02B_run-003,sub-cp037,3,1,2.0,34,1,0
31,sub-cp037,sub-cp037_ses-20210113_level-02B_run-008,sub-cp037,3,1,2.0,34,1,0
31,sub-cp037,sub-cp037_ses-20210113_level-02B_run-010,sub-cp037,3,1,2.0,34,1,0
31,sub-cp037,sub-cp037_ses-20210113_level-03B_run-002,sub-cp037,3,2,3.0,34,1,0
31,sub-cp037,sub-cp037_ses-20210113_level-03B_run-005,sub-cp037,3,2,3.0,34,1,0
31,sub-cp037,sub-cp037_ses-20210113_level-03B_run-011,sub-cp037,3,2,3.0,34,1,0
31,sub-cp037,sub-cp037_ses-20210113_level-04B_run-004,sub-cp037,3,3,4.0,34,1,0
31,sub-cp037,sub-cp037_ses-20210113_level-04B_run-006,sub-cp037,3,3,4.0,34,1,0
31,sub-cp037,sub-cp037_ses-20210113_level-04B_run-009,sub-cp037,3,3,4.0,34,1,0
32,sub-cp038,sub-cp038_ses-20220112_level-01B_run-001,sub-cp038,2,0,1.0,34,1,0
32,sub-cp038,sub-cp038_ses-20220112_level-01B_run-007,sub-cp038,2,0,1.0,34,1,0
32,sub-cp038,sub-cp038_ses-20220112_level-01B_run-012,sub-cp038,2,0,1.0,34,1,0
32,sub-cp038,sub-cp038_ses-20220112_level-02B_run-003,sub-cp038,2,1,2.0,34,1,0
32,sub-cp038,sub-cp038_ses-20220112_level-02B_run-008,sub-cp038,2,1,2.0,34,1,0
32,sub-cp038,sub-cp038_ses-20220112_level-02B_run-010,sub-cp038,2,1,2.0,34,1,0
32,sub-cp038,sub-cp038_ses-20220112_level-03B_run-002,sub-cp038,2,2,3.0,34,1,0
32,sub-cp038,sub-cp038_ses-20220112_level-03B_run-005,sub-cp038,2,2,3.0,34,1,0
32,sub-cp038,sub-cp038_ses-20220112_level-03B_run-011,sub-cp038,2,2,3.0,34,1,0
32,sub-cp038,sub-cp038_ses-20220112_level-04B_run-004,sub-cp038,2,3,4.0,34,1,0
32,sub-cp038,sub-cp038_ses-20220112_level-04B_run-006,sub-cp038,2,3,4.0,34,1,0
32,sub-cp038,sub-cp038_ses-20220112_level-04B_run-009,sub-cp038,2,3,4.0,34,1,0
33,sub-cp039,sub-cp039_ses-20211219_level-01B_run-001,sub-cp039,1,0,1.0,34,1,0
33,sub-cp039,sub-cp039_ses-20211219_level-01B_run-007,sub-cp039,1,0,1.0,34,1,0
33,sub-cp039,sub-cp039_ses-20211219_level-01B_run-012,sub-cp039,1,0,1.0,34,1,0
33,sub-cp039,sub-cp039_ses-20211219_level-02B_run-003,sub-cp039,1,1,2.0,34,1,0
33,sub-cp039,sub-cp039_ses-20211219_level-02B_run-008,sub-cp039,1,1,2.0,34,1,0
33,sub-cp039,sub-cp039_ses-20211219_level-02B_run-010,sub-cp039,1,1,2.0,34,1,0
33,sub-cp039,sub-cp039_ses-20211219_level-03B_run-002,sub-cp039,1,2,3.0,34,1,0
33,sub-cp039,sub-cp039_ses-20211219_level-03B_run-005,sub-cp039,1,2,3.0,34,1,0
33,sub-cp039,sub-cp039_ses-20211219_level-03B_run-011,sub-cp039,1,2,3.0,34,1,0
33,sub-cp039,sub-cp039_ses-20211219_level-04B_run-004,sub-cp039,1,3,4.0,34,1,0
33,sub-cp039,sub-cp039_ses-20211219_level-04B_run-006,sub-cp039,1,3,4.0,34,1,0
33,sub-cp039,sub-cp039_ses-20211219_level-04B_run-009,sub-cp039,1,3,4.0,34,1,0
34,sub-cp042,sub-cp042_ses-20220111_level-01B_run-001,sub-cp042,4,0,1.0,34,1,0
34,sub-cp042,sub-cp042_ses-20220111_level-01B_run-007,sub-cp042,4,0,1.0,34,1,0
34,sub-cp042,sub-cp042_ses-20220111_level-01B_run-012,sub-cp042,4,0,1.0,34,1,0
34,sub-cp042,sub-cp042_ses-20220111_level-02B_run-003,sub-cp042,4,1,2.0,34,1,0
34,sub-cp042,sub-cp042_ses-20220111_level-02B_run-008,sub-cp042,4,1,2.0,34,1,0
34,sub-cp042,sub-cp042_ses-20220111_level-02B_run-010,sub-cp042,4,1,2.0,34,1,0
34,sub-cp042,sub-cp042_ses-20220111_level-03B_run-002,sub-cp042,4,2,3.0,34,1,0
34,sub-cp042,sub-cp042_ses-20220111_level-03B_run-005,sub-cp042,4,2,3.0,34,1,0
34,sub-cp042,sub-cp042_ses-20220111_level-03B_run-011,sub-cp042,4,2,3.0,34,1,0
34,sub-cp042,sub-cp042_ses-20220111_level-04B_run-004,sub-cp042,4,3,4.0,34,1,0
34,sub-cp042,sub-cp042_ses-20220111_level-04B_run-006,sub-cp042,4,3,4.0,34,1,0
34,sub-cp042,sub-cp042_ses-20220111_level-04B_run-009,sub-cp042,4,3,4.0,34,1,0
35,sub-cp043,sub-cp043_ses-20220127_level-01B_run-001,sub-cp043,1,0,1.0,34,1,0
35,sub-cp043,sub-cp043_ses-20220127_level-01B_run-007,sub-cp043,1,0,1.0,34,1,0
35,sub-cp043,sub-cp043_ses-20220127_level-01B_run-012,sub-cp043,1,0,1.0,34,1,0
35,sub-cp043,sub-cp043_ses-20220127_level-02B_run-003,sub-cp043,1,1,2.0,34,1,0
35,sub-cp043,sub-cp043_ses-20220127_level-02B_run-008,sub-cp043,1,1,2.0,34,1,0
35,sub-cp043,sub-cp043_ses-20220127_level-02B_run-010,sub-cp043,1,1,2.0,34,1,0
35,sub-cp043,sub-cp043_ses-20220127_level-03B_run-002,sub-cp043,1,2,3.0,34,1,0
35,sub-cp043,sub-cp043_ses-20220127_level-03B_run-005,sub-cp043,1,2,3.0,34,1,0
35,sub-cp043,sub-cp043_ses-20220127_level-03B_run-011,sub-cp043,1,2,3.0,34,1,0
35,sub-cp043,sub-cp043_ses-20220127_level-04B_run-004,sub-cp043,1,3,4.0,34,1,0
35,sub-cp043,sub-cp043_ses-20220127_level-04B_run-006,sub-cp043,1,3,4.0,34,1,0
35,sub-cp043,sub-cp043_ses-20220127_level-04B_run-009,sub-cp043,1,3,4.0,34,1,0
