run_key,subject_id,outer_fold,variant,dimension,seed,levels,feature_k,target_score,selected_temperature,similarity_prediction_raw,similarity_prediction_bounded
sub-cp039_ses-20211219_level-04B_run-004,sub-cp039,1,hybrid,1000,44,51,50,4.0,0.05,3.294281101292434,3.294281101292434
sub-cp039_ses-20211219_level-04B_run-006,sub-cp039,1,hybrid,1000,44,51,50,4.0,0.05,3.0203504295750925,3.0203504295750925
sub-cp039_ses-20211219_level-04B_run-009,sub-cp039,1,hybrid,1000,44,51,50,4.0,0.05,3.4120453600359806,3.4120453600359806
sub-cp043_ses-20220127_level-01B_run-001,sub-cp043,1,hybrid,1000,44,51,50,1.0,0.05,1.7712243563613792,1.7712243563613792
sub-cp043_ses-20220127_level-01B_run-007,sub-cp043,1,hybrid,1000,44,51,50,1.0,0.05,1.868405414955113,1.868405414955113
sub-cp043_ses-20220127_level-01B_run-012,sub-cp043,1,hybrid,1000,44,51,50,1.0,0.05,1.8940268966298512,1.8940268966298512
sub-cp043_ses-20220127_level-02B_run-003,sub-cp043,1,hybrid,1000,44,51,50,2.0,0.05,1.9456391227195595,1.9456391227195595
sub-cp043_ses-20220127_level-02B_run-008,sub-cp043,1,hybrid,1000,44,51,50,2.0,0.05,1.7474426838048085,1.7474426838048085
sub-cp043_ses-20220127_level-02B_run-010,sub-cp043,1,hybrid,1000,44,51,50,2.0,0.05,1.9209645514864928,1.9209645514864928
sub-cp043_ses-20220127_level-03B_run-002,sub-cp043,1,hybrid,1000,44,51,50,3.0,0.05,2.7400519451233776,2.7400519451233776
sub-cp043_ses-20220127_level-03B_run-005,sub-cp043,1,hybrid,1000,44,51,50,3.0,0.05,2.3238120609088844,2.3238120609088844
sub-cp043_ses-20220127_level-03B_run-011,sub-cp043,1,hybrid,1000,44,51,50,3.0,0.05,2.636911921949546,2.636911921949546
sub-cp043_ses-20220127_level-04B_run-004,sub-cp043,1,hybrid,1000,44,51,50,4.0,0.05,3.31210334504088,3.31210334504088
sub-cp043_ses-20220127_level-04B_run-006,sub-cp043,1,hybrid,1000,44,51,50,4.0,0.05,3.3541527017238897,3.3541527017238897
sub-cp043_ses-20220127_level-04B_run-009,sub-cp043,1,hybrid,1000,44,51,50,4.0,0.05,3.1452528358787606,3.1452528358787606
sub-cp009_ses-20210129_level-01B_run-001,sub-cp009,2,hybrid,1000,44,51,50,1.0,0.05,2.2758273117810788,2.2758273117810788
sub-cp009_ses-20210129_level-01B_run-007,sub-cp009,2,hybrid,1000,44,51,50,1.0,0.05,2.316142968114336,2.316142968114336
sub-cp009_ses-20210129_level-01B_run-012,sub-cp009,2,hybrid,1000,44,51,50,1.0,0.05,2.1403583521927105,2.1403583521927105
sub-cp009_ses-20210129_level-02B_run-003,sub-cp009,2,hybrid,1000,44,51,50,2.0,0.05,2.300547936695111,2.300547936695111
sub-cp009_ses-20210129_level-02B_run-008,sub-cp009,2,hybrid,1000,44,51,50,2.0,0.05,2.32458177169004,2.32458177169004
sub-cp009_ses-20210129_level-02B_run-010,sub-cp009,2,hybrid,1000,44,51,50,2.0,0.05,2.0967928381749736,2.0967928381749736
sub-cp009_ses-20210129_level-03B_run-002,sub-cp009,2,hybrid,1000,44,51,50,3.0,0.05,2.5999390716656494,2.5999390716656494
sub-cp009_ses-20210129_level-03B_run-005,sub-cp009,2,hybrid,1000,44,51,50,3.0,0.05,2.483712306679197,2.483712306679197
sub-cp009_ses-20210129_level-03B_run-011,sub-cp009,2,hybrid,1000,44,51,50,3.0,0.05,2.4652374361713294,2.4652374361713294
sub-cp009_ses-20210129_level-04B_run-004,sub-cp009,2,hybrid,1000,44,51,50,4.0,0.05,3.0245371718630003,3.0245371718630003
sub-cp009_ses-20210129_level-04B_run-006,sub-cp009,2,hybrid,1000,44,51,50,4.0,0.05,2.9709666641061885,2.9709666641061885
sub-cp009_ses-20210129_level-04B_run-009,sub-cp009,2,hybrid,1000,44,51,50,4.0,0.05,2.926031217230048,2.926031217230048
sub-cp013_ses-20210319_level-01B_run-001,sub-cp013,2,hybrid,1000,44,51,50,1.0,0.05,2.5695723946082767,2.5695723946082767
sub-cp013_ses-20210319_level-01B_run-007,sub-cp013,2,hybrid,1000,44,51,50,1.0,0.05,1.8845605788068325,1.8845605788068325
sub-cp013_ses-20210319_level-01B_run-012,sub-cp013,2,hybrid,1000,44,51,50,1.0,0.05,1.931212070944449,1.931212070944449
sub-cp013_ses-20210319_level-02B_run-003,sub-cp013,2,hybrid,1000,44,51,50,2.0,0.05,2.649503712399288,2.649503712399288
sub-cp013_ses-20210319_level-02B_run-008,sub-cp013,2,hybrid,1000,44,51,50,2.0,0.05,2.866339975938238,2.866339975938238
sub-cp013_ses-20210319_level-02B_run-010,sub-cp013,2,hybrid,1000,44,51,50,2.0,0.05,2.303662826112608,2.303662826112608
sub-cp013_ses-20210319_level-03B_run-002,sub-cp013,2,hybrid,1000,44,51,50,3.0,0.05,2.587235967065435,2.587235967065435
sub-cp013_ses-20210319_level-03B_run-005,sub-cp013,2,hybrid,1000,44,51,50,3.0,0.05,2.909243469693505,2.909243469693505
sub-cp013_ses-20210319_level-03B_run-011,sub-cp013,2,hybrid,1000,44,51,50,3.0,0.05,2.829193234503701,2.829193234503701
sub-cp013_ses-20210319_level-04B_run-004,sub-cp013,2,hybrid,1000,44,51,50,4.0,0.05,2.867858557543604,2.867858557543604
sub-cp013_ses-20210319_level-04B_run-006,sub-cp013,2,hybrid,1000,44,51,50,4.0,0.05,2.763889828344632,2.763889828344632
sub-cp013_ses-20210319_level-04B_run-009,sub-cp013,2,hybrid,1000,44,51,50,4.0,0.05,2.844962622309513,2.844962622309513
sub-cp015_ses-20210504_level-01B_run-001,sub-cp015,2,hybrid,1000,44,51,50,1.0,0.05,1.5442554096439782,1.5442554096439782
sub-cp015_ses-20210504_level-01B_run-007,sub-cp015,2,hybrid,1000,44,51,50,1.0,0.05,1.7285792195302982,1.7285792195302982
sub-cp015_ses-20210504_level-01B_run-012,sub-cp015,2,hybrid,1000,44,51,50,1.0,0.05,1.769265441065332,1.769265441065332
sub-cp015_ses-20210504_level-02B_run-003,sub-cp015,2,hybrid,1000,44,51,50,2.0,0.05,1.9607007755985937,1.9607007755985937
sub-cp015_ses-20210504_level-02B_run-008,sub-cp015,2,hybrid,1000,44,51,50,2.0,0.05,1.9100621421705328,1.9100621421705328
sub-cp015_ses-20210504_level-02B_run-010,sub-cp015,2,hybrid,1000,44,51,50,2.0,0.05,1.898465845927876,1.898465845927876
sub-cp015_ses-20210504_level-03B_run-002,sub-cp015,2,hybrid,1000,44,51,50,3.0,0.05,2.3705550190192715,2.3705550190192715
sub-cp015_ses-20210504_level-03B_run-005,sub-cp015,2,hybrid,1000,44,51,50,3.0,0.05,2.372710978111681,2.372710978111681
sub-cp015_ses-20210504_level-03B_run-011,sub-cp015,2,hybrid,1000,44,51,50,3.0,0.05,1.9150775610332484,1.9150775610332484
sub-cp015_ses-20210504_level-04B_run-004,sub-cp015,2,hybrid,1000,44,51,50,4.0,0.05,3.1845873592010423,3.1845873592010423
sub-cp015_ses-20210504_level-04B_run-006,sub-cp015,2,hybrid,1000,44,51,50,4.0,0.05,2.7763298907747838,2.7763298907747838
sub-cp015_ses-20210504_level-04B_run-009,sub-cp015,2,hybrid,1000,44,51,50,4.0,0.05,3.017268084881508,3.017268084881508
sub-cp020_ses-20210604_level-01B_run-001,sub-cp020,2,hybrid,1000,44,51,50,1.0,0.05,1.9044720366551755,1.9044720366551755
sub-cp020_ses-20210604_level-01B_run-007,sub-cp020,2,hybrid,1000,44,51,50,1.0,0.05,1.7962784967480716,1.7962784967480716
sub-cp020_ses-20210604_level-01B_run-012,sub-cp020,2,hybrid,1000,44,51,50,1.0,0.05,1.872791130331132,1.872791130331132
sub-cp020_ses-20210604_level-02B_run-003,sub-cp020,2,hybrid,1000,44,51,50,2.0,0.05,2.085843803824001,2.085843803824001
sub-cp020_ses-20210604_level-02B_run-008,sub-cp020,2,hybrid,1000,44,51,50,2.0,0.05,2.03182868972768,2.03182868972768
sub-cp020_ses-20210604_level-02B_run-010,sub-cp020,2,hybrid,1000,44,51,50,2.0,0.05,1.987457196044084,1.987457196044084
sub-cp020_ses-20210604_level-03B_run-002,sub-cp020,2,hybrid,1000,44,51,50,3.0,0.05,2.6122566177099737,2.6122566177099737
sub-cp020_ses-20210604_level-03B_run-005,sub-cp020,2,hybrid,1000,44,51,50,3.0,0.05,2.2545748652514472,2.2545748652514472
sub-cp020_ses-20210604_level-03B_run-011,sub-cp020,2,hybrid,1000,44,51,50,3.0,0.05,2.6800543730210027,2.6800543730210027
sub-cp020_ses-20210604_level-04B_run-004,sub-cp020,2,hybrid,1000,44,51,50,4.0,0.05,3.0993982304998813,3.0993982304998813
sub-cp020_ses-20210604_level-04B_run-006,sub-cp020,2,hybrid,1000,44,51,50,4.0,0.05,3.063278837605301,3.063278837605301
sub-cp020_ses-20210604_level-04B_run-009,sub-cp020,2,hybrid,1000,44,51,50,4.0,0.05,3.0188421250135367,3.0188421250135367
sub-cp026_ses-20210716_level-01B_run-001,sub-cp026,2,hybrid,1000,44,51,50,1.0,0.05,1.7868733968047588,1.7868733968047588
sub-cp026_ses-20210716_level-01B_run-007,sub-cp026,2,hybrid,1000,44,51,50,1.0,0.05,1.59646565020161,1.59646565020161
sub-cp026_ses-20210716_level-01B_run-012,sub-cp026,2,hybrid,1000,44,51,50,1.0,0.05,1.5149201826512255,1.5149201826512255
sub-cp026_ses-20210716_level-02B_run-003,sub-cp026,2,hybrid,1000,44,51,50,2.0,0.05,2.015570514196504,2.015570514196504
sub-cp026_ses-20210716_level-02B_run-008,sub-cp026,2,hybrid,1000,44,51,50,2.0,0.05,1.9802345668179997,1.9802345668179997
sub-cp026_ses-20210716_level-02B_run-010,sub-cp026,2,hybrid,1000,44,51,50,2.0,0.05,1.9779120722552288,1.9779120722552288
sub-cp026_ses-20210716_level-03B_run-002,sub-cp026,2,hybrid,1000,44,51,50,3.0,0.05,2.426462207695148,2.426462207695148
sub-cp026_ses-20210716_level-03B_run-005,sub-cp026,2,hybrid,1000,44,51,50,3.0,0.05,2.406870901778191,2.406870901778191
sub-cp026_ses-20210716_level-03B_run-011,sub-cp026,2,hybrid,1000,44,51,50,3.0,0.05,2.3211181079060195,2.3211181079060195
sub-cp026_ses-20210716_level-04B_run-004,sub-cp026,2,hybrid,1000,44,51,50,4.0,0.05,3.1919327745881545,3.1919327745881545
sub-cp026_ses-20210716_level-04B_run-006,sub-cp026,2,hybrid,1000,44,51,50,4.0,0.05,3.1408277092180814,3.1408277092180814
sub-cp026_ses-20210716_level-04B_run-009,sub-cp026,2,hybrid,1000,44,51,50,4.0,0.05,3.042862865652601,3.042862865652601
sub-cp031_ses-20211216_level-01B_run-001,sub-cp031,2,hybrid,1000,44,51,50,1.0,0.05,1.7615967556199092,1.7615967556199092
sub-cp031_ses-20211216_level-01B_run-007,sub-cp031,2,hybrid,1000,44,51,50,1.0,0.05,1.568966511206329,1.568966511206329
sub-cp031_ses-20211216_level-02B_run-003,sub-cp031,2,hybrid,1000,44,51,50,2.0,0.05,2.030912962993217,2.030912962993217
sub-cp031_ses-20211216_level-02B_run-008,sub-cp031,2,hybrid,1000,44,51,50,2.0,0.05,1.966566118478697,1.966566118478697
sub-cp031_ses-20211216_level-02B_run-010,sub-cp031,2,hybrid,1000,44,51,50,2.0,0.05,2.031568780048337,2.031568780048337
sub-cp031_ses-20211216_level-02B_run-012,sub-cp031,2,hybrid,1000,44,51,50,2.0,0.05,1.608707361264281,1.608707361264281
sub-cp031_ses-20211216_level-03B_run-002,sub-cp031,2,hybrid,1000,44,51,50,3.0,0.05,2.571624384772452,2.571624384772452
sub-cp031_ses-20211216_level-03B_run-005,sub-cp031,2,hybrid,1000,44,51,50,3.0,0.05,2.4105576286240407,2.4105576286240407
sub-cp031_ses-20211216_level-03B_run-011,sub-cp031,2,hybrid,1000,44,51,50,3.0,0.05,2.5767377230528403,2.5767377230528403
sub-cp031_ses-20211216_level-04B_run-004,sub-cp031,2,hybrid,1000,44,51,50,4.0,0.05,3.107047885793332,3.107047885793332
sub-cp031_ses-20211216_level-04B_run-006,sub-cp031,2,hybrid,1000,44,51,50,4.0,0.05,3.134441418551393,3.134441418551393
sub-cp031_ses-20211216_level-04B_run-009,sub-cp031,2,hybrid,1000,44,51,50,4.0,0.05,3.2811444786423447,3.2811444786423447
sub-cp038_ses-20220112_level-01B_run-001,sub-cp038,2,hybrid,1000,44,51,50,1.0,0.05,2.0373061047617638,2.0373061047617638
sub-cp038_ses-20220112_level-01B_run-007,sub-cp038,2,hybrid,1000,44,51,50,1.0,0.05,1.905213161280138,1.905213161280138
sub-cp038_ses-20220112_level-01B_run-012,sub-cp038,2,hybrid,1000,44,51,50,1.0,0.05,1.633904885296335,1.633904885296335
sub-cp038_ses-20220112_level-02B_run-003,sub-cp038,2,hybrid,1000,44,51,50,2.0,0.05,1.9846612315606325,1.9846612315606325
sub-cp038_ses-20220112_level-02B_run-008,sub-cp038,2,hybrid,1000,44,51,50,2.0,0.05,1.906318580895969,1.906318580895969
sub-cp038_ses-20220112_level-02B_run-010,sub-cp038,2,hybrid,1000,44,51,50,2.0,0.05,1.7497440214705229,1.7497440214705229
sub-cp038_ses-20220112_level-03B_run-002,sub-cp038,2,hybrid,1000,44,51,50,3.0,0.05,2.3441131425409742,2.3441131425409742
sub-cp038_ses-20220112_level-03B_run-005,sub-cp038,2,hybrid,1000,44,51,50,3.0,0.05,2.5367668329686763,2.5367668329686763
sub-cp038_ses-20220112_level-03B_run-011,sub-cp038,2,hybrid,1000,44,51,50,3.0,0.05,2.3528656881838987,2.3528656881838987
sub-cp038_ses-20220112_level-04B_run-004,sub-cp038,2,hybrid,1000,44,51,50,4.0,0.05,2.786348650319552,2.786348650319552
sub-cp038_ses-20220112_level-04B_run-006,sub-cp038,2,hybrid,1000,44,51,50,4.0,0.05,2.9803613275970324,2.9803613275970324
sub-cp038_ses-20220112_level-04B_run-009,sub-cp038,2,hybrid,1000,44,51,50,4.0,0.05,2.603963096244418,2.603963096244418
sub-cp008_ses-20210503_level-01B_run-001,sub-cp008,3,hybrid,1000,44,51,50,1.0,0.05,2.118133577305613,2.118133577305613
sub-cp008_ses-20210503_level-01B_run-007,sub-cp008,3,hybrid,1000,44,51,50,1.0,0.05,1.8518882942155293,1.8518882942155293
sub-cp008_ses-20210503_level-01B_run-012,sub-cp008,3,hybrid,1000,44,51,50,1.0,0.05,1.696176787761627,1.696176787761627
sub-cp008_ses-20210503_level-02B_run-003,sub-cp008,3,hybrid,1000,44,51,50,2.0,0.05,2.0037166009284104,2.0037166009284104
sub-cp008_ses-20210503_level-02B_run-008,sub-cp008,3,hybrid,1000,44,51,50,2.0,0.05,2.2129671460951186,2.2129671460951186
sub-cp008_ses-20210503_level-02B_run-010,sub-cp008,3,hybrid,1000,44,51,50,2.0,0.05,1.909677181144024,1.909677181144024
sub-cp008_ses-20210503_level-03B_run-002,sub-cp008,3,hybrid,1000,44,51,50,3.0,0.05,2.30856590247765,2.30856590247765
sub-cp008_ses-20210503_level-03B_run-005,sub-cp008,3,hybrid,1000,44,51,50,3.0,0.05,2.5508444321360497,2.5508444321360497
sub-cp008_ses-20210503_level-03B_run-011,sub-cp008,3,hybrid,1000,44,51,50,3.0,0.05,2.3226395586429924,2.3226395586429924
sub-cp008_ses-20210503_level-04B_run-004,sub-cp008,3,hybrid,1000,44,51,50,4.0,0.05,2.996683888873648,2.996683888873648
sub-cp008_ses-20210503_level-04B_run-006,sub-cp008,3,hybrid,1000,44,51,50,4.0,0.05,2.994065465114427,2.994065465114427
sub-cp008_ses-20210503_level-04B_run-009,sub-cp008,3,hybrid,1000,44,51,50,4.0,0.05,3.05842459626599,3.05842459626599
sub-cp014_ses-20211112_level-01B_run-001,sub-cp014,3,hybrid,1000,44,51,50,1.0,0.05,1.6893355893619604,1.6893355893619604
sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,3,hybrid,1000,44,51,50,1.0,0.05,1.6338292910150072,1.6338292910150072
sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,3,hybrid,1000,44,51,50,1.0,0.05,1.549877473459126,1.549877473459126
sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,3,hybrid,1000,44,51,50,2.0,0.05,2.020583492335976,2.020583492335976
sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,3,hybrid,1000,44,51,50,2.0,0.05,2.0297362009691646,2.0297362009691646
sub-cp014_ses-20211112_level-02B_run-010,sub-cp014,3,hybrid,1000,44,51,50,2.0,0.05,1.947541461717729,1.947541461717729
sub-cp014_ses-20211112_level-03B_run-002,sub-cp014,3,hybrid,1000,44,51,50,3.0,0.05,2.447683572926903,2.447683572926903
sub-cp014_ses-20211112_level-03B_run-005,sub-cp014,3,hybrid,1000,44,51,50,3.0,0.05,2.621340442010613,2.621340442010613
sub-cp014_ses-20211112_level-03B_run-011,sub-cp014,3,hybrid,1000,44,51,50,3.0,0.05,2.5856327169647138,2.5856327169647138
sub-cp014_ses-20211112_level-04B_run-004,sub-cp014,3,hybrid,1000,44,51,50,4.0,0.05,2.994795548835632,2.994795548835632
sub-cp014_ses-20211112_level-04B_run-006,sub-cp014,3,hybrid,1000,44,51,50,4.0,0.05,3.2332744889542058,3.2332744889542058
sub-cp014_ses-20211112_level-04B_run-009,sub-cp014,3,hybrid,1000,44,51,50,4.0,0.05,2.939488385028689,2.939488385028689
sub-cp019_ses-20210625_level-01B_run-001,sub-cp019,3,hybrid,1000,44,51,50,1.0,0.05,1.977757764041772,1.977757764041772
sub-cp019_ses-20210625_level-01B_run-007,sub-cp019,3,hybrid,1000,44,51,50,1.0,0.05,1.65264573206779,1.65264573206779
sub-cp019_ses-20210625_level-01B_run-012,sub-cp019,3,hybrid,1000,44,51,50,1.0,0.05,1.6816997042837416,1.6816997042837416
sub-cp019_ses-20210625_level-02B_run-003,sub-cp019,3,hybrid,1000,44,51,50,2.0,0.05,2.070436213040272,2.070436213040272
sub-cp019_ses-20210625_level-02B_run-008,sub-cp019,3,hybrid,1000,44,51,50,2.0,0.05,2.119892426815837,2.119892426815837
sub-cp019_ses-20210625_level-02B_run-010,sub-cp019,3,hybrid,1000,44,51,50,2.0,0.05,1.9427108312640389,1.9427108312640389
sub-cp019_ses-20210625_level-03B_run-002,sub-cp019,3,hybrid,1000,44,51,50,3.0,0.05,2.615763856295073,2.615763856295073
sub-cp019_ses-20210625_level-03B_run-005,sub-cp019,3,hybrid,1000,44,51,50,3.0,0.05,2.53896465265116,2.53896465265116
sub-cp019_ses-20210625_level-03B_run-011,sub-cp019,3,hybrid,1000,44,51,50,3.0,0.05,2.502533141400104,2.502533141400104
sub-cp019_ses-20210625_level-04B_run-004,sub-cp019,3,hybrid,1000,44,51,50,4.0,0.05,2.796666504202327,2.796666504202327
sub-cp019_ses-20210625_level-04B_run-006,sub-cp019,3,hybrid,1000,44,51,50,4.0,0.05,3.062262847454567,3.062262847454567
sub-cp019_ses-20210625_level-04B_run-009,sub-cp019,3,hybrid,1000,44,51,50,4.0,0.05,3.12692107769752,3.12692107769752
sub-cp023_ses-20210628_level-01B_run-001,sub-cp023,3,hybrid,1000,44,51,50,1.0,0.05,1.6683700670077504,1.6683700670077504
sub-cp023_ses-20210628_level-01B_run-007,sub-cp023,3,hybrid,1000,44,51,50,1.0,0.05,1.8451643472533124,1.8451643472533124
sub-cp023_ses-20210628_level-01B_run-012,sub-cp023,3,hybrid,1000,44,51,50,1.0,0.05,1.9815236704988848,1.9815236704988848
sub-cp023_ses-20210628_level-02B_run-003,sub-cp023,3,hybrid,1000,44,51,50,2.0,0.05,2.0665126765617927,2.0665126765617927
sub-cp023_ses-20210628_level-02B_run-008,sub-cp023,3,hybrid,1000,44,51,50,2.0,0.05,1.982488146627532,1.982488146627532
sub-cp023_ses-20210628_level-02B_run-010,sub-cp023,3,hybrid,1000,44,51,50,2.0,0.05,2.360091505257924,2.360091505257924
sub-cp023_ses-20210628_level-03B_run-002,sub-cp023,3,hybrid,1000,44,51,50,3.0,0.05,2.496114717547986,2.496114717547986
sub-cp023_ses-20210628_level-03B_run-005,sub-cp023,3,hybrid,1000,44,51,50,3.0,0.05,2.299216640478928,2.299216640478928
sub-cp023_ses-20210628_level-03B_run-011,sub-cp023,3,hybrid,1000,44,51,50,3.0,0.05,1.92857777673284,1.92857777673284
sub-cp023_ses-20210628_level-04B_run-004,sub-cp023,3,hybrid,1000,44,51,50,4.0,0.05,3.2953231008873214,3.2953231008873214
sub-cp023_ses-20210628_level-04B_run-006,sub-cp023,3,hybrid,1000,44,51,50,4.0,0.05,3.051702650198637,3.051702650198637
sub-cp023_ses-20210628_level-04B_run-009,sub-cp023,3,hybrid,1000,44,51,50,4.0,0.05,2.981436216384882,2.981436216384882
sub-cp024_ses-20210629_level-01B_run-001,sub-cp024,3,hybrid,1000,44,51,50,1.0,0.05,1.993979719463156,1.993979719463156
sub-cp024_ses-20210629_level-01B_run-007,sub-cp024,3,hybrid,1000,44,51,50,1.0,0.05,2.066400602230342,2.066400602230342
sub-cp024_ses-20210629_level-01B_run-012,sub-cp024,3,hybrid,1000,44,51,50,1.0,0.05,1.9991709707516427,1.9991709707516427
sub-cp024_ses-20210629_level-02B_run-003,sub-cp024,3,hybrid,1000,44,51,50,2.0,0.05,2.2165876875008794,2.2165876875008794
sub-cp024_ses-20210629_level-02B_run-008,sub-cp024,3,hybrid,1000,44,51,50,2.0,0.05,2.2384886215855406,2.2384886215855406
sub-cp024_ses-20210629_level-02B_run-010,sub-cp024,3,hybrid,1000,44,51,50,2.0,0.05,2.328682651478036,2.328682651478036
sub-cp024_ses-20210629_level-03B_run-002,sub-cp024,3,hybrid,1000,44,51,50,3.0,0.05,2.547348466998816,2.547348466998816
sub-cp024_ses-20210629_level-03B_run-005,sub-cp024,3,hybrid,1000,44,51,50,3.0,0.05,2.415038539279172,2.415038539279172
sub-cp024_ses-20210629_level-03B_run-011,sub-cp024,3,hybrid,1000,44,51,50,3.0,0.05,2.387306483648148,2.387306483648148
sub-cp024_ses-20210629_level-04B_run-004,sub-cp024,3,hybrid,1000,44,51,50,4.0,0.05,2.5468319241096715,2.5468319241096715
sub-cp024_ses-20210629_level-04B_run-006,sub-cp024,3,hybrid,1000,44,51,50,4.0,0.05,3.1626263540868944,3.1626263540868944
sub-cp024_ses-20210629_level-04B_run-009,sub-cp024,3,hybrid,1000,44,51,50,4.0,0.05,2.562926730425925,2.562926730425925
sub-cp025_ses-20210820_level-01B_run-001,sub-cp025,3,hybrid,1000,44,51,50,1.0,0.05,1.8552482467879845,1.8552482467879845
sub-cp025_ses-20210820_level-01B_run-007,sub-cp025,3,hybrid,1000,44,51,50,1.0,0.05,1.5544746605068,1.5544746605068
sub-cp025_ses-20210820_level-01B_run-012,sub-cp025,3,hybrid,1000,44,51,50,1.0,0.05,1.8914856644261075,1.8914856644261075
sub-cp025_ses-20210820_level-02B_run-003,sub-cp025,3,hybrid,1000,44,51,50,2.0,0.05,2.1590520337751298,2.1590520337751298
sub-cp025_ses-20210820_level-02B_run-008,sub-cp025,3,hybrid,1000,44,51,50,2.0,0.05,1.994623050107194,1.994623050107194
sub-cp025_ses-20210820_level-02B_run-010,sub-cp025,3,hybrid,1000,44,51,50,2.0,0.05,1.8792422540837503,1.8792422540837503
sub-cp025_ses-20210820_level-03B_run-002,sub-cp025,3,hybrid,1000,44,51,50,3.0,0.05,2.285710705744356,2.285710705744356
sub-cp025_ses-20210820_level-03B_run-005,sub-cp025,3,hybrid,1000,44,51,50,3.0,0.05,2.495471489139856,2.495471489139856
sub-cp025_ses-20210820_level-03B_run-011,sub-cp025,3,hybrid,1000,44,51,50,3.0,0.05,2.2460764598199363,2.2460764598199363
sub-cp025_ses-20210820_level-04B_run-004,sub-cp025,3,hybrid,1000,44,51,50,4.0,0.05,3.278461407139301,3.278461407139301
sub-cp025_ses-20210820_level-04B_run-006,sub-cp025,3,hybrid,1000,44,51,50,4.0,0.05,3.2767356576391173,3.2767356576391173
sub-cp025_ses-20210820_level-04B_run-009,sub-cp025,3,hybrid,1000,44,51,50,4.0,0.05,3.1276075549678333,3.1276075549678333
sub-cp037_ses-20210113_level-01B_run-001,sub-cp037,3,hybrid,1000,44,51,50,1.0,0.05,1.8478146226675027,1.8478146226675027
sub-cp037_ses-20210113_level-01B_run-007,sub-cp037,3,hybrid,1000,44,51,50,1.0,0.05,1.729046066309346,1.729046066309346
sub-cp037_ses-20210113_level-01B_run-012,sub-cp037,3,hybrid,1000,44,51,50,1.0,0.05,1.7148809889759893,1.7148809889759893
sub-cp037_ses-20210113_level-02B_run-003,sub-cp037,3,hybrid,1000,44,51,50,2.0,0.05,2.103064654930236,2.103064654930236
sub-cp037_ses-20210113_level-02B_run-008,sub-cp037,3,hybrid,1000,44,51,50,2.0,0.05,2.0167936944410005,2.0167936944410005
sub-cp037_ses-20210113_level-02B_run-010,sub-cp037,3,hybrid,1000,44,51,50,2.0,0.05,1.9649282856666608,1.9649282856666608
sub-cp037_ses-20210113_level-03B_run-002,sub-cp037,3,hybrid,1000,44,51,50,3.0,0.05,2.446656350930817,2.446656350930817
sub-cp037_ses-20210113_level-03B_run-005,sub-cp037,3,hybrid,1000,44,51,50,3.0,0.05,2.5764331431716583,2.5764331431716583
sub-cp037_ses-20210113_level-03B_run-011,sub-cp037,3,hybrid,1000,44,51,50,3.0,0.05,2.501753285510314,2.501753285510314
sub-cp037_ses-20210113_level-04B_run-004,sub-cp037,3,hybrid,1000,44,51,50,4.0,0.05,3.176428408671447,3.176428408671447
sub-cp037_ses-20210113_level-04B_run-006,sub-cp037,3,hybrid,1000,44,51,50,4.0,0.05,3.104501894994367,3.104501894994367
sub-cp037_ses-20210113_level-04B_run-009,sub-cp037,3,hybrid,1000,44,51,50,4.0,0.05,3.313661219699568,3.313661219699568
sub-cp003_ses-20210206_level-01B_run-001,sub-cp003,4,hybrid,1000,44,51,50,1.0,0.05,1.282281165249776,1.282281165249776
sub-cp003_ses-20210206_level-01B_run-007,sub-cp003,4,hybrid,1000,44,51,50,1.0,0.05,1.8003703271856644,1.8003703271856644
sub-cp003_ses-20210206_level-01B_run-012,sub-cp003,4,hybrid,1000,44,51,50,1.0,0.05,1.2010233700051602,1.2010233700051602
sub-cp003_ses-20210206_level-02B_run-003,sub-cp003,4,hybrid,1000,44,51,50,2.0,0.05,2.2106014607599063,2.2106014607599063
sub-cp003_ses-20210206_level-02B_run-008,sub-cp003,4,hybrid,1000,44,51,50,2.0,0.05,2.156748023785372,2.156748023785372
sub-cp003_ses-20210206_level-02B_run-010,sub-cp003,4,hybrid,1000,44,51,50,2.0,0.05,2.033969146505532,2.033969146505532
sub-cp003_ses-20210206_level-03B_run-002,sub-cp003,4,hybrid,1000,44,51,50,3.0,0.05,2.8020377014881896,2.8020377014881896
sub-cp003_ses-20210206_level-03B_run-005,sub-cp003,4,hybrid,1000,44,51,50,3.0,0.05,2.6648474968688247,2.6648474968688247
sub-cp003_ses-20210206_level-03B_run-011,sub-cp003,4,hybrid,1000,44,51,50,3.0,0.05,2.862850869946849,2.862850869946849
sub-cp003_ses-20210206_level-04B_run-004,sub-cp003,4,hybrid,1000,44,51,50,4.0,0.05,3.900780350730403,3.900780350730403
sub-cp003_ses-20210206_level-04B_run-006,sub-cp003,4,hybrid,1000,44,51,50,4.0,0.05,3.962202359240383,3.962202359240383
sub-cp003_ses-20210206_level-04B_run-009,sub-cp003,4,hybrid,1000,44,51,50,4.0,0.05,3.963570258061921,3.963570258061921
sub-cp006_ses-20210324_level-01B_run-001,sub-cp006,4,hybrid,1000,44,51,50,1.0,0.05,1.761018437731323,1.761018437731323
