run_key,subject_id,outer_fold,variant,dimension,seed,levels,feature_k,true_class,predicted_class,class_score_0,class_score_1,class_score_2,class_score_3
sub-cp043_ses-20220127_level-02B_run-003,sub-cp043,1,multicentroid,1000,43,51,50,1,1,0.9118635654449464,0.9256823062896729,0.8895854353904724,0.7830666303634644
sub-cp043_ses-20220127_level-02B_run-008,sub-cp043,1,multicentroid,1000,43,51,50,1,1,0.9382038116455078,0.9407190084457396,0.9108960032463074,0.816839337348938
sub-cp043_ses-20220127_level-02B_run-010,sub-cp043,1,multicentroid,1000,43,51,50,1,0,0.9196321964263916,0.9195723533630372,0.8935185074806213,0.8579103946685791
sub-cp043_ses-20220127_level-03B_run-002,sub-cp043,1,multicentroid,1000,43,51,50,2,2,0.8525862097740173,0.8725979328155518,0.904555082321167,0.8695733547210693
sub-cp043_ses-20220127_level-03B_run-005,sub-cp043,1,multicentroid,1000,43,51,50,2,2,0.8874337673187256,0.907334327697754,0.9379456043243408,0.8722207546234131
sub-cp043_ses-20220127_level-03B_run-011,sub-cp043,1,multicentroid,1000,43,51,50,2,2,0.8782535791397095,0.8889634609222412,0.9344817399978638,0.9089271426200868
sub-cp043_ses-20220127_level-04B_run-004,sub-cp043,1,multicentroid,1000,43,51,50,3,3,0.7833768725395203,0.8021710515022278,0.8508208990097046,0.8947587013244629
sub-cp043_ses-20220127_level-04B_run-006,sub-cp043,1,multicentroid,1000,43,51,50,3,3,0.8134925961494446,0.8394253253936768,0.8899717330932617,0.9080266952514648
sub-cp043_ses-20220127_level-04B_run-009,sub-cp043,1,multicentroid,1000,43,51,50,3,3,0.8429961204528809,0.8559380769729614,0.9081329703330994,0.9228082299232484
sub-cp009_ses-20210129_level-01B_run-001,sub-cp009,2,multicentroid,1000,43,51,50,0,2,0.8233802318572998,0.8191219568252563,0.8452263474464417,0.823752224445343
sub-cp009_ses-20210129_level-01B_run-007,sub-cp009,2,multicentroid,1000,43,51,50,0,1,0.880865752696991,0.8815609216690063,0.8636922240257263,0.8447157144546509
sub-cp009_ses-20210129_level-01B_run-012,sub-cp009,2,multicentroid,1000,43,51,50,0,1,0.8639049530029297,0.8760677576065063,0.8577902913093567,0.8330289125442505
sub-cp009_ses-20210129_level-02B_run-003,sub-cp009,2,multicentroid,1000,43,51,50,1,1,0.8474620580673218,0.8641659021377563,0.8401939868927002,0.8326125144958496
sub-cp009_ses-20210129_level-02B_run-008,sub-cp009,2,multicentroid,1000,43,51,50,1,2,0.8464261889457703,0.8637359142303467,0.8857218623161316,0.8569349050521851
sub-cp009_ses-20210129_level-02B_run-010,sub-cp009,2,multicentroid,1000,43,51,50,1,1,0.850288450717926,0.8606634140014648,0.8566447496414185,0.7980817556381226
sub-cp009_ses-20210129_level-03B_run-002,sub-cp009,2,multicentroid,1000,43,51,50,2,2,0.8457788825035095,0.8528133630752563,0.8802143931388855,0.8701385855674744
sub-cp009_ses-20210129_level-03B_run-005,sub-cp009,2,multicentroid,1000,43,51,50,2,2,0.867789089679718,0.8708742260932922,0.902243971824646,0.8718758821487427
sub-cp009_ses-20210129_level-03B_run-011,sub-cp009,2,multicentroid,1000,43,51,50,2,1,0.9037823677062988,0.9095760583877563,0.9074586629867554,0.8782101273536682
sub-cp009_ses-20210129_level-04B_run-004,sub-cp009,2,multicentroid,1000,43,51,50,3,3,0.827603280544281,0.849905252456665,0.8688755631446838,0.885426938533783
sub-cp009_ses-20210129_level-04B_run-006,sub-cp009,2,multicentroid,1000,43,51,50,3,3,0.8249956369400024,0.8400901556015015,0.883777916431427,0.9028001427650452
sub-cp009_ses-20210129_level-04B_run-009,sub-cp009,2,multicentroid,1000,43,51,50,3,3,0.8188024759292603,0.8637358546257019,0.8734111785888672,0.8928974270820618
sub-cp013_ses-20210319_level-01B_run-001,sub-cp013,2,multicentroid,1000,43,51,50,0,2,0.8863035440444946,0.8808284997940063,0.896088719367981,0.8880029320716858
sub-cp013_ses-20210319_level-01B_run-007,sub-cp013,2,multicentroid,1000,43,51,50,0,0,0.8598729372024536,0.8443905115127563,0.8533253073692322,0.8446126580238342
sub-cp013_ses-20210319_level-01B_run-012,sub-cp013,2,multicentroid,1000,43,51,50,0,1,0.8952372074127197,0.8967586755752563,0.8811146020889282,0.8688329458236694
sub-cp013_ses-20210319_level-02B_run-003,sub-cp013,2,multicentroid,1000,43,51,50,1,3,0.8394347429275513,0.8524471521377563,0.8623964190483093,0.862841784954071
sub-cp013_ses-20210319_level-02B_run-008,sub-cp013,2,multicentroid,1000,43,51,50,1,3,0.7916595339775085,0.8267056345939636,0.8578608632087708,0.8685749769210815
sub-cp013_ses-20210319_level-02B_run-010,sub-cp013,2,multicentroid,1000,43,51,50,1,2,0.8609271049499512,0.8467708826065063,0.8627203106880188,0.8589386940002441
sub-cp013_ses-20210319_level-03B_run-002,sub-cp013,2,multicentroid,1000,43,51,50,2,3,0.8377078771591187,0.8414285778999329,0.8455501794815063,0.8485291600227356
sub-cp013_ses-20210319_level-03B_run-005,sub-cp013,2,multicentroid,1000,43,51,50,2,3,0.7806544303894043,0.8173366785049438,0.8329156041145325,0.8383457064628601
sub-cp013_ses-20210319_level-03B_run-011,sub-cp013,2,multicentroid,1000,43,51,50,2,3,0.8233802914619446,0.8392635583877563,0.8701714873313904,0.877387285232544
sub-cp013_ses-20210319_level-04B_run-004,sub-cp013,2,multicentroid,1000,43,51,50,3,3,0.7415508031845093,0.7597837448120117,0.7733061909675598,0.7980398535728455
sub-cp013_ses-20210319_level-04B_run-006,sub-cp013,2,multicentroid,1000,43,51,50,3,3,0.8145760893821716,0.8204036951065063,0.8471701145172119,0.8773872256278992
sub-cp013_ses-20210319_level-04B_run-009,sub-cp013,2,multicentroid,1000,43,51,50,3,3,0.7917479276657104,0.8035061359405518,0.8219008445739746,0.8498119115829468
sub-cp015_ses-20210504_level-01B_run-001,sub-cp015,2,multicentroid,1000,43,51,50,0,0,0.9161997437477112,0.8977530598640442,0.878638505935669,0.8240158557891846
sub-cp015_ses-20210504_level-01B_run-007,sub-cp015,2,multicentroid,1000,43,51,50,0,0,0.92320317029953,0.9134212732315063,0.9029812216758728,0.8754771947860718
sub-cp015_ses-20210504_level-01B_run-012,sub-cp015,2,multicentroid,1000,43,51,50,0,0,0.9213905334472656,0.9040828943252563,0.9113112688064576,0.8801288604736328
sub-cp015_ses-20210504_level-02B_run-003,sub-cp015,2,multicentroid,1000,43,51,50,1,1,0.9248142838478088,0.9333622455596924,0.9138644337654114,0.8214572072029114
sub-cp015_ses-20210504_level-02B_run-008,sub-cp015,2,multicentroid,1000,43,51,50,1,1,0.9291215538978576,0.9349207878112792,0.9289739727973938,0.866115152835846
sub-cp015_ses-20210504_level-02B_run-010,sub-cp015,2,multicentroid,1000,43,51,50,1,0,0.92320317029953,0.9183651208877563,0.9075626134872437,0.8748956322669983
sub-cp015_ses-20210504_level-03B_run-002,sub-cp015,2,multicentroid,1000,43,51,50,2,2,0.8836447596549988,0.8946363925933838,0.9134172797203064,0.8234344124794006
sub-cp015_ses-20210504_level-03B_run-005,sub-cp015,2,multicentroid,1000,43,51,50,2,2,0.9009339809417723,0.9081112146377563,0.9231817126274108,0.9033882021903992
sub-cp015_ses-20210504_level-03B_run-011,sub-cp015,2,multicentroid,1000,43,51,50,2,0,0.9257659912109376,0.9088567495346068,0.9129772782325744,0.8852459788322449
sub-cp015_ses-20210504_level-04B_run-004,sub-cp015,2,multicentroid,1000,43,51,50,3,3,0.8569135069847107,0.8746029138565063,0.878918468952179,0.9310839772224426
sub-cp015_ses-20210504_level-04B_run-006,sub-cp015,2,multicentroid,1000,43,51,50,3,2,0.8452609777450562,0.879797101020813,0.9093711376190186,0.8981093168258667
sub-cp015_ses-20210504_level-04B_run-009,sub-cp015,2,multicentroid,1000,43,51,50,3,3,0.8877277970314026,0.8872371912002563,0.902668833732605,0.933866560459137
sub-cp020_ses-20210604_level-01B_run-001,sub-cp020,2,multicentroid,1000,43,51,50,0,0,0.897826611995697,0.8749691247940063,0.8563326001167297,0.8498689532279968
sub-cp020_ses-20210604_level-01B_run-007,sub-cp020,2,multicentroid,1000,43,51,50,0,0,0.9285115599632264,0.9245907068252563,0.9042307138442992,0.8607074022293091
sub-cp020_ses-20210604_level-01B_run-012,sub-cp020,2,multicentroid,1000,43,51,50,0,1,0.9126437902450562,0.916726529598236,0.9106458425521852,0.8344244956970215
sub-cp020_ses-20210604_level-02B_run-003,sub-cp020,2,multicentroid,1000,43,51,50,1,1,0.8979560732841492,0.9136043787002563,0.9001853466033936,0.8516362905502319
sub-cp020_ses-20210604_level-02B_run-008,sub-cp020,2,multicentroid,1000,43,51,50,1,1,0.8920004367828369,0.8927303552627563,0.8893406391143799,0.8505314588546753
sub-cp020_ses-20210604_level-02B_run-010,sub-cp020,2,multicentroid,1000,43,51,50,1,1,0.8856481909751892,0.9002465009689331,0.8891884684562683,0.813665509223938
sub-cp020_ses-20210604_level-03B_run-002,sub-cp020,2,multicentroid,1000,43,51,50,2,2,0.8219560980796814,0.8394466638565063,0.8530014157295227,0.8440788388252258
sub-cp020_ses-20210604_level-03B_run-005,sub-cp020,2,multicentroid,1000,43,51,50,2,2,0.8935615420341492,0.9115902185440063,0.9183346033096312,0.8700693845748901
sub-cp020_ses-20210604_level-03B_run-011,sub-cp020,2,multicentroid,1000,43,51,50,2,2,0.8666238784790039,0.8808284997940063,0.8896529674530029,0.8734999895095825
sub-cp020_ses-20210604_level-04B_run-004,sub-cp020,2,multicentroid,1000,43,51,50,3,3,0.8321666121482849,0.8615050911903381,0.8798903822898865,0.8958507776260376
sub-cp020_ses-20210604_level-04B_run-006,sub-cp020,2,multicentroid,1000,43,51,50,3,3,0.795007586479187,0.8133212327957153,0.8377751111984253,0.8711810111999512
sub-cp020_ses-20210604_level-04B_run-009,sub-cp020,2,multicentroid,1000,43,51,50,3,3,0.838787317276001,0.8401790857315063,0.8685516715049744,0.8844987154006958
sub-cp026_ses-20210716_level-01B_run-001,sub-cp026,2,multicentroid,1000,43,51,50,0,0,0.939038336277008,0.9320377707481384,0.9133280515670776,0.8204106092453003
sub-cp026_ses-20210716_level-01B_run-007,sub-cp026,2,multicentroid,1000,43,51,50,0,0,0.9346308708190918,0.919180989265442,0.9005429744720459,0.8590212464332581
sub-cp026_ses-20210716_level-01B_run-012,sub-cp026,2,multicentroid,1000,43,51,50,0,0,0.9329135417938232,0.9136877059936525,0.904022455215454,0.8650105595588684
sub-cp026_ses-20210716_level-02B_run-003,sub-cp026,2,multicentroid,1000,43,51,50,1,1,0.9213584661483764,0.9240413904190063,0.9083958268165588,0.8821060061454773
sub-cp026_ses-20210716_level-02B_run-008,sub-cp026,2,multicentroid,1000,43,51,50,1,0,0.9289212226867676,0.9288429617881776,0.9125232100486756,0.8261092305183411
sub-cp026_ses-20210716_level-02B_run-010,sub-cp026,2,multicentroid,1000,43,51,50,1,0,0.9260515570640564,0.9242244958877563,0.9192247986793518,0.8722207546234131
sub-cp026_ses-20210716_level-03B_run-002,sub-cp026,2,multicentroid,1000,43,51,50,2,2,0.9073849320411682,0.9179989099502563,0.9345171451568604,0.8737909197807312
sub-cp026_ses-20210716_level-03B_run-005,sub-cp026,2,multicentroid,1000,43,51,50,2,2,0.9120928049087524,0.9174495935440063,0.9253976345062256,0.8871649503707886
sub-cp026_ses-20210716_level-03B_run-011,sub-cp026,2,multicentroid,1000,43,51,50,2,0,0.927669107913971,0.9231160283088684,0.9233414530754088,0.8801289200782776
sub-cp026_ses-20210716_level-04B_run-004,sub-cp026,2,multicentroid,1000,43,51,50,3,3,0.8440957069396973,0.8487850427627563,0.8711433410644531,0.9138721227645874
sub-cp026_ses-20210716_level-04B_run-006,sub-cp026,2,multicentroid,1000,43,51,50,3,3,0.8812541365623474,0.8808284997940063,0.9006903767585754,0.9262986183166504
sub-cp026_ses-20210716_level-04B_run-009,sub-cp026,2,multicentroid,1000,43,51,50,3,3,0.873744785785675,0.8672786951065063,0.8816352486610413,0.9258275628089904
sub-cp031_ses-20211216_level-01B_run-001,sub-cp031,2,multicentroid,1000,43,51,50,0,0,0.903911828994751,0.8908993005752563,0.87403404712677,0.8562881350517273
sub-cp031_ses-20211216_level-01B_run-007,sub-cp031,2,multicentroid,1000,43,51,50,0,0,0.9371861815452576,0.9174495935440063,0.9086040258407592,0.8643127083778381
sub-cp031_ses-20211216_level-02B_run-003,sub-cp031,2,multicentroid,1000,43,51,50,1,1,0.9492054581642152,0.9514786601066588,0.9335336685180664,0.8534972071647644
sub-cp031_ses-20211216_level-02B_run-008,sub-cp031,2,multicentroid,1000,43,51,50,1,1,0.9314894080162048,0.9329339861869812,0.9161890745162964,0.8626844882965088
sub-cp031_ses-20211216_level-02B_run-010,sub-cp031,2,multicentroid,1000,43,51,50,1,0,0.9077959656715392,0.9035335779190063,0.9025646448135376,0.8738490343093872
sub-cp031_ses-20211216_level-02B_run-012,sub-cp031,2,multicentroid,1000,43,51,50,1,0,0.9466010332107544,0.9269340634346008,0.9151160717010498,0.8504734039306641
sub-cp031_ses-20211216_level-03B_run-002,sub-cp031,2,multicentroid,1000,43,51,50,2,2,0.9205570816993712,0.93908953666687,0.9514148235321044,0.8655918836593628
sub-cp031_ses-20211216_level-03B_run-005,sub-cp031,2,multicentroid,1000,43,51,50,2,2,0.9085727334022522,0.9170833826065063,0.9324489235877992,0.8893744349479675
sub-cp031_ses-20211216_level-03B_run-011,sub-cp031,2,multicentroid,1000,43,51,50,2,2,0.9346309304237366,0.9469203352928162,0.9563321471214294,0.8579744696617126
sub-cp031_ses-20211216_level-04B_run-004,sub-cp031,2,multicentroid,1000,43,51,50,3,3,0.878794252872467,0.8866878747940063,0.9046472311019896,0.939091145992279
sub-cp031_ses-20211216_level-04B_run-006,sub-cp031,2,multicentroid,1000,43,51,50,3,3,0.89187091588974,0.8956600427627563,0.9167258143424988,0.9449059963226318
sub-cp031_ses-20211216_level-04B_run-009,sub-cp031,2,multicentroid,1000,43,51,50,3,3,0.8718027472496033,0.8771663904190063,0.896317183971405,0.9426963925361632
sub-cp038_ses-20220112_level-01B_run-001,sub-cp038,2,multicentroid,1000,43,51,50,0,1,0.8308895826339722,0.8330379724502563,0.8225488662719727,0.8154131174087524
sub-cp038_ses-20220112_level-01B_run-007,sub-cp038,2,multicentroid,1000,43,51,50,0,0,0.8440956473350525,0.8116146326065063,0.8128077387809753,0.7801138758659363
sub-cp038_ses-20220112_level-01B_run-012,sub-cp038,2,multicentroid,1000,43,51,50,0,0,0.8763342499732971,0.8619686365127563,0.8611223101615906,0.8179103136062622
sub-cp038_ses-20220112_level-02B_run-003,sub-cp038,2,multicentroid,1000,43,51,50,1,0,0.9050771594047546,0.8892513513565063,0.8813228607177734,0.8507059216499329
sub-cp038_ses-20220112_level-02B_run-008,sub-cp038,2,multicentroid,1000,43,51,50,1,0,0.8869509100914001,0.8586727380752563,0.8573737740516663,0.8173288106918335
sub-cp038_ses-20220112_level-02B_run-010,sub-cp038,2,multicentroid,1000,43,51,50,1,0,0.8514754772186279,0.8145443201065063,0.8243657350540161,0.806272566318512
sub-cp038_ses-20220112_level-03B_run-002,sub-cp038,2,multicentroid,1000,43,51,50,2,1,0.879830002784729,0.9044491052627563,0.8992325663566589,0.8654756546020508
sub-cp038_ses-20220112_level-03B_run-005,sub-cp038,2,multicentroid,1000,43,51,50,2,1,0.8308897018432617,0.8425594568252563,0.8325051069259644,0.7879634499549866
sub-cp038_ses-20220112_level-03B_run-011,sub-cp038,2,multicentroid,1000,43,51,50,2,2,0.8640344142913818,0.8612362146377563,0.8796568512916565,0.8602422475814819
sub-cp038_ses-20220112_level-04B_run-004,sub-cp038,2,multicentroid,1000,43,51,50,3,3,0.8207581043243408,0.8333979249000549,0.8662839531898499,0.8810835480690002
sub-cp038_ses-20220112_level-04B_run-006,sub-cp038,2,multicentroid,1000,43,51,50,3,3,0.8244160413742065,0.8347363471984863,0.8737350702285767,0.8844987154006958
sub-cp038_ses-20220112_level-04B_run-009,sub-cp038,2,multicentroid,1000,43,51,50,3,3,0.8644363284111023,0.852135956287384,0.8763267397880554,0.8996492028236389
sub-cp008_ses-20210503_level-01B_run-001,sub-cp008,3,multicentroid,1000,43,51,50,0,0,0.8964610695838928,0.8954761624336243,0.8761001825332642,0.8689550161361694
sub-cp008_ses-20210503_level-01B_run-007,sub-cp008,3,multicentroid,1000,43,51,50,0,1,0.8964642286300659,0.8966840505599976,0.8814165592193604,0.7918586730957031
sub-cp008_ses-20210503_level-01B_run-012,sub-cp008,3,multicentroid,1000,43,51,50,0,0,0.919257402420044,0.910711944103241,0.8940294981002808,0.8082125186920166
sub-cp008_ses-20210503_level-02B_run-003,sub-cp008,3,multicentroid,1000,43,51,50,1,1,0.920648753643036,0.9342872500419616,0.92163348197937,0.8215378522872925
sub-cp008_ses-20210503_level-02B_run-008,sub-cp008,3,multicentroid,1000,43,51,50,1,1,0.8823873400688171,0.8939266204833984,0.8865976333618164,0.7851961255073547
sub-cp008_ses-20210503_level-02B_run-010,sub-cp008,3,multicentroid,1000,43,51,50,1,1,0.9048532247543336,0.908643901348114,0.8903772830963135,0.8190284967422485
sub-cp008_ses-20210503_level-03B_run-002,sub-cp008,3,multicentroid,1000,43,51,50,2,2,0.919257402420044,0.923809289932251,0.9325052499771118,0.8718971014022827
sub-cp008_ses-20210503_level-03B_run-005,sub-cp008,3,multicentroid,1000,43,51,50,2,2,0.9151243567466736,0.9325293898582458,0.9426549673080444,0.8336517810821533
sub-cp008_ses-20210503_level-03B_run-011,sub-cp008,3,multicentroid,1000,43,51,50,2,2,0.9001061916351318,0.9202936887741088,0.9271542429924012,0.8145290613174438
sub-cp008_ses-20210503_level-04B_run-004,sub-cp008,3,multicentroid,1000,43,51,50,3,3,0.8578414916992188,0.8713297843933105,0.8903756141662598,0.8950154781341553
sub-cp008_ses-20210503_level-04B_run-006,sub-cp008,3,multicentroid,1000,43,51,50,3,3,0.8560169339179993,0.870297908782959,0.8868421316146851,0.9074598550796508
sub-cp008_ses-20210503_level-04B_run-009,sub-cp008,3,multicentroid,1000,43,51,50,3,3,0.8849055767059326,0.8818550705909729,0.886135458946228,0.907979130744934
sub-cp014_ses-20211112_level-01B_run-001,sub-cp014,3,multicentroid,1000,43,51,50,0,0,0.9291603565216064,0.912366271018982,0.8961528539657593,0.853206992149353
sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,3,multicentroid,1000,43,51,50,0,0,0.92985600233078,0.9039908647537231,0.8843894004821777,0.846630871295929
sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,3,multicentroid,1000,43,51,50,0,0,0.9169248938560486,0.8950984477996826,0.8722436428070068,0.8510437607765198
sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,3,multicentroid,1000,43,51,50,1,0,0.9192575216293336,0.9162955284118652,0.8898677825927734,0.8308828473091125
sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,3,multicentroid,1000,43,51,50,1,1,0.9134874939918518,0.9160542488098145,0.896110475063324,0.8285465240478516
sub-cp014_ses-20211112_level-02B_run-010,sub-cp014,3,multicentroid,1000,43,51,50,1,0,0.9193801283836364,0.9157096147537231,0.893647313117981,0.8345169425010681
sub-cp014_ses-20211112_level-03B_run-002,sub-cp014,3,multicentroid,1000,43,51,50,2,1,0.9095590710639954,0.9284622669219972,0.9260926246643066,0.8332189917564392
sub-cp014_ses-20211112_level-03B_run-005,sub-cp014,3,multicentroid,1000,43,51,50,2,2,0.915247082710266,0.9308404922485352,0.943291962146759,0.8686089515686035
sub-cp014_ses-20211112_level-03B_run-011,sub-cp014,3,multicentroid,1000,43,51,50,2,2,0.903052568435669,0.9088506698608398,0.920189619064331,0.8621193766593933
sub-cp014_ses-20211112_level-04B_run-004,sub-cp014,3,multicentroid,1000,43,51,50,3,3,0.8835329413414001,0.8923803567886353,0.8970187306404114,0.9345431327819824
sub-cp014_ses-20211112_level-04B_run-006,sub-cp014,3,multicentroid,1000,43,51,50,3,3,0.8768472671508789,0.8944441080093384,0.9009762406349182,0.941984474658966
sub-cp014_ses-20211112_level-04B_run-009,sub-cp014,3,multicentroid,1000,43,51,50,3,3,0.8662041425704956,0.8861889839172363,0.8933438658714294,0.9317742586135864
sub-cp019_ses-20210625_level-01B_run-001,sub-cp019,3,multicentroid,1000,43,51,50,0,0,0.8850576877593994,0.8832998275756836,0.8618248105049133,0.8437753319740295
sub-cp019_ses-20210625_level-01B_run-007,sub-cp019,3,multicentroid,1000,43,51,50,0,0,0.9010064005851746,0.898855447769165,0.8777219653129578,0.80674147605896
sub-cp019_ses-20210625_level-01B_run-012,sub-cp019,3,multicentroid,1000,43,51,50,0,0,0.909886360168457,0.9084715843200684,0.8942418694496155,0.8266428709030151
sub-cp019_ses-20210625_level-02B_run-003,sub-cp019,3,multicentroid,1000,43,51,50,1,1,0.8663561344146729,0.8791720867156982,0.8766655921936035,0.8310999274253845
sub-cp019_ses-20210625_level-02B_run-008,sub-cp019,3,multicentroid,1000,43,51,50,1,1,0.9029706716537476,0.9290481805801392,0.925795316696167,0.8277677297592163
sub-cp019_ses-20210625_level-02B_run-010,sub-cp019,3,multicentroid,1000,43,51,50,1,1,0.9020294547080994,0.9156405925750732,0.9005270600318909,0.8086451292037964
sub-cp019_ses-20210625_level-03B_run-002,sub-cp019,3,multicentroid,1000,43,51,50,2,2,0.8499350547790527,0.8775210380554199,0.8902342319488525,0.8898439407348633
sub-cp019_ses-20210625_level-03B_run-005,sub-cp019,3,multicentroid,1000,43,51,50,2,2,0.8659777641296387,0.8896182775497437,0.90107923746109,0.8293253183364868
sub-cp019_ses-20210625_level-03B_run-011,sub-cp019,3,multicentroid,1000,43,51,50,2,2,0.8963823318481445,0.9142619371414183,0.9233746528625488,0.827940821647644
sub-cp019_ses-20210625_level-04B_run-004,sub-cp019,3,multicentroid,1000,43,51,50,3,3,0.8534321784973145,0.8723616600036621,0.8859940767288208,0.9068173766136168
sub-cp019_ses-20210625_level-04B_run-006,sub-cp019,3,multicentroid,1000,43,51,50,3,3,0.8310813903808594,0.854613184928894,0.8761001825332642,0.8901091814041138
sub-cp019_ses-20210625_level-04B_run-009,sub-cp019,3,multicentroid,1000,43,51,50,3,3,0.8532800674438477,0.8686468601226807,0.8787857294082642,0.8922310471534729
sub-cp023_ses-20210628_level-01B_run-001,sub-cp023,3,multicentroid,1000,43,51,50,0,0,0.8694152235984802,0.8674218058586121,0.8609896898269653,0.7890897989273071
sub-cp023_ses-20210628_level-01B_run-007,sub-cp023,3,multicentroid,1000,43,51,50,0,0,0.8964611291885376,0.8903166055679321,0.8718600273132324,0.8552836179733276
sub-cp023_ses-20210628_level-01B_run-012,sub-cp023,3,multicentroid,1000,43,51,50,0,0,0.8842974901199341,0.8721553087234497,0.864651620388031,0.8518226742744446
sub-cp023_ses-20210628_level-02B_run-003,sub-cp023,3,multicentroid,1000,43,51,50,1,1,0.9030115604400636,0.9067482352256776,0.9063026905059814,0.8965574502944946
sub-cp023_ses-20210628_level-02B_run-008,sub-cp023,3,multicentroid,1000,43,51,50,1,1,0.8849653005599976,0.888308584690094,0.8714367747306824,0.8373723030090332
sub-cp023_ses-20210628_level-02B_run-010,sub-cp023,3,multicentroid,1000,43,51,50,1,2,0.8715839982032776,0.8853789567947388,0.8860031366348267,0.8207589387893677
sub-cp023_ses-20210628_level-03B_run-002,sub-cp023,3,multicentroid,1000,43,51,50,2,2,0.8816097378730774,0.894650399684906,0.912205696105957,0.8639364242553711
sub-cp023_ses-20210628_level-03B_run-005,sub-cp023,3,multicentroid,1000,43,51,50,2,2,0.869549036026001,0.8816487789154053,0.8937677145004272,0.889548659324646
sub-cp023_ses-20210628_level-03B_run-011,sub-cp023,3,multicentroid,1000,43,51,50,2,0,0.8932681083679199,0.8742191195487976,0.8564538955688477,0.8457655906677246
sub-cp023_ses-20210628_level-04B_run-004,sub-cp023,3,multicentroid,1000,43,51,50,3,3,0.8354907631874084,0.8618362545967102,0.8777962923049927,0.898065447807312
sub-cp023_ses-20210628_level-04B_run-006,sub-cp023,3,multicentroid,1000,43,51,50,3,3,0.8456778526306152,0.8523428440093994,0.8669131994247437,0.8951481580734253
sub-cp023_ses-20210628_level-04B_run-009,sub-cp023,3,multicentroid,1000,43,51,50,3,3,0.8242393136024475,0.843881368637085,0.8649342656135559,0.8749921917915344
sub-cp024_ses-20210629_level-01B_run-001,sub-cp024,3,multicentroid,1000,43,51,50,0,1,0.8490228652954102,0.861836314201355,0.8541923761367798,0.8324260711669922
sub-cp024_ses-20210629_level-01B_run-007,sub-cp024,3,multicentroid,1000,43,51,50,0,1,0.8582977056503296,0.8628683090209961,0.849669337272644,0.8299064636230469
sub-cp024_ses-20210629_level-01B_run-012,sub-cp024,3,multicentroid,1000,43,51,50,0,0,0.8890109062194824,0.8868082761764526,0.8824605345726013,0.8516495227813721
sub-cp024_ses-20210629_level-02B_run-003,sub-cp024,3,multicentroid,1000,43,51,50,1,1,0.8814085721969604,0.8936187624931335,0.8910822868347168,0.8442277312278748
sub-cp024_ses-20210629_level-02B_run-008,sub-cp024,3,multicentroid,1000,43,51,50,1,0,0.8803443908691406,0.8721553087234497,0.8611180782318115,0.8536428213119507
sub-cp024_ses-20210629_level-02B_run-010,sub-cp024,3,multicentroid,1000,43,51,50,1,1,0.8718704581260681,0.8924446702003479,0.8911417126655579,0.8542452454566956
sub-cp024_ses-20210629_level-03B_run-002,sub-cp024,3,multicentroid,1000,43,51,50,2,2,0.8459819555282593,0.8546130061149597,0.8561711311340332,0.8529797792434692
sub-cp024_ses-20210629_level-03B_run-005,sub-cp024,3,multicentroid,1000,43,51,50,2,2,0.8542333245277405,0.8782787322998047,0.8891457915306091,0.8350781202316284
sub-cp024_ses-20210629_level-03B_run-011,sub-cp024,3,multicentroid,1000,43,51,50,2,2,0.8654438257217407,0.8756636381149292,0.8787855505943298,0.8743290305137634
sub-cp024_ses-20210629_level-04B_run-004,sub-cp024,3,multicentroid,1000,43,51,50,3,3,0.8677244782447815,0.8717424869537354,0.875676155090332,0.8882526755332947
sub-cp024_ses-20210629_level-04B_run-006,sub-cp024,3,multicentroid,1000,43,51,50,3,3,0.8769993185997009,0.8925867080688477,0.903378963470459,0.9245864152908324
sub-cp024_ses-20210629_level-04B_run-009,sub-cp024,3,multicentroid,1000,43,51,50,3,3,0.8251516819000244,0.8267519474029541,0.8311537504196167,0.8509906530380249
sub-cp025_ses-20210820_level-01B_run-001,sub-cp025,3,multicentroid,1000,43,51,50,0,1,0.8821007609367371,0.8936165571212769,0.8761081695556641,0.8276812434196472
sub-cp025_ses-20210820_level-01B_run-007,sub-cp025,3,multicentroid,1000,43,51,50,0,0,0.9077175855636596,0.887136697769165,0.8677845001220703,0.8384972214698792
sub-cp025_ses-20210820_level-01B_run-012,sub-cp025,3,multicentroid,1000,43,51,50,0,1,0.8844494819641113,0.8845380544662476,0.8828846216201782,0.8653209805488586
sub-cp025_ses-20210820_level-02B_run-003,sub-cp025,3,multicentroid,1000,43,51,50,1,1,0.9064080715179444,0.9198111295700072,0.9100823402404784,0.8426505327224731
sub-cp025_ses-20210820_level-02B_run-008,sub-cp025,3,multicentroid,1000,43,51,50,1,1,0.9214671850204468,0.9349764585494996,0.916367530822754,0.8246527314186096
sub-cp025_ses-20210820_level-02B_run-010,sub-cp025,3,multicentroid,1000,43,51,50,1,0,0.9339891076087952,0.9338735342025756,0.9132248759269714,0.8312289714813232
sub-cp025_ses-20210820_level-03B_run-002,sub-cp025,3,multicentroid,1000,43,51,50,2,2,0.9017839431762696,0.9172260761260986,0.9359451532363892,0.8755311965942383
sub-cp025_ses-20210820_level-03B_run-005,sub-cp025,3,multicentroid,1000,43,51,50,2,1,0.8731981515884399,0.9000164866447449,0.8899526596069336,0.8801170587539673
