run_key,subject_id,source_raw_rows,aggregation,seed_count,seeds,y_true,class_score_0,class_score_1,class_score_2,class_score_3,y_pred,outer_fold,target_class,target_score,difficulty_level,protocol,condition,model_key,task,reference_policy,canonical_key,source_phase,source_path,source_sha256,y_pred_raw,y_pred_bounded,clipped
sub-cp024_ses-20210629_level-02B_run-010,sub-cp024,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",1.0,0.8326424717903137,0.8586002230644226,0.8632407546043396,0.7961091518402099,2.0,3,1,2.0,2,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp024_ses-20210629_level-02B_run-010,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp024_ses-20210629_level-03B_run-002,sub-cp024,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",2.0,0.8074238181114197,0.8074181556701661,0.8251924157142639,0.8098658204078675,2.0,3,2,3.0,3,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp024_ses-20210629_level-03B_run-002,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp024_ses-20210629_level-03B_run-005,sub-cp024,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",2.0,0.8103513717651367,0.8263244509696961,0.8502597212791443,0.7865023016929626,2.0,3,2,3.0,3,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp024_ses-20210629_level-03B_run-005,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp024_ses-20210629_level-03B_run-011,sub-cp024,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",2.0,0.8317064762115478,0.8468238234519958,0.8546960830688477,0.8286013841629029,2.0,3,2,3.0,3,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp024_ses-20210629_level-03B_run-011,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp024_ses-20210629_level-04B_run-004,sub-cp024,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",3.0,0.8477798938751221,0.8436990737915039,0.8494813561439514,0.8544018387794494,3.0,3,3,4.0,4,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp024_ses-20210629_level-04B_run-004,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp024_ses-20210629_level-04B_run-006,sub-cp024,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",3.0,0.8365625500679016,0.8566980481147766,0.8643010854721069,0.8942149043083191,3.0,3,3,4.0,4,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp024_ses-20210629_level-04B_run-006,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp024_ses-20210629_level-04B_run-009,sub-cp024,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",3.0,0.7993759274482727,0.7896044611930847,0.7916345953941345,0.8043999314308167,3.0,3,3,4.0,4,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp024_ses-20210629_level-04B_run-009,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp025_ses-20210820_level-01B_run-001,sub-cp025,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",0.0,0.8540709614753723,0.8590563058853149,0.8246944427490235,0.7839096546173095,1.0,3,0,1.0,1,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp025_ses-20210820_level-01B_run-001,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp025_ses-20210820_level-01B_run-007,sub-cp025,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",0.0,0.9053044080734253,0.8483340740203857,0.8201612710952759,0.7773447036743164,0.0,3,0,1.0,1,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp025_ses-20210820_level-01B_run-007,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp025_ses-20210820_level-01B_run-012,sub-cp025,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",0.0,0.8598113775253295,0.8265146970748901,0.8224672675132751,0.7926114678382874,0.0,3,0,1.0,1,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp025_ses-20210820_level-01B_run-012,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp025_ses-20210820_level-02B_run-003,sub-cp025,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",1.0,0.8563241600990296,0.8898310184478759,0.8511205792427063,0.7723982095718384,1.0,3,1,2.0,2,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp025_ses-20210820_level-02B_run-003,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp025_ses-20210820_level-02B_run-008,sub-cp025,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",1.0,0.8842445611953735,0.9281570315361023,0.8581407308578491,0.7454074144363403,1.0,3,1,2.0,2,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp025_ses-20210820_level-02B_run-008,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp025_ses-20210820_level-02B_run-010,sub-cp025,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",1.0,0.8923648238182068,0.9145183205604553,0.8547995805740356,0.76170654296875,1.0,3,1,2.0,2,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp025_ses-20210820_level-02B_run-010,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp025_ses-20210820_level-03B_run-002,sub-cp025,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",2.0,0.8547660827636718,0.8944539904594422,0.9081202983856201,0.8043763041496277,2.0,3,2,3.0,3,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp025_ses-20210820_level-03B_run-002,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp025_ses-20210820_level-03B_run-005,sub-cp025,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",2.0,0.8311996579170227,0.8634510636329651,0.8653130769729614,0.821000587940216,2.0,3,2,3.0,3,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp025_ses-20210820_level-03B_run-005,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp025_ses-20210820_level-03B_run-011,sub-cp025,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",2.0,0.8264147758483886,0.8636242866516113,0.8684546947479248,0.7722502470016479,2.0,3,2,3.0,3,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp025_ses-20210820_level-03B_run-011,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp025_ses-20210820_level-04B_run-004,sub-cp025,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",3.0,0.8019187808036804,0.8335143327713013,0.8378349065780639,0.8796672224998474,3.0,3,3,4.0,4,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp025_ses-20210820_level-04B_run-004,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp025_ses-20210820_level-04B_run-006,sub-cp025,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",3.0,0.8344128966331482,0.8563132166862488,0.8702179312705993,0.924591851234436,3.0,3,3,4.0,4,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp025_ses-20210820_level-04B_run-006,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp025_ses-20210820_level-04B_run-009,sub-cp025,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",3.0,0.8374327301979065,0.8590320825576783,0.8738167405128479,0.9079709410667419,3.0,3,3,4.0,4,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp025_ses-20210820_level-04B_run-009,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp037_ses-20210113_level-01B_run-001,sub-cp037,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",0.0,0.8728617072105408,0.8406875252723693,0.8101751446723938,0.7923191308975219,0.0,3,0,1.0,1,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp037_ses-20210113_level-01B_run-001,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp037_ses-20210113_level-01B_run-007,sub-cp037,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",0.0,0.8722030997276307,0.8437377095222474,0.8121148705482483,0.7540971398353576,0.0,3,0,1.0,1,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp037_ses-20210113_level-01B_run-007,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp037_ses-20210113_level-01B_run-012,sub-cp037,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",0.0,0.9058562517166138,0.878156304359436,0.8299474596977234,0.7644948482513427,0.0,3,0,1.0,1,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp037_ses-20210113_level-01B_run-012,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp037_ses-20210113_level-02B_run-003,sub-cp037,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",1.0,0.8442599892616272,0.8645043015480042,0.8345282912254334,0.7540389895439148,1.0,3,1,2.0,2,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp037_ses-20210113_level-02B_run-003,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp037_ses-20210113_level-02B_run-008,sub-cp037,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",1.0,0.8607109427452088,0.8696040391921998,0.840971577167511,0.7964575529098511,1.0,3,1,2.0,2,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp037_ses-20210113_level-02B_run-008,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp037_ses-20210113_level-02B_run-010,sub-cp037,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",1.0,0.8977028369903565,0.9122550845146179,0.860089385509491,0.7816003561019897,1.0,3,1,2.0,2,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp037_ses-20210113_level-02B_run-010,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp037_ses-20210113_level-03B_run-002,sub-cp037,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",2.0,0.8321187257766723,0.8514474034309387,0.8753279089927674,0.7768099069595337,2.0,3,2,3.0,3,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp037_ses-20210113_level-03B_run-002,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp037_ses-20210113_level-03B_run-005,sub-cp037,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",2.0,0.8349647998809815,0.8686277508735657,0.889156448841095,0.7638345956802368,2.0,3,2,3.0,3,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp037_ses-20210113_level-03B_run-005,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp037_ses-20210113_level-03B_run-011,sub-cp037,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",2.0,0.8570093274116516,0.8891080856323242,0.9124119877815247,0.7944780707359314,2.0,3,2,3.0,3,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp037_ses-20210113_level-03B_run-011,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp037_ses-20210113_level-04B_run-004,sub-cp037,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",3.0,0.8007038712501526,0.8207065224647522,0.8429281949996948,0.8755749940872193,3.0,3,3,4.0,4,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp037_ses-20210113_level-04B_run-004,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp037_ses-20210113_level-04B_run-006,sub-cp037,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",3.0,0.8090487957000733,0.8315146565437317,0.8469189167022705,0.8782589554786682,3.0,3,3,4.0,4,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp037_ses-20210113_level-04B_run-006,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp037_ses-20210113_level-04B_run-009,sub-cp037,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",3.0,0.8242845058441162,0.8477851510047912,0.8686832666397095,0.9187414169311523,3.0,3,3,4.0,4,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp037_ses-20210113_level-04B_run-009,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp003_ses-20210206_level-01B_run-001,sub-cp003,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",0.0,0.548492181301117,0.42692042589187623,0.4051732838153839,0.34097628593444823,0.0,4,0,1.0,1,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp003_ses-20210206_level-01B_run-001,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp003_ses-20210206_level-01B_run-007,sub-cp003,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",0.0,0.4997943937778473,0.46364220380783083,0.39545880556106566,0.31868128180503846,0.0,4,0,1.0,1,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp003_ses-20210206_level-01B_run-007,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp003_ses-20210206_level-01B_run-012,sub-cp003,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",0.0,0.5383665382862091,0.4286877453327179,0.39340675473213194,0.32411628365516665,0.0,4,0,1.0,1,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp003_ses-20210206_level-01B_run-012,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp003_ses-20210206_level-02B_run-003,sub-cp003,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",1.0,0.4043229341506958,0.5470134854316712,0.43437914848327636,0.2691194295883178,1.0,4,1,2.0,2,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp003_ses-20210206_level-02B_run-003,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp003_ses-20210206_level-02B_run-008,sub-cp003,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",1.0,0.40620550513267517,0.5462173104286194,0.4328366041183472,0.2762990742921829,1.0,4,1,2.0,2,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp003_ses-20210206_level-02B_run-008,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp003_ses-20210206_level-02B_run-010,sub-cp003,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",1.0,0.4133409082889557,0.5376386940479279,0.43884851932525637,0.2756652384996414,1.0,4,1,2.0,2,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp003_ses-20210206_level-02B_run-010,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp003_ses-20210206_level-03B_run-002,sub-cp003,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",2.0,0.3793699562549591,0.4495820581912994,0.5133542239665985,0.29906958937644956,2.0,4,2,3.0,3,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp003_ses-20210206_level-03B_run-002,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp003_ses-20210206_level-03B_run-005,sub-cp003,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",2.0,0.3692151248455048,0.44977405071258547,0.5309657096862793,0.33509481549263,2.0,4,2,3.0,3,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp003_ses-20210206_level-03B_run-005,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp003_ses-20210206_level-03B_run-011,sub-cp003,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",2.0,0.36432023644447326,0.4423125207424164,0.5290876269340515,0.3419931769371033,2.0,4,2,3.0,3,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp003_ses-20210206_level-03B_run-011,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
