feature_name,feature_group,reason_flagged,evidence,decision,included_in_primary
eye_lslhtcviveeye_convergence_distance_mm_range,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_convergence_distance_mm_rms,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_convergence_distance_mm_skew,eye_tracking_features,EXCLUDE_ALL_DATASETS_STRUCTURALLY_UNUSABLE_ALL_NAN,verified_structurally_unusable_all_nan,EXCLUDE_DIRECT_TARGET_LEAKAGE,False
eye_lslhtcviveeye_convergence_distance_mm_slope,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_convergence_distance_mm_std,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_convergence_distance_validity_iqr,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_convergence_distance_validity_kurtosis,eye_tracking_features,EXCLUDE_ALL_DATASETS_STRUCTURALLY_UNUSABLE_ALL_NAN,verified_structurally_unusable_all_nan,EXCLUDE_DIRECT_TARGET_LEAKAGE,False
eye_lslhtcviveeye_convergence_distance_validity_max,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_convergence_distance_validity_mean,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_convergence_distance_validity_median,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_convergence_distance_validity_min,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_convergence_distance_validity_missing_ratio,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_convergence_distance_validity_num_missing,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_convergence_distance_validity_range,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_convergence_distance_validity_rms,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_convergence_distance_validity_skew,eye_tracking_features,EXCLUDE_ALL_DATASETS_STRUCTURALLY_UNUSABLE_ALL_NAN,verified_structurally_unusable_all_nan,EXCLUDE_DIRECT_TARGET_LEAKAGE,False
eye_lslhtcviveeye_convergence_distance_validity_slope,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_convergence_distance_validity_std,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_duration,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_l_iqr,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_l_kurtosis,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_l_max,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_l_mean,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_l_median,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_l_min,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_l_missing_ratio,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_l_num_missing,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_l_range,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_l_rms,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_l_skew,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_l_slope,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_l_std,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_r_iqr,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_r_kurtosis,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_r_max,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_r_mean,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_r_median,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_r_min,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_r_missing_ratio,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_r_num_missing,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_r_range,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_r_rms,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_r_skew,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_r_slope,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_eye_openness_r_std,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_x_iqr,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_x_kurtosis,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_x_max,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_x_mean,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_x_median,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_x_min,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_x_missing_ratio,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_x_num_missing,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_x_range,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_x_rms,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_x_skew,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_x_slope,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_x_std,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_y_iqr,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_y_kurtosis,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_y_max,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_y_mean,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_y_median,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_y_min,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_y_missing_ratio,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_y_num_missing,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_y_range,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_y_rms,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_y_skew,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_y_slope,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_y_std,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_z_iqr,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_z_kurtosis,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_z_max,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_z_mean,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_z_median,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_z_min,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_z_missing_ratio,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_z_num_missing,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_z_range,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_z_rms,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_z_skew,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_z_slope,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_l_z_std,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_x_iqr,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_x_kurtosis,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_x_max,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_x_mean,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_x_median,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_x_min,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_x_missing_ratio,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_x_num_missing,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_x_range,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_x_rms,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_x_skew,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_x_slope,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_x_std,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_y_iqr,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_y_kurtosis,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_y_max,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_y_mean,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_y_median,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_y_min,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_y_missing_ratio,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_y_num_missing,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_y_range,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_y_rms,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_y_skew,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_y_slope,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_y_std,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_z_iqr,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_z_kurtosis,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_z_max,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_z_mean,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_z_median,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_z_min,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_z_missing_ratio,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_z_num_missing,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_z_range,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_z_rms,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_z_skew,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_z_slope,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_direction_r_z_std,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_x_mm_iqr,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_x_mm_kurtosis,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_x_mm_max,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_x_mm_mean,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_x_mm_median,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_x_mm_min,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_x_mm_missing_ratio,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_x_mm_num_missing,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_x_mm_range,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_x_mm_rms,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_x_mm_skew,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_x_mm_slope,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_x_mm_std,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_y_mm_iqr,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_y_mm_kurtosis,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_y_mm_max,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_y_mm_mean,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_y_mm_median,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_y_mm_min,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_y_mm_missing_ratio,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_y_mm_num_missing,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_y_mm_range,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_y_mm_rms,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_y_mm_skew,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_y_mm_slope,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_y_mm_std,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_z_mm_iqr,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_z_mm_kurtosis,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_z_mm_max,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_z_mm_mean,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_z_mm_median,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_z_mm_min,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_z_mm_missing_ratio,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_z_mm_num_missing,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_z_mm_range,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_z_mm_rms,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_z_mm_skew,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_z_mm_slope,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_l_z_mm_std,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_x_mm_iqr,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_x_mm_kurtosis,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_x_mm_max,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_x_mm_mean,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_x_mm_median,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_x_mm_min,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_x_mm_missing_ratio,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_x_mm_num_missing,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_x_mm_range,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_x_mm_rms,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_x_mm_skew,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_x_mm_slope,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_x_mm_std,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_y_mm_iqr,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_y_mm_kurtosis,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_y_mm_max,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_y_mm_mean,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_y_mm_median,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_y_mm_min,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_y_mm_missing_ratio,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_y_mm_num_missing,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_y_mm_range,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_y_mm_rms,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_y_mm_skew,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_gaze_origin_r_y_mm_slope,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
