run_key,subject_id,outer_fold,condition,model_family,task,y_true,y_pred_raw,y_pred_bounded,seed_aggregation,source_status
sub-cp005_ses-20210226_level-02B_run-010,sub-cp005,5,FUSION_PEH,TRADITIONAL,regression,2.0,3.0400248810670263,3.0400248810670263,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-03B_run-002,sub-cp005,5,FUSION_PEH,TRADITIONAL,regression,3.0,2.031772846918565,2.031772846918565,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-03B_run-005,sub-cp005,5,FUSION_PEH,TRADITIONAL,regression,3.0,3.174018153305653,3.174018153305653,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-03B_run-011,sub-cp005,5,FUSION_PEH,TRADITIONAL,regression,3.0,2.803557896685507,2.803557896685507,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-04B_run-004,sub-cp005,5,FUSION_PEH,TRADITIONAL,regression,4.0,2.0799873668651947,2.0799873668651947,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-04B_run-006,sub-cp005,5,FUSION_PEH,TRADITIONAL,regression,4.0,3.4048193030695986,3.4048193030695986,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-04B_run-009,sub-cp005,5,FUSION_PEH,TRADITIONAL,regression,4.0,2.2646115097652624,2.2646115097652624,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-01B_run-001,sub-cp006,4,FUSION_PEH,TRADITIONAL,regression,1.0,1.6854329831340524,1.6854329831340524,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-01B_run-007,sub-cp006,4,FUSION_PEH,TRADITIONAL,regression,1.0,1.4083214270065436,1.4083214270065436,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-01B_run-012,sub-cp006,4,FUSION_PEH,TRADITIONAL,regression,1.0,1.7798179700041283,1.7798179700041283,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-02B_run-003,sub-cp006,4,FUSION_PEH,TRADITIONAL,regression,2.0,2.2780436696868662,2.2780436696868662,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-02B_run-008,sub-cp006,4,FUSION_PEH,TRADITIONAL,regression,2.0,1.614228653951454,1.614228653951454,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-02B_run-010,sub-cp006,4,FUSION_PEH,TRADITIONAL,regression,2.0,2.289701138965876,2.289701138965876,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-03B_run-002,sub-cp006,4,FUSION_PEH,TRADITIONAL,regression,3.0,2.5831747617079097,2.5831747617079097,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-03B_run-005,sub-cp006,4,FUSION_PEH,TRADITIONAL,regression,3.0,1.2467319435744162,1.2467319435744162,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-03B_run-011,sub-cp006,4,FUSION_PEH,TRADITIONAL,regression,3.0,3.429263770487643,3.429263770487643,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-04B_run-004,sub-cp006,4,FUSION_PEH,TRADITIONAL,regression,4.0,3.2488236938142445,3.2488236938142445,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-04B_run-006,sub-cp006,4,FUSION_PEH,TRADITIONAL,regression,4.0,2.3084067898038105,2.3084067898038105,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-04B_run-009,sub-cp006,4,FUSION_PEH,TRADITIONAL,regression,4.0,2.592969884955317,2.592969884955317,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-01B_run-001,sub-cp008,3,FUSION_PEH,TRADITIONAL,regression,1.0,1.9083484647305629,1.9083484647305629,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-01B_run-007,sub-cp008,3,FUSION_PEH,TRADITIONAL,regression,1.0,1.6611446915009458,1.6611446915009458,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-01B_run-012,sub-cp008,3,FUSION_PEH,TRADITIONAL,regression,1.0,1.6594818484506806,1.6594818484506806,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-02B_run-003,sub-cp008,3,FUSION_PEH,TRADITIONAL,regression,2.0,2.664720550002833,2.664720550002833,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-02B_run-008,sub-cp008,3,FUSION_PEH,TRADITIONAL,regression,2.0,2.4294260990430336,2.4294260990430336,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-02B_run-010,sub-cp008,3,FUSION_PEH,TRADITIONAL,regression,2.0,2.639918494416856,2.639918494416856,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-03B_run-002,sub-cp008,3,FUSION_PEH,TRADITIONAL,regression,3.0,2.8982583073880384,2.8982583073880384,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-03B_run-005,sub-cp008,3,FUSION_PEH,TRADITIONAL,regression,3.0,2.902214517618308,2.902214517618308,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-03B_run-011,sub-cp008,3,FUSION_PEH,TRADITIONAL,regression,3.0,3.2249570061704134,3.2249570061704134,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-04B_run-004,sub-cp008,3,FUSION_PEH,TRADITIONAL,regression,4.0,3.3475316649825992,3.3475316649825992,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-04B_run-006,sub-cp008,3,FUSION_PEH,TRADITIONAL,regression,4.0,3.4562335672346034,3.4562335672346034,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-04B_run-009,sub-cp008,3,FUSION_PEH,TRADITIONAL,regression,4.0,3.2489997421075447,3.2489997421075447,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-01B_run-001,sub-cp009,2,FUSION_PEH,TRADITIONAL,regression,1.0,1.7793647726343709,1.7793647726343709,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-01B_run-007,sub-cp009,2,FUSION_PEH,TRADITIONAL,regression,1.0,3.367124633912941,3.367124633912941,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-01B_run-012,sub-cp009,2,FUSION_PEH,TRADITIONAL,regression,1.0,1.3626144650709384,1.3626144650709384,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-02B_run-003,sub-cp009,2,FUSION_PEH,TRADITIONAL,regression,2.0,2.182475908414942,2.182475908414942,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-02B_run-008,sub-cp009,2,FUSION_PEH,TRADITIONAL,regression,2.0,3.2738646693705045,3.2738646693705045,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-02B_run-010,sub-cp009,2,FUSION_PEH,TRADITIONAL,regression,2.0,2.900782886143489,2.900782886143489,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-03B_run-002,sub-cp009,2,FUSION_PEH,TRADITIONAL,regression,3.0,2.1442895824731503,2.1442895824731503,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-03B_run-005,sub-cp009,2,FUSION_PEH,TRADITIONAL,regression,3.0,3.694576241925397,3.694576241925397,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-03B_run-011,sub-cp009,2,FUSION_PEH,TRADITIONAL,regression,3.0,2.174864634322338,2.174864634322338,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-04B_run-004,sub-cp009,2,FUSION_PEH,TRADITIONAL,regression,4.0,2.628659413087557,2.628659413087557,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-04B_run-006,sub-cp009,2,FUSION_PEH,TRADITIONAL,regression,4.0,1.9183406268541372,1.9183406268541372,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-04B_run-009,sub-cp009,2,FUSION_PEH,TRADITIONAL,regression,4.0,3.2628624163709965,3.2628624163709965,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-01B_run-001,sub-cp011,1,FUSION_PEH,TRADITIONAL,regression,1.0,2.038278386346605,2.038278386346605,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-01B_run-007,sub-cp011,1,FUSION_PEH,TRADITIONAL,regression,1.0,1.120324776236908,1.120324776236908,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-01B_run-012,sub-cp011,1,FUSION_PEH,TRADITIONAL,regression,1.0,1.4849970453619454,1.4849970453619454,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-02B_run-003,sub-cp011,1,FUSION_PEH,TRADITIONAL,regression,2.0,2.4272438433773167,2.4272438433773167,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-02B_run-008,sub-cp011,1,FUSION_PEH,TRADITIONAL,regression,2.0,1.7707700507625064,1.7707700507625064,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-02B_run-010,sub-cp011,1,FUSION_PEH,TRADITIONAL,regression,2.0,2.2331271223801274,2.2331271223801274,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-03B_run-002,sub-cp011,1,FUSION_PEH,TRADITIONAL,regression,3.0,2.2261861388255646,2.2261861388255646,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-03B_run-005,sub-cp011,1,FUSION_PEH,TRADITIONAL,regression,3.0,2.787999108528448,2.787999108528448,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-03B_run-011,sub-cp011,1,FUSION_PEH,TRADITIONAL,regression,3.0,2.697930774441549,2.697930774441549,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-04B_run-004,sub-cp011,1,FUSION_PEH,TRADITIONAL,regression,4.0,2.669949471735165,2.669949471735165,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-04B_run-006,sub-cp011,1,FUSION_PEH,TRADITIONAL,regression,4.0,2.4978032512892097,2.4978032512892097,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-04B_run-009,sub-cp011,1,FUSION_PEH,TRADITIONAL,regression,4.0,1.9316656342802063,1.9316656342802063,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-01B_run-001,sub-cp012,4,FUSION_PEH,TRADITIONAL,regression,1.0,2.7209910652679032,2.7209910652679032,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-01B_run-007,sub-cp012,4,FUSION_PEH,TRADITIONAL,regression,1.0,1.3993818431384537,1.3993818431384537,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-01B_run-012,sub-cp012,4,FUSION_PEH,TRADITIONAL,regression,1.0,1.1646298368809926,1.1646298368809926,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-02B_run-003,sub-cp012,4,FUSION_PEH,TRADITIONAL,regression,2.0,2.521082373126724,2.521082373126724,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-02B_run-008,sub-cp012,4,FUSION_PEH,TRADITIONAL,regression,2.0,2.850561932421046,2.850561932421046,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-02B_run-010,sub-cp012,4,FUSION_PEH,TRADITIONAL,regression,2.0,2.555964979707684,2.555964979707684,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-03B_run-002,sub-cp012,4,FUSION_PEH,TRADITIONAL,regression,3.0,2.662896596109767,2.662896596109767,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-03B_run-005,sub-cp012,4,FUSION_PEH,TRADITIONAL,regression,3.0,2.2274168304926025,2.2274168304926025,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-03B_run-011,sub-cp012,4,FUSION_PEH,TRADITIONAL,regression,3.0,2.5764213753502063,2.5764213753502063,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-04B_run-004,sub-cp012,4,FUSION_PEH,TRADITIONAL,regression,4.0,3.028336332369083,3.028336332369083,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-04B_run-006,sub-cp012,4,FUSION_PEH,TRADITIONAL,regression,4.0,3.139760522706747,3.139760522706747,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-04B_run-009,sub-cp012,4,FUSION_PEH,TRADITIONAL,regression,4.0,3.063213720977536,3.063213720977536,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-01B_run-001,sub-cp013,2,FUSION_PEH,TRADITIONAL,regression,1.0,1.4056542423637646,1.4056542423637646,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-01B_run-007,sub-cp013,2,FUSION_PEH,TRADITIONAL,regression,1.0,0.9604934861865806,1.0,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-01B_run-012,sub-cp013,2,FUSION_PEH,TRADITIONAL,regression,1.0,1.743607444960236,1.743607444960236,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-02B_run-003,sub-cp013,2,FUSION_PEH,TRADITIONAL,regression,2.0,2.3513708334191725,2.3513708334191725,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-02B_run-008,sub-cp013,2,FUSION_PEH,TRADITIONAL,regression,2.0,1.761346295518438,1.761346295518438,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-02B_run-010,sub-cp013,2,FUSION_PEH,TRADITIONAL,regression,2.0,1.7424780663680233,1.7424780663680233,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-03B_run-002,sub-cp013,2,FUSION_PEH,TRADITIONAL,regression,3.0,2.43086999299778,2.43086999299778,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-03B_run-005,sub-cp013,2,FUSION_PEH,TRADITIONAL,regression,3.0,1.6049944497264497,1.6049944497264497,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-03B_run-011,sub-cp013,2,FUSION_PEH,TRADITIONAL,regression,3.0,1.4758178468345895,1.4758178468345895,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-04B_run-004,sub-cp013,2,FUSION_PEH,TRADITIONAL,regression,4.0,2.0529158564439647,2.0529158564439647,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-04B_run-006,sub-cp013,2,FUSION_PEH,TRADITIONAL,regression,4.0,2.226392179827409,2.226392179827409,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-04B_run-009,sub-cp013,2,FUSION_PEH,TRADITIONAL,regression,4.0,1.8151853487987133,1.8151853487987133,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-01B_run-001,sub-cp014,3,FUSION_PEH,TRADITIONAL,regression,1.0,1.596515837797475,1.596515837797475,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,3,FUSION_PEH,TRADITIONAL,regression,1.0,1.5522632837391763,1.5522632837391763,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,3,FUSION_PEH,TRADITIONAL,regression,1.0,1.4623099985986938,1.4623099985986938,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,3,FUSION_PEH,TRADITIONAL,regression,2.0,1.8895124030435044,1.8895124030435044,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,3,FUSION_PEH,TRADITIONAL,regression,2.0,2.1137523418922077,2.1137523418922077,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-02B_run-010,sub-cp014,3,FUSION_PEH,TRADITIONAL,regression,2.0,2.1813078159827306,2.1813078159827306,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-03B_run-002,sub-cp014,3,FUSION_PEH,TRADITIONAL,regression,3.0,2.589419073731339,2.589419073731339,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-03B_run-005,sub-cp014,3,FUSION_PEH,TRADITIONAL,regression,3.0,2.368234219481058,2.368234219481058,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-03B_run-011,sub-cp014,3,FUSION_PEH,TRADITIONAL,regression,3.0,2.093777418735087,2.093777418735087,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-04B_run-004,sub-cp014,3,FUSION_PEH,TRADITIONAL,regression,4.0,2.941948417118967,2.941948417118967,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-04B_run-006,sub-cp014,3,FUSION_PEH,TRADITIONAL,regression,4.0,2.6392270406935445,2.6392270406935445,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-04B_run-009,sub-cp014,3,FUSION_PEH,TRADITIONAL,regression,4.0,2.958851496836107,2.958851496836107,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-01B_run-001,sub-cp015,2,FUSION_PEH,TRADITIONAL,regression,1.0,1.3875042041893668,1.3875042041893668,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-01B_run-007,sub-cp015,2,FUSION_PEH,TRADITIONAL,regression,1.0,2.8175055813777528,2.8175055813777528,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-01B_run-012,sub-cp015,2,FUSION_PEH,TRADITIONAL,regression,1.0,1.9920670199108603,1.9920670199108603,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-02B_run-003,sub-cp015,2,FUSION_PEH,TRADITIONAL,regression,2.0,1.6854449368145492,1.6854449368145492,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-02B_run-008,sub-cp015,2,FUSION_PEH,TRADITIONAL,regression,2.0,2.1448174941418734,2.1448174941418734,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-02B_run-010,sub-cp015,2,FUSION_PEH,TRADITIONAL,regression,2.0,2.91308312204755,2.91308312204755,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-03B_run-002,sub-cp015,2,FUSION_PEH,TRADITIONAL,regression,3.0,2.374923228933157,2.374923228933157,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-03B_run-005,sub-cp015,2,FUSION_PEH,TRADITIONAL,regression,3.0,2.157586654942719,2.157586654942719,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-03B_run-011,sub-cp015,2,FUSION_PEH,TRADITIONAL,regression,3.0,2.4858573368070225,2.4858573368070225,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-04B_run-004,sub-cp015,2,FUSION_PEH,TRADITIONAL,regression,4.0,2.9624651037592047,2.9624651037592047,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-04B_run-006,sub-cp015,2,FUSION_PEH,TRADITIONAL,regression,4.0,3.9725122319154353,3.9725122319154353,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-04B_run-009,sub-cp015,2,FUSION_PEH,TRADITIONAL,regression,4.0,2.939886860131296,2.939886860131296,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-01B_run-001,sub-cp016,1,FUSION_PEH,TRADITIONAL,regression,1.0,2.587758902980032,2.587758902980032,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-01B_run-007,sub-cp016,1,FUSION_PEH,TRADITIONAL,regression,1.0,1.7800349593479283,1.7800349593479283,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-01B_run-012,sub-cp016,1,FUSION_PEH,TRADITIONAL,regression,1.0,1.594199080608121,1.594199080608121,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-02B_run-003,sub-cp016,1,FUSION_PEH,TRADITIONAL,regression,2.0,2.4697044313495,2.4697044313495,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-02B_run-008,sub-cp016,1,FUSION_PEH,TRADITIONAL,regression,2.0,2.29665022368096,2.29665022368096,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-02B_run-010,sub-cp016,1,FUSION_PEH,TRADITIONAL,regression,2.0,2.789965425975225,2.789965425975225,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-03B_run-002,sub-cp016,1,FUSION_PEH,TRADITIONAL,regression,3.0,3.5615688408019373,3.5615688408019373,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-03B_run-005,sub-cp016,1,FUSION_PEH,TRADITIONAL,regression,3.0,3.144230045564368,3.144230045564368,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-03B_run-011,sub-cp016,1,FUSION_PEH,TRADITIONAL,regression,3.0,3.05007910784574,3.05007910784574,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-04B_run-004,sub-cp016,1,FUSION_PEH,TRADITIONAL,regression,4.0,3.4496054068212763,3.4496054068212763,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-04B_run-006,sub-cp016,1,FUSION_PEH,TRADITIONAL,regression,4.0,3.366529728792965,3.366529728792965,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-04B_run-009,sub-cp016,1,FUSION_PEH,TRADITIONAL,regression,4.0,2.281311895120196,2.281311895120196,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp017_ses-20210521_level-01B_run-001,sub-cp017,5,FUSION_PEH,TRADITIONAL,regression,1.0,2.817791234377062,2.817791234377062,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp017_ses-20210521_level-01B_run-007,sub-cp017,5,FUSION_PEH,TRADITIONAL,regression,1.0,2.5783558586813524,2.5783558586813524,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp017_ses-20210521_level-01B_run-012,sub-cp017,5,FUSION_PEH,TRADITIONAL,regression,1.0,2.877369513532562,2.877369513532562,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp017_ses-20210521_level-02B_run-003,sub-cp017,5,FUSION_PEH,TRADITIONAL,regression,2.0,3.398397114092653,3.398397114092653,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp017_ses-20210521_level-02B_run-008,sub-cp017,5,FUSION_PEH,TRADITIONAL,regression,2.0,3.244600705235773,3.244600705235773,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp017_ses-20210521_level-02B_run-010,sub-cp017,5,FUSION_PEH,TRADITIONAL,regression,2.0,3.7107574760889657,3.7107574760889657,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp017_ses-20210521_level-03B_run-002,sub-cp017,5,FUSION_PEH,TRADITIONAL,regression,3.0,3.86300572507535,3.86300572507535,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
sub-cp017_ses-20210521_level-03B_run-005,sub-cp017,5,FUSION_PEH,TRADITIONAL,regression,3.0,3.2207175077219654,3.2207175077219654,NOT_APPLICABLE_SINGLE_CANONICAL,NEW_PHASE08_RUN
