file_path,relative_path,file_name,extension,file_size_mb,subject_id,session_id,difficulty_level,run_id,run_key,detected_modality,modality_detection_method,is_readable,read_error,row_count_if_csv,column_count_if_csv,first_columns_if_csv,mat_keys_if_mat
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-007\sub-cp012_ses-20210723_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-007.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-007/sub-cp012_ses-20210723_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-007.csv,sub-cp012_ses-20210723_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-007.csv,csv,0.075534,sub-cp012,ses-20210723,level-01B,run-007,sub-cp012_ses-20210723_level-01B_run-007,performance,filename_keyword,True,,1677,5,"[""time_dn"", ""glideslope_error_deg"", ""localizer_error_deg"", ""airspeed_error_kts"", ""total_error""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-007\sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-007_dat.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-007/sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-007_dat.csv,sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-007_dat.csv,csv,0.622502,sub-cp012,ses-20210723,level-01B,run-007,sub-cp012_ses-20210723_level-01B_run-007,xplane,filename_keyword,True,,1945,19,"[""time_dn"", ""aircraft_velocity_e_mps"", ""aircraft_velocity_u_mps"", ""aircraft_velocity_n_mps"", ""aircraft_elevation_trim"", ""aircraft_aileron_trim"", ""aircraft_latitude_deg"", ""aircraft_longitude_deg"", ""aircraft_elevation_m"", ""aircraft_agl_altitude_m"", ""aircraft_pitch_deg"", ""aircraft_roll_deg"", ""aircraft_indicated_airspeed_kias"", ""aircraft_groundspeed_mps"", ""aircraft_climb_rate_mps"", ""aircraft_yaw_deg"", ""aircraft_ils_deflection_gs"", ""aircraft_ils_deflection_h"", ""aircraft_landing_gear""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-007\sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-007_hea.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-007/sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-007_hea.csv,sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-007_hea.csv,csv,8.5e-05,sub-cp012,ses-20210723,level-01B,run-007,sub-cp012_ses-20210723_level-01B_run-007,xplane,filename_keyword,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-007\sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-007_dat.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-007/sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-007_dat.csv,sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-007_dat.csv,csv,0.255227,sub-cp012,ses-20210723,level-01B,run-007,sub-cp012_ses-20210723_level-01B_run-007,head_movement,csv_columns_overrode_broad_filename_keyword,True,,1945,7,"[""time_dn"", ""pilot_head_position_f_m"", ""pilot_head_position_h_m"", ""pilot_head_position_v_m"", ""pilot_head_roll_deg"", ""pilot_head_pitch_deg"", ""pilot_head_yaw_deg""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-007\sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-007_hea.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-007/sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-007_hea.csv,sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-007_hea.csv,csv,8.5e-05,sub-cp012,ses-20210723,level-01B,run-007,sub-cp012_ses-20210723_level-01B_run-007,xplane,filename_keyword,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-012\sub-cp012_ses-20210723_ocuevts_level-01B_run-012.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-012/sub-cp012_ses-20210723_ocuevts_level-01B_run-012.csv,sub-cp012_ses-20210723_ocuevts_level-01B_run-012.csv,csv,3.059456,sub-cp012,ses-20210723,level-01B,run-012,sub-cp012_ses-20210723_level-01B_run-012,eye_tracking,filename_keyword,True,,109726,3,"[""Timestamp"", ""FixationSeq"", ""SaccadeSeq""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-012\sub-cp012_ses-20210723_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-012/sub-cp012_ses-20210723_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-012_dat.csv,sub-cp012_ses-20210723_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-012_dat.csv,csv,42.326905,sub-cp012,ses-20210723,level-01B,run-012,sub-cp012_ses-20210723_level-01B_run-012,eye_tracking,filename_keyword,True,,109728,27,"[""time_dn"", ""validity_l"", ""validity_r"", ""gaze_origin_l_x_mm"", ""gaze_origin_l_y_mm"", ""gaze_origin_l_z_mm"", ""gaze_origin_r_x_mm"", ""gaze_origin_r_y_mm"", ""gaze_origin_r_z_mm"", ""gaze_direction_l_x"", ""gaze_direction_l_y"", ""gaze_direction_l_z"", ""gaze_direction_r_x"", ""gaze_direction_r_y"", ""gaze_direction_r_z"", ""pupil_diameter_l_mm"", ""pupil_diameter_r_mm"", ""eye_openness_l"", ""eye_openness_r"", ""pupil_position_l_x""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-012\sub-cp012_ses-20210723_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-012_hea.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-012/sub-cp012_ses-20210723_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-012_hea.csv,sub-cp012_ses-20210723_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-012_hea.csv,csv,8.9e-05,sub-cp012,ses-20210723,level-01B,run-012,sub-cp012_ses-20210723_level-01B_run-012,eye_tracking,filename_keyword,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-012\sub-cp012_ses-20210723_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-012/sub-cp012_ses-20210723_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-012_dat.csv,sub-cp012_ses-20210723_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-012_dat.csv,csv,4.229312,sub-cp012,ses-20210723,level-01B,run-012,sub-cp012_ses-20210723_level-01B_run-012,ecg,filename_keyword,True,,55501,4,"[""time_dn"", ""ecg_projection_ll_ra_mV"", ""ecg_projection_la_ra_mV"", ""ecg_projection_vx_rl_mV""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-012\sub-cp012_ses-20210723_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-012_hea.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-012/sub-cp012_ses-20210723_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-012_hea.csv,sub-cp012_ses-20210723_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-012_hea.csv,csv,8.8e-05,sub-cp012,ses-20210723,level-01B,run-012,sub-cp012_ses-20210723_level-01B_run-012,ecg,filename_keyword,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-012\sub-cp012_ses-20210723_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-012/sub-cp012_ses-20210723_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-012_dat.csv,sub-cp012_ses-20210723_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-012_dat.csv,csv,26.051785,sub-cp012,ses-20210723,level-01B,run-012,sub-cp012_ses-20210723_level-01B_run-012,eda,filename_keyword,True,,442434,3,"[""time_dn"", ""ppg_finger_mV"", ""eda_hand_l_kOhms""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-012\sub-cp012_ses-20210723_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-012_hea.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-012/sub-cp012_ses-20210723_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-012_hea.csv,sub-cp012_ses-20210723_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-012_hea.csv,csv,9e-05,sub-cp012,ses-20210723,level-01B,run-012,sub-cp012_ses-20210723_level-01B_run-012,eda,filename_keyword,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-012\sub-cp012_ses-20210723_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-012/sub-cp012_ses-20210723_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_dat.csv,sub-cp012_ses-20210723_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_dat.csv,csv,5.933715,sub-cp012,ses-20210723,level-01B,run-012,sub-cp012_ses-20210723_level-01B_run-012,emg,filename_keyword,True,,55502,6,"[""time_dn"", ""accelerometry_forearm_r_x_mps2"", ""accelerometry_forearm_r_y_mps2"", ""accelerometry_forearm_r_z_mps2"", ""emg_wrist_flexor_mV"", ""emg_wrist_extensor_mV""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-012\sub-cp012_ses-20210723_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_hea.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-012/sub-cp012_ses-20210723_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_hea.csv,sub-cp012_ses-20210723_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_hea.csv,csv,8.8e-05,sub-cp012,ses-20210723,level-01B,run-012,sub-cp012_ses-20210723_level-01B_run-012,emg,filename_keyword,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-012\sub-cp012_ses-20210723_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-012/sub-cp012_ses-20210723_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-012_dat.csv,sub-cp012_ses-20210723_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-012_dat.csv,csv,2.381872,sub-cp012,ses-20210723,level-01B,run-012,sub-cp012_ses-20210723_level-01B_run-012,respiration,filename_keyword,True,,55501,2,"[""time_dn"", ""respiration_trace_mV""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-012\sub-cp012_ses-20210723_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-012_hea.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-012/sub-cp012_ses-20210723_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-012_hea.csv,sub-cp012_ses-20210723_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-012_hea.csv,csv,8.8e-05,sub-cp012,ses-20210723,level-01B,run-012,sub-cp012_ses-20210723_level-01B_run-012,respiration,filename_keyword,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-012\sub-cp012_ses-20210723_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-012/sub-cp012_ses-20210723_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-012_dat.csv,sub-cp012_ses-20210723_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-012_dat.csv,csv,4.090421,sub-cp012,ses-20210723,level-01B,run-012,sub-cp012_ses-20210723_level-01B_run-012,unknown,unclassified_filename,True,,55470,4,"[""time_dn"", ""accelerometry_torso_x_mps2"", ""accelerometry_torso_y_mps2"", ""accelerometry_torso_z_mps2""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-012\sub-cp012_ses-20210723_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-012_hea.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-012/sub-cp012_ses-20210723_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-012_hea.csv,sub-cp012_ses-20210723_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-012_hea.csv,csv,8.5e-05,sub-cp012,ses-20210723,level-01B,run-012,sub-cp012_ses-20210723_level-01B_run-012,unknown,unclassified_filename,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-012\sub-cp012_ses-20210723_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-012.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-012/sub-cp012_ses-20210723_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-012.csv,sub-cp012_ses-20210723_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-012.csv,csv,0.076149,sub-cp012,ses-20210723,level-01B,run-012,sub-cp012_ses-20210723_level-01B_run-012,performance,filename_keyword,True,,1690,5,"[""time_dn"", ""glideslope_error_deg"", ""localizer_error_deg"", ""airspeed_error_kts"", ""total_error""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-012\sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-012/sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-012_dat.csv,sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-012_dat.csv,csv,0.641685,sub-cp012,ses-20210723,level-01B,run-012,sub-cp012_ses-20210723_level-01B_run-012,xplane,filename_keyword,True,,1998,19,"[""time_dn"", ""aircraft_velocity_e_mps"", ""aircraft_velocity_u_mps"", ""aircraft_velocity_n_mps"", ""aircraft_elevation_trim"", ""aircraft_aileron_trim"", ""aircraft_latitude_deg"", ""aircraft_longitude_deg"", ""aircraft_elevation_m"", ""aircraft_agl_altitude_m"", ""aircraft_pitch_deg"", ""aircraft_roll_deg"", ""aircraft_indicated_airspeed_kias"", ""aircraft_groundspeed_mps"", ""aircraft_climb_rate_mps"", ""aircraft_yaw_deg"", ""aircraft_ils_deflection_gs"", ""aircraft_ils_deflection_h"", ""aircraft_landing_gear""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-012\sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-012_hea.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-012/sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-012_hea.csv,sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-012_hea.csv,csv,8.5e-05,sub-cp012,ses-20210723,level-01B,run-012,sub-cp012_ses-20210723_level-01B_run-012,xplane,filename_keyword,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-012\sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-012/sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-012_dat.csv,sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-012_dat.csv,csv,0.263413,sub-cp012,ses-20210723,level-01B,run-012,sub-cp012_ses-20210723_level-01B_run-012,head_movement,csv_columns_overrode_broad_filename_keyword,True,,1998,7,"[""time_dn"", ""pilot_head_position_f_m"", ""pilot_head_position_h_m"", ""pilot_head_position_v_m"", ""pilot_head_roll_deg"", ""pilot_head_pitch_deg"", ""pilot_head_yaw_deg""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-01B_run-012\sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-012_hea.csv,task-ils/sub-cp012/ses-20210723/level-01B_run-012/sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-012_hea.csv,sub-cp012_ses-20210723_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-012_hea.csv,csv,8.5e-05,sub-cp012,ses-20210723,level-01B,run-012,sub-cp012_ses-20210723_level-01B_run-012,xplane,filename_keyword,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-02B_run-003\sub-cp012_ses-20210723_ocuevts_level-02B_run-003.csv,task-ils/sub-cp012/ses-20210723/level-02B_run-003/sub-cp012_ses-20210723_ocuevts_level-02B_run-003.csv,sub-cp012_ses-20210723_ocuevts_level-02B_run-003.csv,csv,3.256468,sub-cp012,ses-20210723,level-02B,run-003,sub-cp012_ses-20210723_level-02B_run-003,eye_tracking,filename_keyword,True,,117033,3,"[""Timestamp"", ""FixationSeq"", ""SaccadeSeq""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-02B_run-003\sub-cp012_ses-20210723_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp012/ses-20210723/level-02B_run-003/sub-cp012_ses-20210723_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-003_dat.csv,sub-cp012_ses-20210723_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-003_dat.csv,csv,45.078796,sub-cp012,ses-20210723,level-02B,run-003,sub-cp012_ses-20210723_level-02B_run-003,eye_tracking,filename_keyword,True,,117035,27,"[""time_dn"", ""validity_l"", ""validity_r"", ""gaze_origin_l_x_mm"", ""gaze_origin_l_y_mm"", ""gaze_origin_l_z_mm"", ""gaze_origin_r_x_mm"", ""gaze_origin_r_y_mm"", ""gaze_origin_r_z_mm"", ""gaze_direction_l_x"", ""gaze_direction_l_y"", ""gaze_direction_l_z"", ""gaze_direction_r_x"", ""gaze_direction_r_y"", ""gaze_direction_r_z"", ""pupil_diameter_l_mm"", ""pupil_diameter_r_mm"", ""eye_openness_l"", ""eye_openness_r"", ""pupil_position_l_x""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-02B_run-003\sub-cp012_ses-20210723_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-003_hea.csv,task-ils/sub-cp012/ses-20210723/level-02B_run-003/sub-cp012_ses-20210723_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-003_hea.csv,sub-cp012_ses-20210723_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-003_hea.csv,csv,8.9e-05,sub-cp012,ses-20210723,level-02B,run-003,sub-cp012_ses-20210723_level-02B_run-003,eye_tracking,filename_keyword,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-02B_run-003\sub-cp012_ses-20210723_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp012/ses-20210723/level-02B_run-003/sub-cp012_ses-20210723_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_dat.csv,sub-cp012_ses-20210723_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_dat.csv,csv,4.501338,sub-cp012,ses-20210723,level-02B,run-003,sub-cp012_ses-20210723_level-02B_run-003,ecg,filename_keyword,True,,59192,4,"[""time_dn"", ""ecg_projection_ll_ra_mV"", ""ecg_projection_la_ra_mV"", ""ecg_projection_vx_rl_mV""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-02B_run-003\sub-cp012_ses-20210723_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_hea.csv,task-ils/sub-cp012/ses-20210723/level-02B_run-003/sub-cp012_ses-20210723_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_hea.csv,sub-cp012_ses-20210723_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_hea.csv,csv,8.8e-05,sub-cp012,ses-20210723,level-02B,run-003,sub-cp012_ses-20210723_level-02B_run-003,ecg,filename_keyword,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-02B_run-003\sub-cp012_ses-20210723_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp012/ses-20210723/level-02B_run-003/sub-cp012_ses-20210723_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_dat.csv,sub-cp012_ses-20210723_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_dat.csv,csv,27.815291,sub-cp012,ses-20210723,level-02B,run-003,sub-cp012_ses-20210723_level-02B_run-003,eda,filename_keyword,True,,472543,3,"[""time_dn"", ""ppg_finger_mV"", ""eda_hand_l_kOhms""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-02B_run-003\sub-cp012_ses-20210723_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_hea.csv,task-ils/sub-cp012/ses-20210723/level-02B_run-003/sub-cp012_ses-20210723_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_hea.csv,sub-cp012_ses-20210723_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_hea.csv,csv,9e-05,sub-cp012,ses-20210723,level-02B,run-003,sub-cp012_ses-20210723_level-02B_run-003,eda,filename_keyword,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-02B_run-003\sub-cp012_ses-20210723_task-ils_stream-lslshimmeremg_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp012/ses-20210723/level-02B_run-003/sub-cp012_ses-20210723_task-ils_stream-lslshimmeremg_feat-chunk_level-02B_run-003_dat.csv,sub-cp012_ses-20210723_task-ils_stream-lslshimmeremg_feat-chunk_level-02B_run-003_dat.csv,csv,6.32543,sub-cp012,ses-20210723,level-02B,run-003,sub-cp012_ses-20210723_level-02B_run-003,emg,filename_keyword,True,,59198,6,"[""time_dn"", ""accelerometry_forearm_r_x_mps2"", ""accelerometry_forearm_r_y_mps2"", ""accelerometry_forearm_r_z_mps2"", ""emg_wrist_flexor_mV"", ""emg_wrist_extensor_mV""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-02B_run-003\sub-cp012_ses-20210723_task-ils_stream-lslshimmeremg_feat-chunk_level-02B_run-003_hea.csv,task-ils/sub-cp012/ses-20210723/level-02B_run-003/sub-cp012_ses-20210723_task-ils_stream-lslshimmeremg_feat-chunk_level-02B_run-003_hea.csv,sub-cp012_ses-20210723_task-ils_stream-lslshimmeremg_feat-chunk_level-02B_run-003_hea.csv,csv,8.7e-05,sub-cp012,ses-20210723,level-02B,run-003,sub-cp012_ses-20210723_level-02B_run-003,emg,filename_keyword,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-02B_run-003\sub-cp012_ses-20210723_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp012/ses-20210723/level-02B_run-003/sub-cp012_ses-20210723_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_dat.csv,sub-cp012_ses-20210723_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_dat.csv,csv,2.540228,sub-cp012,ses-20210723,level-02B,run-003,sub-cp012_ses-20210723_level-02B_run-003,respiration,filename_keyword,True,,59192,2,"[""time_dn"", ""respiration_trace_mV""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-02B_run-003\sub-cp012_ses-20210723_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_hea.csv,task-ils/sub-cp012/ses-20210723/level-02B_run-003/sub-cp012_ses-20210723_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_hea.csv,sub-cp012_ses-20210723_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_hea.csv,csv,8.8e-05,sub-cp012,ses-20210723,level-02B,run-003,sub-cp012_ses-20210723_level-02B_run-003,respiration,filename_keyword,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp012\ses-20210723\level-02B_run-003\sub-cp012_ses-20210723_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp012/ses-20210723/level-02B_run-003/sub-cp012_ses-20210723_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-003_dat.csv,sub-cp012_ses-20210723_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-003_dat.csv,csv,4.348359,sub-cp012,ses-20210723,level-02B,run-003,sub-cp012_ses-20210723_level-02B_run-003,unknown,unclassified_filename,True,,59202,4,"[""time_dn"", ""accelerometry_torso_x_mps2"", ""accelerometry_torso_y_mps2"", ""accelerometry_torso_z_mps2""]",
