run_key,source_run_path,issue_type,file_path,detail
sub-cp009_ses-20210129_level-000_run-001,task-rest/sub-cp009/ses-20210129/level-000_run-001,invalid_effective_rate,task-rest/sub-cp009/ses-20210129/level-000_run-001/sub-cp009_ses-20210129_task-rest_stream-lslshimmerecg_feat-chunk_level-000_run-001_hea.csv,NaN
sub-cp009_ses-20210129_level-000_run-001,task-rest/sub-cp009/ses-20210129/level-000_run-001,invalid_effective_rate,task-rest/sub-cp009/ses-20210129/level-000_run-001/sub-cp009_ses-20210129_task-rest_stream-lslshimmereda_feat-chunk_level-000_run-001_hea.csv,NaN
sub-cp009_ses-20210129_level-000_run-001,task-rest/sub-cp009/ses-20210129/level-000_run-001,invalid_effective_rate,task-rest/sub-cp009/ses-20210129/level-000_run-001/sub-cp009_ses-20210129_task-rest_stream-lslshimmerresp_feat-chunk_level-000_run-001_hea.csv,NaN
sub-cp009_ses-20210129_level-000_run-001,task-rest/sub-cp009/ses-20210129/level-000_run-001,invalid_sample_count,task-rest/sub-cp009/ses-20210129/level-000_run-001/sub-cp009_ses-20210129_task-rest_stream-lslshimmerecg_feat-chunk_level-000_run-001_hea.csv,0
sub-cp009_ses-20210129_level-000_run-001,task-rest/sub-cp009/ses-20210129/level-000_run-001,invalid_sample_count,task-rest/sub-cp009/ses-20210129/level-000_run-001/sub-cp009_ses-20210129_task-rest_stream-lslshimmereda_feat-chunk_level-000_run-001_hea.csv,0
sub-cp009_ses-20210129_level-000_run-001,task-rest/sub-cp009/ses-20210129/level-000_run-001,invalid_sample_count,task-rest/sub-cp009/ses-20210129/level-000_run-001/sub-cp009_ses-20210129_task-rest_stream-lslshimmerresp_feat-chunk_level-000_run-001_hea.csv,0
sub-cp009_ses-20210129_level-000_run-001,task-rest/sub-cp009/ses-20210129/level-000_run-001,placeholder_data_with_zero_samples,task-rest/sub-cp009/ses-20210129/level-000_run-001/sub-cp009_ses-20210129_task-rest_stream-lslshimmerecg_feat-chunk_level-000_run-001_dat.csv,
sub-cp009_ses-20210129_level-000_run-001,task-rest/sub-cp009/ses-20210129/level-000_run-001,placeholder_data_with_zero_samples,task-rest/sub-cp009/ses-20210129/level-000_run-001/sub-cp009_ses-20210129_task-rest_stream-lslshimmereda_feat-chunk_level-000_run-001_dat.csv,
sub-cp009_ses-20210129_level-000_run-001,task-rest/sub-cp009/ses-20210129/level-000_run-001,placeholder_data_with_zero_samples,task-rest/sub-cp009/ses-20210129/level-000_run-001/sub-cp009_ses-20210129_task-rest_stream-lslshimmerresp_feat-chunk_level-000_run-001_dat.csv,
sub-cp017_ses-20210521_level-000_run-002,task-rest/sub-cp017/ses-20210521/level-000_run-002,short_stream_metadata,task-rest/sub-cp017/ses-20210521/level-000_run-002/sub-cp017_ses-20210521_task-rest_stream-lslshimmertorsoacc_feat-chunk_level-000_run-002_hea.csv,8.919s
sub-cp026_ses-20210716_level-000_run-001,task-rest/sub-cp026/ses-20210716/level-000_run-001,invalid_effective_rate,task-rest/sub-cp026/ses-20210716/level-000_run-001/sub-cp026_ses-20210716_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-001_hea.csv,NaN
sub-cp026_ses-20210716_level-000_run-001,task-rest/sub-cp026/ses-20210716/level-000_run-001,invalid_sample_count,task-rest/sub-cp026/ses-20210716/level-000_run-001/sub-cp026_ses-20210716_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-001_hea.csv,0
sub-cp026_ses-20210716_level-000_run-001,task-rest/sub-cp026/ses-20210716/level-000_run-001,placeholder_data_with_zero_samples,task-rest/sub-cp026/ses-20210716/level-000_run-001/sub-cp026_ses-20210716_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-001_dat.csv,
sub-cp027_ses-20210722_level-000_run-001,task-rest/sub-cp027/ses-20210722/level-000_run-001,invalid_effective_rate,task-rest/sub-cp027/ses-20210722/level-000_run-001/sub-cp027_ses-20210722_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-001_hea.csv,NaN
sub-cp027_ses-20210722_level-000_run-001,task-rest/sub-cp027/ses-20210722/level-000_run-001,invalid_sample_count,task-rest/sub-cp027/ses-20210722/level-000_run-001/sub-cp027_ses-20210722_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-001_hea.csv,0
sub-cp027_ses-20210722_level-000_run-001,task-rest/sub-cp027/ses-20210722/level-000_run-001,placeholder_data_with_zero_samples,task-rest/sub-cp027/ses-20210722/level-000_run-001/sub-cp027_ses-20210722_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-001_dat.csv,
sub-cp028_ses-20211214_level-000_run-002,task-rest/sub-cp028/ses-20211214/level-000_run-002,invalid_effective_rate,task-rest/sub-cp028/ses-20211214/level-000_run-002/sub-cp028_ses-20211214_task-rest_stream-lslshimmeremg_feat-chunk_level-000_run-002_hea.csv,NaN
sub-cp028_ses-20211214_level-000_run-002,task-rest/sub-cp028/ses-20211214/level-000_run-002,invalid_sample_count,task-rest/sub-cp028/ses-20211214/level-000_run-002/sub-cp028_ses-20211214_task-rest_stream-lslshimmeremg_feat-chunk_level-000_run-002_hea.csv,0
sub-cp028_ses-20211214_level-000_run-002,task-rest/sub-cp028/ses-20211214/level-000_run-002,placeholder_data_with_zero_samples,task-rest/sub-cp028/ses-20211214/level-000_run-002/sub-cp028_ses-20211214_task-rest_stream-lslshimmeremg_feat-chunk_level-000_run-002_dat.csv,
sub-cp042_ses-20220111_level-000_run-001,task-rest/sub-cp042/ses-20220111/level-000_run-001,invalid_effective_rate,task-rest/sub-cp042/ses-20220111/level-000_run-001/sub-cp042_ses-20220111_task-rest_stream-lslshimmeremg_feat-chunk_level-000_run-001_hea.csv,NaN
sub-cp042_ses-20220111_level-000_run-001,task-rest/sub-cp042/ses-20220111/level-000_run-001,invalid_sample_count,task-rest/sub-cp042/ses-20220111/level-000_run-001/sub-cp042_ses-20220111_task-rest_stream-lslshimmeremg_feat-chunk_level-000_run-001_hea.csv,0
sub-cp042_ses-20220111_level-000_run-001,task-rest/sub-cp042/ses-20220111/level-000_run-001,placeholder_data_with_zero_samples,task-rest/sub-cp042/ses-20220111/level-000_run-001/sub-cp042_ses-20220111_task-rest_stream-lslshimmeremg_feat-chunk_level-000_run-001_dat.csv,
