demo_id,fold,true_difficulty,predicted_difficulty,classification_correct,difficulty_1_cosine,difficulty_2_cosine,difficulty_3_cosine,difficulty_4_cosine,true_difficulty_score,raw_frozen_prediction,bounded_frozen_prediction,absolute_error
DEMO-0172,3,2,2,true,0.842679762840271,0.8507668018341065,0.8354210138320923,0.7807107329368591,2.0,1.335551218209541,1.335551218209541,0.664448781790459
DEMO-0173,3,2,2,true,0.8558274269104004,0.9095206260681152,0.8698509812355042,0.7520180463790893,2.0,2.185278199751847,2.185278199751847,0.1852781997518469
DEMO-0174,3,2,2,true,0.8669771552085876,0.8965255498886109,0.8516783952713013,0.7553325057029724,2.0,1.6690403446248485,1.6690403446248485,0.3309596553751515
DEMO-0175,3,3,3,true,0.8278709888458252,0.8501121163368225,0.8592200636863708,0.8282618045806884,3.0,2.973111634719561,2.973111634719561,0.02688836528043881
DEMO-0176,3,3,3,true,0.8197509527206421,0.8666122317314148,0.8865855932235718,0.7766189813613892,3.0,2.8688854902690144,2.8688854902690144,0.1311145097309856
DEMO-0177,3,3,3,true,0.8406492114067078,0.8857427120208741,0.8994210124015808,0.7735170841217041,3.0,2.8830471908304025,2.8830471908304025,0.1169528091695975
DEMO-0178,3,4,4,true,0.821971344947815,0.8352497816085815,0.8530035972595215,0.8679011344909668,4.0,3.844303935912511,3.844303935912511,0.1556960640874889
DEMO-0179,3,4,4,true,0.8095149278640748,0.8327588438987732,0.8547624826431275,0.8686931967735291,4.0,3.8650449871257315,3.8650449871257315,0.1349550128742685
DEMO-0180,3,4,4,true,0.8190617561340332,0.8406814932823181,0.8591866850852966,0.8860214591026306,4.0,3.9202306001795195,3.9202306001795195,0.07976939982048048
DEMO-0181,2,1,1,true,0.876517117023468,0.8441298723220825,0.8135514736175538,0.8131798505783081,1.0,1.480997626400414,1.480997626400414,0.4809976264004141
DEMO-0182,2,1,2,false,0.8785791993141174,0.8880589246749878,0.8528940439224243,0.7975221157073975,1.0,1.426011212631646,1.426011212631646,0.426011212631646
DEMO-0183,2,1,2,false,0.8747033596038818,0.890822970867157,0.8479395866394043,0.7676760435104371,1.0,1.3412606665366975,1.3412606665366975,0.3412606665366975
DEMO-0184,2,2,2,true,0.8686700344085694,0.9017904162406921,0.8719640016555786,0.7777812957763672,2.0,2.08987393505547,2.08987393505547,0.08987393505546981
DEMO-0185,2,2,2,true,0.8641547679901123,0.8853900313377381,0.8474902272224426,0.786980664730072,2.0,1.8069930257115572,1.8069930257115572,0.1930069742884428
DEMO-0186,2,2,2,true,0.8641979932785034,0.9008975386619568,0.8588185787200928,0.7494218111038208,2.0,2.1352907229957894,2.1352907229957894,0.1352907229957894
DEMO-0187,2,3,3,true,0.7988986134529114,0.831266725063324,0.8468317031860352,0.8136355876922607,3.0,3.2577731467041247,3.2577731467041247,0.2577731467041247
DEMO-0188,2,3,3,true,0.8493250727653503,0.8762534737586976,0.8945947766304017,0.793668246269226,3.0,2.8374529332634566,2.8374529332634566,0.1625470667365434
DEMO-0189,2,3,3,true,0.8220072746276855,0.860793161392212,0.8717125058174133,0.8311376810073853,3.0,3.070577100512497,3.070577100512497,0.0705771005124971
DEMO-0190,2,4,4,true,0.8042728543281555,0.8187057375907898,0.8328800201416016,0.8706731081008912,4.0,3.88308858047602,3.88308858047602,0.11691141952398
DEMO-0191,2,4,4,true,0.8002600193023681,0.8093459725379943,0.8214641094207764,0.859584903717041,4.0,4.088591378661545,4.0,0
DEMO-0192,2,4,4,true,0.8293134450912476,0.8360967755317688,0.8530628085136414,0.8678272485733032,4.0,3.911533425005343,3.911533425005343,0.08846657499465715
DEMO-0193,5,1,1,true,0.8693504452705383,0.8577609181404113,0.8349335551261902,0.8242700219154357,1.0,1.9245849876398444,1.9245849876398444,0.9245849876398444
DEMO-0194,5,1,1,true,0.8567111492156982,0.8432707548141479,0.82256019115448,0.824092972278595,1.0,1.6463407946124804,1.6463407946124804,0.6463407946124804
DEMO-0195,5,1,2,false,0.8981398940086365,0.9052214026451111,0.8693960785865784,0.8222583651542663,1.0,1.605653244352504,1.605653244352504,0.605653244352504
DEMO-0196,5,2,1,false,0.8679863929748535,0.8666475057601929,0.849771249294281,0.8243188261985779,2.0,2.0140989899714925,2.0140989899714925,0.0140989899714925
DEMO-0197,5,2,2,true,0.8405490398406983,0.8562127590179444,0.8476975083351135,0.8284329295158386,2.0,2.485321169164206,2.485321169164206,0.4853211691642061
DEMO-0198,5,2,2,true,0.8566909313201905,0.8803967118263245,0.8755748748779297,0.8586879134178161,2.0,2.2938429174133317,2.2938429174133317,0.2938429174133317
DEMO-0199,5,3,3,true,0.8212405681610108,0.8478599548339844,0.8709287524223328,0.866115128993988,3.0,3.4307901717855516,3.4307901717855516,0.4307901717855516
DEMO-0200,5,3,3,true,0.8387337803840638,0.8538176655769348,0.8840755224227905,0.8453127145767212,3.0,3.0007447334802664,3.0007447334802664,0.0007447334802663796
DEMO-0201,5,3,3,true,0.8593281984329224,0.8563907742500305,0.8870198130607605,0.8703648805618286,3.0,2.875015433838924,2.875015433838924,0.1249845661610758
DEMO-0202,5,4,4,true,0.8254751086235046,0.8323654174804688,0.8542325496673584,0.8976378560066223,4.0,3.841764381463741,3.841764381463741,0.158235618536259
DEMO-0203,5,4,4,true,0.8091290473937989,0.8260205030441284,0.834822702407837,0.8820632219314575,4.0,4.125492833408094,4.0,0
DEMO-0204,5,4,4,true,0.8062311291694642,0.8344718933105468,0.8627314448356629,0.8883899927139283,4.0,4.024011859978284,4.0,0
DEMO-0205,3,1,1,true,0.833231508731842,0.8226719498634338,0.7926677346229554,0.733639657497406,1.0,1.2023236430775222,1.2023236430775222,0.2023236430775222
DEMO-0206,3,1,1,true,0.8613791108131409,0.8447309255599975,0.829839539527893,0.7956449389457703,1.0,1.2884873523692177,1.2884873523692177,0.2884873523692177
DEMO-0207,3,1,1,true,0.8375324845314026,0.8363479375839233,0.829192328453064,0.8028189778327942,1.0,1.844895024848197,1.844895024848197,0.844895024848197
DEMO-0208,3,2,2,true,0.8581406712532044,0.8783913969993591,0.8567454934120178,0.8304572820663452,2.0,2.0956716602732204,2.0956716602732204,0.09567166027322038
DEMO-0209,3,2,2,true,0.8521098136901856,0.8678359866142273,0.8243070840835571,0.7682914495468139,2.0,1.5969039665377374,1.5969039665377374,0.4030960334622626
DEMO-0210,3,2,2,true,0.8188860058784485,0.8568523287773132,0.8515739560127258,0.7700819730758667,2.0,2.5614584621315295,2.5614584621315295,0.5614584621315295
DEMO-0211,3,3,3,true,0.8510391116142273,0.8833058476448059,0.8968052387237548,0.8171205282211303,3.0,2.827174374585687,2.827174374585687,0.1728256254143128
DEMO-0212,3,3,3,true,0.8379621624946594,0.8523134708404541,0.8745827317237854,0.8404229640960693,3.0,2.703500596533604,2.703500596533604,0.2964994034663961
DEMO-0213,3,3,1,false,0.8486736655235291,0.8374284863471985,0.8241088390350342,0.7834630489349366,3.0,1.366250814849244,1.366250814849244,1.633749185150756
DEMO-0214,3,4,4,true,0.8204338788986206,0.8530932307243347,0.8696327924728393,0.8932446718215943,4.0,4.254864946409297,4.0,0
DEMO-0215,3,4,4,true,0.8278714537620544,0.8405843734741211,0.8572620511054992,0.8842090964317322,4.0,3.829137370847346,3.829137370847346,0.170862629152654
DEMO-0216,3,4,4,true,0.8091752409934998,0.831282913684845,0.8474550366401672,0.8619341731071473,4.0,3.8000667873245497,3.8000667873245497,0.1999332126754503
DEMO-0217,3,1,1,true,0.831791365146637,0.829650056362152,0.8019726634025574,0.7753282308578491,1.0,1.217092745843081,1.217092745843081,0.2170927458430809
DEMO-0218,3,1,2,false,0.8314796924591065,0.8357049226760864,0.8089030981063843,0.7851322650909424,1.0,1.1658506152357737,1.1658506152357737,0.1658506152357737
DEMO-0219,3,1,1,true,0.8679254174232482,0.8442394256591796,0.8406436085700989,0.8065087080001831,1.0,0.9138395209519986,1.0,0
DEMO-0220,3,2,2,true,0.8408561587333679,0.852911913394928,0.845015287399292,0.7907607197761536,2.0,1.763299512611723,1.763299512611723,0.236700487388277
DEMO-0221,3,2,2,true,0.8342663884162903,0.8356524229049682,0.8192393183708191,0.7953693270683289,2.0,1.5605017351879726,1.5605017351879726,0.4394982648120274
DEMO-0222,3,2,3,false,0.8326424717903137,0.8586002230644226,0.8632407546043396,0.7961091518402099,2.0,2.005377894239586,2.005377894239586,0.005377894239586123
DEMO-0223,3,3,3,true,0.8074238181114197,0.8074181556701661,0.8251924157142639,0.8098658204078675,3.0,2.801568129393927,2.801568129393927,0.1984318706060728
DEMO-0224,3,3,3,true,0.8103513717651367,0.8263244509696961,0.8502597212791443,0.7865023016929626,3.0,2.7916491723786097,2.7916491723786097,0.2083508276213903
DEMO-0225,3,3,3,true,0.8317064762115478,0.8468238234519958,0.8546960830688477,0.8286013841629029,3.0,2.759891490169276,2.759891490169276,0.2401085098307241
DEMO-0226,3,4,4,true,0.8477798938751221,0.8436990737915039,0.8494813561439514,0.8544018387794494,4.0,3.37665748833939,3.37665748833939,0.6233425116606099
DEMO-0227,3,4,4,true,0.8365625500679016,0.8566980481147766,0.8643010854721069,0.8942149043083191,4.0,3.6742199135014033,3.6742199135014033,0.3257800864985967
DEMO-0228,3,4,4,true,0.7993759274482727,0.7896044611930847,0.7916345953941345,0.8043999314308167,4.0,2.9084835632553827,2.9084835632553827,1.091516436744617
DEMO-0229,3,1,2,false,0.8540709614753723,0.8590563058853149,0.8246944427490235,0.7839096546173095,1.0,1.2075640783773034,1.2075640783773034,0.2075640783773034
DEMO-0230,3,1,1,true,0.9053044080734253,0.8483340740203857,0.8201612710952759,0.7773447036743164,1.0,0.49813531012546114,1.0,0
DEMO-0231,3,1,1,true,0.8598113775253295,0.8265146970748901,0.8224672675132751,0.7926114678382874,1.0,1.0798046936342172,1.0798046936342172,0.07980469363421716
DEMO-0232,3,2,2,true,0.8563241600990296,0.8898310184478759,0.8511205792427063,0.7723982095718384,2.0,1.7999000466387987,1.7999000466387987,0.2000999533612013
DEMO-0233,3,2,2,true,0.8842445611953735,0.9281570315361023,0.8581407308578491,0.7454074144363403,2.0,1.9290866611562258,1.9290866611562258,0.07091333884377415
DEMO-0234,3,2,2,true,0.8923648238182068,0.9145183205604553,0.8547995805740356,0.76170654296875,2.0,1.5912963443620085,1.5912963443620085,0.4087036556379915
DEMO-0235,3,3,3,true,0.8547660827636718,0.8944539904594422,0.9081202983856201,0.8043763041496277,3.0,2.9705866359536537,2.9705866359536537,0.02941336404634631
DEMO-0236,3,3,3,true,0.8311996579170227,0.8634510636329651,0.8653130769729614,0.821000587940216,3.0,2.9202814607916325,2.9202814607916325,0.07971853920836747
DEMO-0237,3,3,3,true,0.8264147758483886,0.8636242866516113,0.8684546947479248,0.7722502470016479,3.0,2.943063746160251,2.943063746160251,0.0569362538397491
DEMO-0238,3,4,4,true,0.8019187808036804,0.8335143327713013,0.8378349065780639,0.8796672224998474,4.0,4.0829609653849115,4.0,0
DEMO-0239,3,4,4,true,0.8344128966331482,0.8563132166862488,0.8702179312705993,0.924591851234436,4.0,4.261107243816642,4.0,0
DEMO-0240,3,4,4,true,0.8374327301979065,0.8590320825576783,0.8738167405128479,0.9079709410667419,4.0,4.153896446106637,4.0,0
DEMO-0241,2,1,1,true,0.916881775856018,0.8925717830657959,0.8434000372886657,0.7508781790733338,1.0,0.9977166900663293,1.0,0
DEMO-0242,2,1,1,true,0.9255982875823975,0.8864293098449707,0.8430241584777832,0.7822593092918396,1.0,0.9390283985346566,1.0,0
DEMO-0243,2,1,1,true,0.9254278302192688,0.8824107766151428,0.8343478322029114,0.780610191822052,1.0,0.9766068310446745,1.0,0
DEMO-0244,2,2,2,true,0.8908378839492798,0.8917835354804993,0.8625820755958558,0.8158611297607422,2.0,1.837086623379842,1.837086623379842,0.162913376620158
DEMO-0245,2,2,2,true,0.8880142211914063,0.9057228684425354,0.8502830862998962,0.7473924636840821,2.0,1.6958343222725063,1.6958343222725063,0.3041656777274937
DEMO-0246,2,2,2,true,0.8857530236244202,0.8964136123657227,0.8553370952606201,0.8048623442649842,2.0,1.6879048472001337,1.6879048472001337,0.3120951527998663
DEMO-0247,2,3,3,true,0.8635204553604126,0.8934471249580384,0.920763885974884,0.8058882117271423,3.0,3.1883281500117873,3.1883281500117873,0.1883281500117873
DEMO-0248,2,3,3,true,0.8753929734230042,0.8906865000724793,0.915452492237091,0.8147559642791748,3.0,2.807978693262987,2.807978693262987,0.1920213067370131
DEMO-0249,2,3,3,true,0.8758892178535461,0.8836661815643311,0.9002252459526062,0.811162781715393,3.0,2.7719199625234436,2.7719199625234436,0.2280800374765564
DEMO-0250,2,4,4,true,0.8354862451553344,0.8427146196365356,0.8655269384384155,0.9046031594276428,4.0,4.113921161210061,4.0,0
DEMO-0251,2,4,4,true,0.8484845280647277,0.8539152622222901,0.8697820901870728,0.9113565921783447,4.0,3.7385864222926566,3.7385864222926566,0.2614135777073434
DEMO-0252,2,4,4,true,0.8575593709945679,0.8616374492645263,0.8808839917182922,0.9222611546516418,4.0,4.0035249361512095,4.0,0
DEMO-0253,1,1,1,true,0.9292083263397217,0.8989943623542785,0.8501074910163879,0.7515789866447449,1.0,1.0111749788627113,1.0111749788627113,0.01117497886271135
DEMO-0254,1,1,1,true,0.9259911894798278,0.9070591926574707,0.8478293418884277,0.7494641780853272,1.0,1.113406474075988,1.113406474075988,0.1134064740759879
DEMO-0255,1,1,1,true,0.9395381689071656,0.897949731349945,0.8415284752845764,0.763089919090271,1.0,1.0352213153719336,1.0352213153719336,0.03522131537193363
DEMO-0256,1,2,2,true,0.8901548743247986,0.9302093386650085,0.8824533104896546,0.7609621405601501,2.0,2.0354439764415737,2.0354439764415737,0.03544397644157371
DEMO-0257,1,2,2,true,0.8797732830047608,0.9130028367042542,0.8854552149772644,0.7438850045204163,2.0,2.056354843028342,2.056354843028342,0.05635484302834204
DEMO-0258,1,2,2,true,0.8978130459785462,0.9267937064170837,0.8610245227813721,0.7492767572402954,2.0,2.032776950767915,2.032776950767915,0.0327769507679152
DEMO-0259,1,3,3,true,0.8748120069503784,0.8905428290367127,0.9115341305732727,0.793188750743866,3.0,2.7264244392934236,2.7264244392934236,0.2735755607065764
DEMO-0260,1,3,3,true,0.8588040471076965,0.8525404691696167,0.8892576694488525,0.7558379530906677,3.0,2.580939431814882,2.580939431814882,0.4190605681851181
DEMO-0261,1,3,3,true,0.8789055347442627,0.8876839876174927,0.9161968350410461,0.7773851037025452,3.0,2.836113274435102,2.836113274435102,0.1638867255648981
DEMO-0262,1,4,4,true,0.8271076560020447,0.8390692830085754,0.8812852621078491,0.9260258674621582,4.0,4.100033714707201,4.0,0
DEMO-0263,1,4,3,false,0.8457433342933655,0.8593137502670288,0.8957767724990845,0.8890366673469543,4.0,4.010370306943605,4.0,0
DEMO-0264,1,4,4,true,0.8380367755889893,0.8519229412078857,0.8843035578727723,0.906557273864746,4.0,4.165146951931508,4.0,0
DEMO-0265,5,1,2,false,0.8456055521965027,0.8534235477447509,0.8128865122795105,0.7499010562896729,1.0,1.3974819751212342,1.3974819751212342,0.3974819751212342
DEMO-0266,5,1,1,true,0.8938096642494202,0.8619536638259888,0.8392813086509705,0.7948023796081543,1.0,1.199477518576363,1.199477518576363,0.1994775185763631
DEMO-0267,5,1,1,true,0.830869996547699,0.7878818035125732,0.759758985042572,0.7609570860862732,1.0,1.2325026566403703,1.2325026566403703,0.2325026566403703
DEMO-0268,5,2,2,true,0.8589681506156921,0.9072157263755798,0.8699622273445129,0.7893738985061646,2.0,2.0886871971721397,2.0886871971721397,0.08868719717213969
DEMO-0269,5,2,2,true,0.8805750250816345,0.8925877094268799,0.8375374674797058,0.782980763912201,2.0,1.909702896906343,1.909702896906343,0.09029710309365702
DEMO-0270,5,2,2,true,0.8885246157646179,0.9113158226013184,0.86729816198349,0.784225344657898,2.0,1.4979367538056843,1.4979367538056843,0.5020632461943157
DEMO-0271,5,3,3,true,0.8144082665443421,0.8618497371673584,0.8776300430297852,0.7755710244178772,3.0,2.881835134788362,2.881835134788362,0.118164865211638
DEMO-0272,5,3,3,true,0.8538166880607605,0.8877187132835388,0.9079837560653686,0.7955749988555908,3.0,2.9777165386557845,2.9777165386557845,0.02228346134421555
DEMO-0273,5,3,3,true,0.8568387150764465,0.8877899527549744,0.8880495548248291,0.8246127724647522,3.0,2.6822866781088943,2.6822866781088943,0.3177133218911057
DEMO-0274,5,4,4,true,0.8209423422813416,0.833658754825592,0.8570042848587036,0.907764983177185,4.0,4.091329822873325,4.0,0
DEMO-0275,5,4,4,true,0.833190631866455,0.8322185635566711,0.8611420392990112,0.8905608654022217,4.0,3.845523697606633,3.845523697606633,0.1544763023933671
DEMO-0276,5,4,4,true,0.8396915078163147,0.8228468537330628,0.8502764463424682,0.8807997226715087,4.0,3.7804396549719117,3.7804396549719117,0.2195603450280883
DEMO-0277,4,1,1,true,0.5166382193565369,0.4043817162513733,0.41076833605766294,0.32929779887199395,1.0,1.310976142930212,1.310976142930212,0.310976142930212
DEMO-0278,4,1,1,true,0.5066185116767883,0.4734546661376953,0.36406434178352354,0.3311741650104522,1.0,1.112763033032485,1.112763033032485,0.1127630330324849
DEMO-0279,4,1,1,true,0.5114525437355042,0.447737455368042,0.3695692539215088,0.336410254240036,1.0,1.4325023503740733,1.4325023503740733,0.4325023503740733
DEMO-0280,4,2,2,true,0.43968207240104673,0.5036433637142181,0.3883380055427551,0.3004238665103912,2.0,1.7396423312758678,1.7396423312758678,0.2603576687241322
DEMO-0281,4,2,2,true,0.4292893290519714,0.5467114686965943,0.38117437958717343,0.28402416706085204,2.0,1.9571944631408846,1.9571944631408846,0.04280553685911537
DEMO-0282,4,2,2,true,0.4232638835906982,0.525342833995819,0.3924593091011047,0.28069899082183836,2.0,1.8308602125113886,1.8308602125113886,0.1691397874886114
DEMO-0283,4,3,3,true,0.4297349274158478,0.4174833595752716,0.47031244039535525,0.36042662858963015,3.0,2.52597967023357,2.52597967023357,0.47402032976643
DEMO-0284,4,3,3,true,0.3754415094852447,0.4276220738887787,0.5066226184368133,0.3418812692165375,3.0,2.9339105484363794,2.9339105484363794,0.06608945156362056
DEMO-0285,4,3,3,true,0.36920157074928284,0.4646870970726013,0.5017877161502838,0.3046977490186691,3.0,2.8840190140279462,2.8840190140279462,0.1159809859720538
DEMO-0286,4,4,4,true,0.3499740421772003,0.3449851512908935,0.42767449617385866,0.5983811378479004,4.0,4.229484065830135,4.0,0
DEMO-0287,4,4,4,true,0.3640670776367187,0.35921177268028254,0.4393804490566254,0.5848329186439514,4.0,3.975811951790341,3.975811951790341,0.02418804820965903
DEMO-0288,4,4,4,true,0.3473027646541595,0.3768345654010773,0.45314712524414064,0.5903473734855652,4.0,4.189588664106576,4.0,0
DEMO-0289,5,1,1,true,0.8634472608566284,0.8353929638862609,0.8240410208702087,0.7827053666114807,1.0,1.4571664493198795,1.4571664493198795,0.4571664493198795
DEMO-0290,5,1,1,true,0.8791431069374085,0.8370439887046814,0.7957566857337952,0.75471932888031,1.0,0.9188574771292887,1.0,0
DEMO-0291,5,1,1,true,0.8691087484359741,0.8284607410430909,0.7885341763496398,0.7565662622451782,1.0,0.6944840699802796,1.0,0
DEMO-0292,5,2,2,true,0.8250967502593994,0.8308075428009033,0.8218148946762085,0.7745515942573548,2.0,1.9551546387572807,1.9551546387572807,0.04484536124271932
DEMO-0293,5,2,2,true,0.8713940262794495,0.8832409501075744,0.8583281397819519,0.7763289690017701,2.0,1.9846795771441925,1.9846795771441925,0.01532042285580748
DEMO-0294,5,2,1,false,0.8744651675224304,0.871919572353363,0.8304823756217956,0.7674837589263916,2.0,1.49798074449668,1.49798074449668,0.50201925550332
DEMO-0295,5,3,3,true,0.7995619177818298,0.8049441814422608,0.8160067439079285,0.8017491340637207,3.0,2.6833006273776037,2.6833006273776037,0.3166993726223963
DEMO-0296,5,3,3,true,0.8452108860015869,0.8695566296577454,0.888576340675354,0.8242903590202332,3.0,3.2200616450001553,3.2200616450001553,0.2200616450001553
DEMO-0297,5,4,4,true,0.8028177261352539,0.7706751108169556,0.7902310252189636,0.8222617983818055,4.0,3.220256361717941,3.220256361717941,0.7797436382820591
DEMO-0298,5,4,4,true,0.7757807970046997,0.7829753041267395,0.8002982497215271,0.8396927356719971,4.0,3.5618025565928293,3.5618025565928293,0.4381974434071707
DEMO-0299,5,4,4,true,0.8139416813850403,0.8291113257408143,0.8334615468978882,0.8947523355484008,4.0,3.7843199443463518,3.7843199443463518,0.2156800556536482
DEMO-0300,2,1,1,true,0.8749838590621948,0.859001898765564,0.8247047185897827,0.8026212453842163,1.0,1.4643154282741824,1.4643154282741824,0.4643154282741824
DEMO-0301,2,1,1,true,0.9118715286254883,0.8797108411788941,0.8396159768104553,0.7877858400344848,1.0,0.8072012392152192,1.0,0
DEMO-0302,2,2,2,true,0.8936428427696228,0.9216993093490601,0.8872579336166382,0.7685328364372254,2.0,2.0858876620857996,2.0858876620857996,0.08588766208579957
DEMO-0303,2,2,2,true,0.8912593960762024,0.9189586400985718,0.8767029643058777,0.7805836081504822,2.0,1.8812268536518761,1.8812268536518761,0.1187731463481239
DEMO-0304,2,2,2,true,0.8825708389282226,0.8966510653495788,0.8599200010299682,0.8009963750839233,2.0,1.7078336423736258,1.7078336423736258,0.2921663576263742
DEMO-0305,2,2,1,false,0.9326618671417236,0.8911974430084229,0.8552401304244995,0.7777588963508606,2.0,0.917586268510217,1.0,1
DEMO-0306,2,3,3,true,0.8652180314064026,0.9062909722328186,0.9307796835899353,0.7863078832626342,3.0,3.3143401762663203,3.3143401762663203,0.3143401762663203
DEMO-0307,2,3,3,true,0.8596028923988343,0.8775274872779846,0.9071016311645508,0.8129943490028382,3.0,2.8555302358057864,2.8555302358057864,0.1444697641942136
DEMO-0308,2,3,3,true,0.8723934173583985,0.9020249724388123,0.928860878944397,0.7851074695587158,3.0,2.90760119707151,2.90760119707151,0.09239880292849012
DEMO-0309,2,4,4,true,0.8399347543716431,0.8599428176879883,0.881965184211731,0.9266618371009827,4.0,4.233742208020724,4.0,0
DEMO-0310,2,4,4,true,0.8423573017120362,0.8562745571136474,0.8832120776176453,0.9128345727920533,4.0,3.9101859178952596,3.9101859178952596,0.0898140821047404
DEMO-0311,2,4,4,true,0.8401507019996644,0.8536120295524597,0.8714244961738586,0.9278721213340759,4.0,4.0085195551620085,4.0,0
DEMO-0312,5,1,1,true,0.8858178138732911,0.8813807487487793,0.8646150231361389,0.8214298248291015,1.0,1.785954211601786,1.785954211601786,0.7859542116017859
DEMO-0313,5,1,1,true,0.8773795962333679,0.8723026633262634,0.8479924321174621,0.8161206722259522,1.0,1.7664346133878446,1.7664346133878446,0.7664346133878446
DEMO-0314,5,1,1,true,0.8971335768699646,0.8769713640213013,0.8504964113235474,0.8295133709907532,1.0,1.4351506412565924,1.4351506412565924,0.4351506412565924
DEMO-0315,5,2,2,true,0.8749489784240723,0.8921791195869446,0.869455361366272,0.8279622197151184,2.0,2.0122263614058142,2.0122263614058142,0.01222636140581423
DEMO-0316,5,2,2,true,0.87047039270401,0.8876883625984192,0.8667172193527222,0.8305496454238892,2.0,2.160742808232655,2.160742808232655,0.160742808232655
DEMO-0317,5,2,2,true,0.8669775247573852,0.8960622549057007,0.8768987536430359,0.81133474111557,2.0,2.1034575218770053,2.1034575218770053,0.1034575218770053
DEMO-0318,5,3,3,true,0.842719841003418,0.8870410084724426,0.9057426929473877,0.8163675308227539,3.0,2.9556648024506167,2.9556648024506167,0.04433519754938331
DEMO-0319,5,3,3,true,0.860136091709137,0.8867991447448731,0.8870752930641175,0.8358075022697449,3.0,2.691377967092284,2.691377967092284,0.3086220329077158
DEMO-0320,5,3,2,false,0.8568899512290955,0.8908377528190613,0.8899497032165528,0.8444231748580933,3.0,2.872211275511238,2.872211275511238,0.1277887244887621
DEMO-0321,5,4,4,true,0.8452009081840515,0.8490177631378174,0.8744069576263428,0.9213346719741822,4.0,3.7374057884617846,3.7374057884617846,0.2625942115382154
DEMO-0322,5,4,4,true,0.8241648197174072,0.822881531715393,0.8434454321861267,0.908428430557251,4.0,3.9478426631785957,3.9478426631785957,0.05215733682140433
DEMO-0323,5,4,4,true,0.8362949371337891,0.8388720870018005,0.8671533107757569,0.9206486940383911,4.0,3.700522647025411,3.700522647025411,0.2994773529745891
DEMO-0324,1,1,2,false,0.8839262843132019,0.9050130009651184,0.8599620461463928,0.7590478897094727,1.0,1.844724556951466,1.844724556951466,0.8447245569514661
DEMO-0325,1,1,1,true,0.8983986020088196,0.885714304447174,0.8688122391700744,0.8207420706748962,1.0,1.5558278170794364,1.5558278170794364,0.5558278170794364
DEMO-0326,1,1,1,true,0.8930686473846435,0.8835959315299988,0.8417051911354065,0.8087482929229737,1.0,1.464869378931931,1.464869378931931,0.4648693789319309
DEMO-0327,1,2,3,false,0.8697926640510559,0.8855399012565612,0.9030264854431153,0.8453866243362427,2.0,2.7793279818227536,2.7793279818227536,0.7793279818227536
DEMO-0328,1,2,2,true,0.9096318006515502,0.9158090829849244,0.8684816122055053,0.7677212357521057,2.0,1.7314542024194484,1.7314542024194484,0.2685457975805516
DEMO-0329,1,2,1,false,0.9113103866577148,0.8951080441474915,0.8568514108657836,0.799543046951294,2.0,1.6836438981684883,1.6836438981684883,0.3163561018315117
DEMO-0330,1,3,3,true,0.8705485224723816,0.8743560433387756,0.877059030532837,0.8450879096984864,3.0,2.426799013609801,2.426799013609801,0.5732009863901988
DEMO-0331,1,3,3,true,0.8538207530975341,0.8846695184707641,0.8978662490844727,0.8325762152671814,3.0,2.6066886541971015,2.6066886541971015,0.3933113458028985
DEMO-0332,1,3,3,true,0.8908702254295349,0.8801327109336853,0.91984121799469,0.8070840239524841,3.0,2.527226519498771,2.527226519498771,0.4727734805012291
DEMO-0333,1,4,4,true,0.8206442713737487,0.8255861282348633,0.8592329144477844,0.8956724047660828,4.0,3.9233634052427724,3.9233634052427724,0.07663659475722762
DEMO-0334,1,4,4,true,0.8420554757118225,0.8426560401916504,0.8872968673706054,0.918928599357605,4.0,4.096249684239815,4.0,0
DEMO-0335,1,4,4,true,0.8448970437049865,0.828885293006897,0.8760310530662536,0.9282613396644592,4.0,3.928611138829001,3.928611138829001,0.07138886117099918
DEMO-0336,5,1,2,false,0.8664799332618713,0.8815751433372497,0.8505297541618347,0.8017728805541993,1.0,1.8085183940492933,1.8085183940492933,0.8085183940492933
DEMO-0337,5,1,1,true,0.9106847405433655,0.8789983510971069,0.8515124678611755,0.8083694458007813,1.0,1.1108351441901292,1.1108351441901292,0.1108351441901292
DEMO-0338,5,1,1,true,0.8921504855155945,0.8760166645050049,0.8463256001472473,0.8253697156906128,1.0,1.6212819710110469,1.6212819710110469,0.6212819710110469
DEMO-0339,5,2,2,true,0.8696712493896485,0.8978349089622497,0.8657527327537536,0.8339163184165954,2.0,2.227832056512991,2.227832056512991,0.227832056512991
DEMO-0340,5,2,2,true,0.8682541847229004,0.9115246057510376,0.8887448191642762,0.7915238857269287,2.0,2.2201392776295124,2.2201392776295124,0.2201392776295124
DEMO-0341,5,2,2,true,0.8822707653045654,0.8974378943443299,0.8601639628410339,0.8080031871795654,2.0,2.025038015096344,2.025038015096344,0.02503801509634407
DEMO-0342,5,3,3,true,0.8081739902496338,0.8461924910545349,0.8499906778335571,0.7949339509010315,3.0,2.8584979225049865,2.8584979225049865,0.1415020774950135
DEMO-0343,5,3,3,true,0.848278284072876,0.890308427810669,0.8996189117431641,0.8280613780021667,3.0,3.164897237671786,3.164897237671786,0.1648972376717861
DEMO-0344,5,3,3,true,0.8549938559532165,0.9008174777030945,0.9037451982498169,0.8078749895095825,3.0,2.9267265607604545,2.9267265607604545,0.07327343923954555
